"#name SkillLevel","#unique id","#index skillId level","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"id","skillId","name","skillType","level","dmgType","specialEffect","targetType","atkRange","actionId","selectType","rangeWay","targetLimit","nailAttr","passiveAttr","fixValue","skillFactor","actionTime","skillTime","cdTime","extraCd","cease","buffMoment","buffs","fighting","skillWarning"
"4311203","4311201","破击","2","3","2","","3","100","2","2","2#100#150","5","","","0","10000","930","980","-1","1#3","1","0","","0","0"
"4311301","4311301","剑破无形","2","1","2","","3","100","3","1","0","1","","","0","10000","930","980","9070","","1","0","","0","0"
"4311302","4311301","剑破无形","2","2","2","","3","100","3","1","0","1","","","0","10000","930","980","9070","","1","0","","0","0"
"4311303","4311301","剑破无形","2","3","2","","3","100","3","1","0","1","","","0","10000","930","980","9070","","1","0","","0","0"
"4312101","4312101","普攻","1","1","7","4312101#1#1#2","3","350","1","1","0","1","","","0","10000","670","720","450","","1","0","","0","0"
"4312201","4312201","贯日","2","1","7","4312201#1#1#1","3","350","2","2","2#100#250","5","","","0","10000","1000","1050","-1","1#8","1","0","","0","0"
"4312202","4312201","贯日","2","2","7","4312201#1#1#1","3","350","2","2","2#100#250","5","","","0","10000","1000","1050","-1","1#8","1","0","","0","0"
"4312203","4312201","贯日","2","3","7","4312201#1#1#1","3","350","2","2","2#100#250","5","","","0","10000","1000","1050","-1","1#8","1","0","","0","0"
"4312301","4312301","三星曜日","2","1","7","4312301#1#1#1","3","350","3","2","2#100#400","10","","","0","20000","1250","1300","16000","","1","0","","0","0"
"4312302","4312301","三星曜日","2","2","7","4312301#1#1#1","3","350","3","2","2#100#400","10","","","0","20000","1250","1300","12000","","1","0","","0","0"
"4312303","4312301","三星曜日","2","3","7","4312301#1#1#1","3","350","3","2","2#100#400","10","","","0","20000","1250","1300","8000","","1","0","","0","0"
"4313101","4313101","普攻","1","1","1","","3","350","1","1","0","1","","","0","10000","400","450","450","","1","0","","0","0"
"4313201","4313201","迷蝶","2","1","2","","3","350","2","2","2#100#300","5","","","0","10000","600","650","-1","1#8","1","0","","0","0"
"4313202","4313201","迷蝶","2","2","2","","3","350","2","2","2#100#300","5","","","0","10000","600","650","-1","1#8","1","0","","0","0"
"4313203","4313201","迷蝶","2","3","2","","3","350","2","2","2#100#300","5","","","0","15000","600","650","-1","1#8","1","0","","0","0"
"4313301","4313301","梦蝶冲击","2","1","2","","3","350","3","2","1#250","5","","","0","10000","670","720","14330","","1","0","","0","0"
"4313302","4313301","梦蝶冲击","2","2","2","","3","350","3","2","1#250","8","","","0","10000","670","720","14330","","1","0","","0","0"
"4313303","4313301","梦蝶冲击","2","3","2","","3","350","3","2","1#250","8","","","0","15000","670","720","14330","","1","0","","0","0"
"4314101","4314101","普攻","1","1","7","4315301#1#1#1","3","350","1","1","0","1","","","0","10000","930","980","450","","1","0","","0","0"
"4314201","4314201","连弩","2","1","7","4314201#1#1#1","3","0","2","1","0","0","","","0","10000","2000","2050","-1","1#99","1","0","","0","0"
"4314202","4314201","连弩","2","2","7","4314201#1#1#1","3","0","2","1","0","0","","","0","10000","2000","2050","-1","1#99","1","0","","0","0"
"4314203","4314201","连弩","2","3","7","4314201#1#1#1","3","0","2","1","0","0","","","0","10000","2000","2050","-1","1#99","1","0","","0","0"
"4314301","4314301","重弩轰击","2","1","7","4314301#1#1#1","3","350","3","1","0","1","","","0","60000","930","980","11070","","1","0","","0","0"
"4314302","4314301","重弩轰击","2","2","7","4314301#1#1#1","3","350","3","1","0","1","","","0","90000","930","980","11070","","1","0","","0","0"
"4314303","4314301","重弩轰击","2","3","7","4314301#1#1#1","3","350","3","1","0","1","","","0","90000","930","980","11070","","1","0","","0","0"
"4315101","4315101","普攻","1","1","7","4312101#1#1#2","3","350","1","1","0","1","","","0","10000","400","450","450","","1","0","","0","0"
"4315201","4315201","卜卦","2","1","7","4312101#1#1#2","3","0","2","1","0","0","","","0","10000","2000","2050","-1","1#99","1","0","","0","0"
"4315202","4315201","卜卦","2","2","7","4312101#1#1#2","3","0","2","1","0","0","","","0","10000","2000","2050","-1","1#99","1","0","","0","0"
"4315203","4315201","卜卦","2","3","7","4312101#1#1#2","3","0","2","1","0","0","","","0","10000","2000","2050","-1","1#99","1","0","","0","0"
"4315301","4315301","灶神神通","2","1","7","4312101#1#4#2#30","3","350","3","1","1#300","4","","","0","20000","730","780","19270","","1","0","","0","0"
"4315302","4315301","灶神神通","2","2","7","4312101#1#6#2#30","3","350","3","1","1#300","6","","","0","20000","730","780","19270","","1","0","","0","0"
"4315303","4315301","灶神神通","2","3","7","4312101#1#6#2#30","3","350","3","1","1#300","6","","","0","20000","730","780","14270","","1","0","","0","0"
"4316101","4316101","普攻","1","1","1","","3","100","1","1","0","1","","","0","10000","400","450","450","","1","0","","0","0"
"4316201","4316201","折梅手","2","1","2","","3","100","2","1","0","1","","","0","10000","600","650","-1","1#9","1","0","","0","0"
"4316202","4316201","折梅手","2","2","2","","3","100","2","1","0","1","","","0","10000","600","650","-1","1#7","1","0","","0","0"
"4316203","4316201","折梅手","2","3","2","","3","100","2","1","0","1","","","0","10000","600","650","-1","1#5","1","0","","0","0"
"4316301","4316301","北冥神功","2","1","2","","2","100","3","1","1#150","5","","","0","10000","1070","1120","18930","","1","0","","0","0"
"4316302","4316301","北冥神功","2","2","2","","2","100","3","1","1#150","5","","","0","10000","1070","1120","18930","","1","0","","0","0"
"4316303","4316301","北冥神功","2","3","2","","2","100","3","1","1#150","5","","","0","10000","1070","1120","14930","","1","0","","0","0"
"4317101","4317101","普攻","1","1","7","4103101#1#1#1","3","350","1","1","0","1","","","0","10000","670","720","280","","2","0","","0","0"
"4317201","4317201","冰霜","2","1","7","4317201#1#1#1","3","350","2","2","1#75","5","","","0","10000","1170","1220","-1","1#5","2","0","","0","0"
"4317202","4317201","冰霜","2","2","7","4317201#1#1#1","3","350","2","2","1#75","5","","","0","10000","1170","1220","-1","1#5","2","1","3010001#10000#-1#0","0","0"
"4317203","4317201","冰霜","2","3","7","4317201#1#1#1","3","350","2","2","1#75","5","","","0","10000","1170","1220","-1","1#4","2","1","3010001#10000#-1#0","0","0"
"4317301","4317301","暴风雪","2","1","2","","3","350","3","3","1#200","10","","","0","2500","1330","1380","16000","","2","1","3010001#10000#-1#0","0","0"
"4317302","4317301","暴风雪","2","2","2","","3","350","3","3","1#200","10","","","0","2500","1330","1380","13000","","2","1","3010001#10000#-1#0","0","0"
"4317303","4317301","暴风雪","2","3","2","","3","350","3","3","1#200","10","","","0","2500","1330","1380","10000","","2","1","3010001#10000#-1#0","0","0"
"4318101","4318101","普攻","1","1","7","4318101#1#1#1","3","350","1","1","0","1","","","0","10000","750","800","200","","2","0","","0","0"
"4318201","4318201","金玲琐","2","1","7","4318201#1#1#1","4","350","2","6","1#200","1","","","0","10000","1000","1050","-1","1#8","2","1","4010001#10000#-1#2#12","0","0"
"4318202","4318201","金玲琐","2","2","7","4318202#1#1#1","4","350","2","6","1#200","1","","","0","10000","1000","1050","-1","1#8","2","1","4010001#10000#-1#2#12|1010801#10000#-1#2#12","0","0"
"4318203","4318201","金玲琐","2","3","7","4318202#1#1#1","4","350","2","6","1#200","1","","","0","10000","1000","1050","-1","1#6","2","1","4010001#10000#-1#2#12|1010801#10000#-1#2#12","0","0"
"4318301","4318301","龙女袖舞","2","1","4","","2","350","3","2","1#200","10","","","0","10000","1830","1880","35000","","2","1","1020001#10000#-1#2#12","0","0"
"4318302","4318301","龙女袖舞","2","2","4","","2","350","3","2","1#200","10","","","0","10000","1830","1880","30000","","2","1","1020001#10000#-1#2#12","0","0"
"4318303","4318301","龙女袖舞","2","3","4","","2","350","3","2","1#200","10","","","0","10000","1830","1880","25000","","2","1","1020001#10000#-1#2#12","0","0"
"4319101","4319101","普攻","1","1","1","","3","350","1","1","0","1","","","0","10000","730","780","450","","1","0","","0","0"
"4319201","4319201","符咒","2","1","2","","3","350","2","1","0","1","","","0","20000","730","780","-1","1#8","1","0","","0","0"
"4319202","4319201","符咒","2","2","2","","3","350","2","1","0","2","","","0","20000","730","780","-1","1#8","1","0","","0","0"
"4319203","4319201","符咒","2","3","2","","3","350","2","1","0","3","","","0","20000","730","780","-1","1#8","1","0","","0","0"
"4319301","4319301","祭灵祖符","2","1","2","","3","350","3","2","3#180#200","8","","","0","20000","930","980","25070","","1","0","","0","0"
"4319302","4319301","祭灵祖符","2","2","2","","3","350","3","2","1#250","12","","","0","20000","930","980","25070","","1","0","","0","0"
"4319303","4319301","祭灵祖符","2","3","2","","3","350","3","2","1#250","12","","","0","20000","930","980","19070","","1","0","","0","0"
"4320101","4320101","普攻","1","1","1","","99","0","1","1","0","0","","","0","10000","0","0","0","","1","0","","0","0"
"4320201","4320201","援护","2","1","3","1","2","350","2","6","0","1","","","0","10000","1170","1220","450","","2","0","","0","0"
"4320202","4320201","援护","2","2","3","1","2","350","2","6","0","2","","","0","10000","1170","1220","450","","2","0","","0","0"
"4320203","4320201","援护","2","3","3","1","2","350","2","6","0","2","","","0","12000","1170","1220","450","","2","0","","0","0"
"4320301","4320301","月之祈福","2","1","3","1","2","350","3","2","1#300","10","","","0","10000","1500","1550","15000","","2","0","","0","0"
"4320302","4320301","月之祈福","2","2","3","1","2","350","3","2","1#300","10","","","0","10000","1500","1550","12000","","2","0","","0","0"
"4320303","4320301","月之祈福","2","3","3","1","2","350","3","2","1#300","10","","","0","12000","1500","1550","12000","","2","0","","0","0"
"4321101","4321101","普攻","1","1","7","4321101#1#1#1","3","350","1","1","0","1","","","0","10000","600","650","450","","1","0","","0","0"
"4321201","4321201","毒液","2","1","6","4321201#3#7000#5000#3000","3","350","2","1","0","10","","","0","10000","600","650","-1","1#5","1","1","2020001#10000#-1#3","0","0"
"4321202","4321201","毒液","2","2","6","4321201#4#7000#5000#3000#3000","3","350","2","1","0","10","","","0","10000","600","650","-1","1#5","1","1","2020001#10000#-1#3","0","0"
"4321203","4321201","毒液","2","3","6","4321201#5#7000#5000#3000#3000#3000","3","350","2","1","0","10","","","0","10000","600","650","-1","1#5","1","1","2020001#10000#-1#3","0","0"
"4321301","4321301","湮灭毒障","2","1","2","","3","350","3","3","1#200","10","","","0","15000","800","850","14200","","1","1","2020001#10000#-1#3","0","0"
"4321302","4321301","湮灭毒障","2","2","2","","3","350","3","3","1#200","10","","","0","12000","800","850","11200","","1","1","2020001#10000#-1#3","0","0"
"4321303","4321301","湮灭毒障","2","3","2","","3","350","3","3","1#200","10","","","0","12000","800","850","11200","","1","1","2020001#10000#-1#3|3030001#10000#-1#0","0","0"
"4201101","4201101","普攻","1","1","1","","3","65","1","1","0","1","","","0","10000","880","930","70","","1","0","","0","0"
"4201201","4201201","强击","2","1","2","","3","100","2","1","0","1","","","0","20000","1000","1050","-1","1#5","1","0","","0","0"
"4201202","4201201","强击","2","2","2","","3","100","2","1","0","1","","","0","30000","1000","1050","-1","1#5","1","0","","0","0"
"4201203","4201201","强击","2","3","2","","3","100","2","1","0","1","","","0","40000","1000","1050","-1","1#5","1","0","","0","0"
"4201301","4201301","天罡战意","2","1","4","","2","100","3","2","1#150","3","","","0","0","1070","1120","15000","","2","1","1010001#10000#-1#2#12","0","0"
"4201302","4201301","天罡战意","2","2","4","","2","100","3","2","1#150","3","","","0","0","1070","1120","15000","","2","1","1010001#10000#-1#2#12","0","0"
"4201303","4201301","天罡战意","2","3","4","","2","100","3","2","1#150","5","","","0","0","1070","1120","15000","","2","1","1010001#10000#-1#2#12","0","0"
"4202101","4202101","普攻","1","1","1","","3","100","1","1","0","1","","","0","10000","730","780","450","","1","0","","0","0"
"4202201","4202201","背袭","2","1","2","","3","100","2","1","0","1","","","0","20000","530","580","-1","1#6","1","1","2030001#10000#-1#3","0","0"
"4202202","4202201","背袭","2","2","2","","3","100","2","1","0","1","","","0","20000","530","580","-1","1#6","1","0","","0","0"
"4202203","4202201","背袭","2","3","2","","3","100","2","1","0","1","","","0","20000","530","580","-1","1#6","1","0","","0","0"
"4202301","4202301","身轻如燕","2","1","2","","1","100","3","1","0","1","","","0","0","730","780","14270","","1","1","1010501#10000#-1#0","0","0"
"4202302","4202301","身轻如燕","2","2","2","","1","100","3","1","0","1","","","0","0","730","780","14270","","1","1","1010501#10000#-1#0|1010601#10000#-1#0","0","0"
"4202303","4202301","身轻如燕","2","3","2","","2","100","3","2","1#150","10","","","0","0","730","780","14270","","1","1","1010501#10000#-1#0|1010601#10000#-1#0","0","0"
"4203101","4203101","普攻","1","1","1","","3","100","1","1","0","0","","","0","10000","870","920","450","","1","0","","0","0"
"4203201","4203201","勾魂","2","1","2","","3","100","2","3","1#100","4","","","0","7000","870","920","-1","1#6","1","0","","0","0"
"4203202","4203201","勾魂","2","2","2","","3","100","2","3","1#100","4","","","0","8000","870","920","-1","1#6","1","0","","0","0"
"4203203","4203201","勾魂","2","3","2","","3","100","2","3","1#100","4","","","0","9000","870","920","-1","1#6","1","0","","0","0"
"4203301","4203301","厉鬼索命","2","1","2","","3","100","3","3","1#100","5","","","0","30000","870","920","17130","","1","0","","0","0"
"4203302","4203301","厉鬼索命","2","2","2","","3","100","3","3","1#100","5","","","0","30000","870","920","17130","","1","0","","0","0"
"4203303","4203301","厉鬼索命","2","3","2","","3","100","3","3","1#100","5","","","0","50000","870","920","17130","","1","0","","0","0"
"4204101","4204101","普攻","1","1","7","4204101#1#1#2","3","350","1","1","0","1","","","0","10000","670","720","280","","2","0","","0","0"
"4204201","4204201","箭雨","2","1","2","","3","350","2","3","1#200","5","","","0","10000","1580","1630","-1","1#5","1","0","","0","0"
"4204202","4204201","箭雨","2","2","2","","3","350","2","3","1#200","5","","","0","10000","1580","1630","-1","1#5","1","1","3010002#10000#-1#0","0","0"
"4204203","4204201","箭雨","2","3","2","","3","350","2","3","1#200","5","","","0","10000","1580","1630","-1","1#3","1","1","3010002#10000#-1#0","0","0"
"4204301","4204301","冰冻箭","2","1","7","4204301#1#1#1","3","350","3","1","2#100#400","10","","","0","15000","1250","1300","16000","","2","0","","0","0"
"4204302","4204301","冰冻箭","2","2","7","4204301#1#1#1","3","350","3","1","2#100#400","10","","","0","15000","1250","1300","13000","","2","0","","0","0"
"4204303","4204301","冰冻箭","2","3","7","4204301#1#1#1","3","350","3","1","2#100#400","10","","","0","15000","1250","1300","9000","","2","0","","0","0"
"4205101","4205101","普攻","1","1","1","","3","100","1","1","0","1","","","0","10000","730","780","450","","1","0","","0","0"
"4205201","4205201","夺魄","2","1","2","","3","100","2","3","1#100","4","","","0","2500","730","780","-1","1#5","1","0","","0","0"
"4205202","4205201","夺魄","2","2","2","","3","100","2","3","1#100","4","","","0","2500","730","780","-1","1#4","1","0","","0","0"
"4205203","4205201","夺魄","2","3","2","","3","100","2","3","1#100","4","","","0","2500","730","780","-1","1#4","1","0","","0","0"
"4205301","4205301","地狱判决","2","1","2","","3","100","3","1","0","1","","","0","10000","730","780","17270","","1","0","","0","0"
"4205302","4205301","地狱判决","2","2","2","","3","100","3","1","0","1","","","0","10000","730","780","17270","","1","0","","0","0"
"4205303","4205301","地狱判决","2","3","2","","3","100","3","1","0","1","","","0","10000","730","780","12270","","1","0","","0","0"
"4206101","4206101","普攻","1","1","7","42061011#1#1#1","3","350","1","1","0","1","","","0","10000","1000","1050","450","","1","0","","0","0"
"4206201","4206201","雷击","2","1","2","","3","350","2","1","0","2","","","0","10000","1000","1050","-1","1#5","1","0","","0","0"
"4206202","4206201","雷击","2","2","2","","3","350","2","1","0","3","","","0","10000","1000","1050","-1","1#5","1","0","","0","0"
"4206203","4206201","雷击","2","3","2","","3","350","2","1","0","4","","","0","10000","1000","1050","-1","1#5","1","0","","0","0"
"4206301","4206301","雷云压境","2","1","2","","3","350","3","3","2#250#250","8","","","0","10000","1870","1920","14130","","1","0","","0","0"
"4206302","4206301","雷云压境","2","2","2","","3","350","3","3","2#250#250","8","","","0","10000","1870","1920","14130","","1","1","3030001#10000#-1#0","0","0"
"4206303","4206301","雷云压境","2","3","2","","3","350","3","3","2#250#250","8","","","0","10000","1870","1920","14130","","1","1","3030001#10000#-1#0","0","0"
"4207101","4207101","普攻","1","1","1","","3","65","1","1","0","1","","","0","10000","670","720","280","","1","0","","0","0"
"4207201","4207201","寒气强击","2","1","2","","3","100","2","1","0","1","","","0","20000","1250","1300","-1","1#6","1","1","3010001#10000#-1#0","0","0"
"4207202","4207201","寒气强击","2","2","2","","3","100","2","1","0","1","","","0","30000","1250","1300","-1","1#6","1","1","3010001#10000#-1#0","0","0"
"4207203","4207201","寒气强击","2","3","2","","3","100","2","1","0","1","","","0","40000","1250","1300","-1","1#6","1","1","3010001#10000#-1#0","0","0"
"4207301","4207301","高级攻击","3","1","0","","0","0","0","0","0","0","","206#400","0","0","0","0","0","","0","0","","0","0"
"4207302","4207301","高级攻击","3","2","0","","0","0","0","0","0","0","","206#600","0","0","0","0","0","","0","0","","0","0"
"4207303","4207301","高级攻击","3","3","0","","0","0","0","0","0","0","","206#800","0","0","0","0","0","","0","0","","0","0"
"4101101","4101101","普攻","1","1","1","","3","100","1","1","0","1","","","0","10000","670","720","450","","1","0","","0","0"
"4101201","4101201","高级采矿","3","1","0","","0","0","0","0","0","0","230#1","","0","0","0","50","0","","0","0","","0","0"
"4101202","4101201","高级采矿","3","2","0","","0","0","0","0","0","0","230#1","","0","0","0","50","0","","0","0","","0","0"
"4101203","4101201","高级采矿","3","3","0","","0","0","0","0","0","0","230#1","","0","0","0","50","0","","0","0","","0","0"
"4101301","4101301","中级攻击","3","1","0","","0","0","0","0","0","0","","202#500","0","0","0","50","0","","0","0","","0","0"
"4101302","4101301","中级攻击","3","2","0","","0","0","0","0","0","0","","202#500","0","0","0","50","0","","0","0","","0","0"
"4101303","4101301","中级攻击","3","3","0","","0","0","0","0","0","0","","202#500","0","0","0","50","0","","0","0","","0","0"
"4102101","4102101","普攻","1","1","4","","3","100","1","1","0","1","","","0","10000","930","980","450","","2","0","","0","0"
"4102201","4102201","分裂箭","2","1","2","","3","350","2","1","0","2","","","0","10000","4000","4050","-1","1#5","1","0","","0","0"
"4102202","4102201","分裂箭","2","2","2","","3","350","2","1","0","2","","","0","10000","4000","4050","-1","1#5","1","1","2020001#10000#-1#0","0","0"
"4102203","4102201","分裂箭","2","3","2","","3","350","2","1","0","2","","","0","15000","4000","4050","-1","1#5","1","1","2020001#10000#-1#0","0","0"
"4102301","4102301","中级攻击","3","1","0","","0","0","0","0","0","0","","","0","0","0","50","0","","0","0","","0","0"
"4102302","4102301","中级攻击","3","2","0","","0","0","0","0","0","0","","","0","0","0","50","0","","0","0","","0","0"
"4102303","4102301","中级攻击","3","3","0","","0","0","0","0","0","0","","","0","0","0","50","0","","0","0","","0","0"
"4103101","4103101","普攻","1","1","7","4103101#1#1#1","3","350","1","1","0","1","","","0","10000","830","880","120","","2","0","","0","0"
"4103201","4103201","治愈","2","1","3","1","2","350","2","5","0","1","","","0","20000","1080","1130","-1","1#5","2","0","","0","0"
"4103202","4103201","治愈","2","2","3","1","2","350","2","5","0","1","","","0","28000","1080","1130","-1","1#5","2","0","","0","0"
"4103203","4103201","治愈","2","3","3","1","2","350","2","5","0","1","","","0","36000","1080","1130","-1","1#5","2","0","","0","0"
"4103301","4103301","仙族攻击","3","1","0","","0","0","0","0","0","0","236#50","","0","0","0","0","0","","0","0","","0","0"
"4103302","4103301","仙族攻击","3","2","0","","0","0","0","0","0","0","236#100","","0","0","0","0","0","","0","0","","0","0"
"4103303","4103301","仙族攻击","3","3","0","","0","0","0","0","0","0","236#150","","0","0","0","0","0","","0","0","","0","0"
"4104101","4104101","普攻","1","1","1","","3","65","1","1","0","1","","","0","10000","750","800","200","","1","0","","0","0"
"4104201","4104201","挥砍","3","1","0","","0","0","0","0","0","0","229#1","","0","0","0","0","0","","0","0","","0","0"
"4104202","4104201","挥砍","3","2","0","","0","0","0","0","0","0","229#1","","0","0","0","0","0","","0","0","","0","0"
"4104203","4104201","挥砍","3","3","0","","0","0","0","0","0","0","229#1","","0","0","0","0","0","","0","0","","0","0"
"4104301","4104301","人族攻击","3","1","0","","0","0","0","0","0","0","232#50","202#500","0","0","0","0","0","","0","0","","0","0"
"4104302","4104301","人族攻击","3","2","0","","0","0","0","0","0","0","232#100","202#500","0","0","0","0","0","","0","0","","0","0"
"4104303","4104301","人族攻击","3","3","0","","0","0","0","0","0","0","232#150","202#500","0","0","0","0","0","","0","0","","0","0"
"4105101","4105101","普攻","1","1","1","","3","65","1","1","0","1","","","0","10000","670","720","280","","1","0","","0","0"
"4105201","4105201","守护","2","1","4","","2","100","1","1","0","1","","","0","0","670","720","3000","","1","1","1010407#10000#-1#0","0","0"
"4105202","4105201","守护","2","2","4","","2","100","1","1","0","2","","","0","0","670","720","3000","","1","1","1010407#10000#-1#0","0","0"
"4105203","4105201","守护","2","3","4","","2","100","1","1","0","3","","","0","0","670","720","3000","","1","1","1010407#10000#-1#0","0","0"
"4105301","4105301","灵族攻击","3","1","0","","0","0","0","0","0","0","234#50","","0","0","0","0","0","","0","0","","0","0"
"4105302","4105301","灵族攻击","3","2","0","","0","0","0","0","0","0","234#100","","0","0","0","0","0","","0","0","","0","0"
"4105303","4105301","灵族攻击","3","3","0","","0","0","0","0","0","0","234#150","","0","0","0","0","0","","0","0","","0","0"
"4001001","4001001","花妖-7000001","1","1","1","","3","65","1","1","0","1","","","0","10000","580","630","1000","","1","0","","0","0"
"4001002","4001002","狐狸-7000002","1","1","1","","3","65","1","1","0","1","","","0","10000","580","630","1000","","1","0","","0","0"
"4001003","4001003","幻魔守卫-7000003","1","1","1","","3","65","1","1","0","1","","","0","10000","750","800","1000","","1","0","","0","0"
"4001004","4001004","幻魔精英守卫-7000004","1","1","1","","3","65","1","1","0","1","","","0","10000","830","880","1000","","1","0","","0","0"
"4001006","4001006","野猪-7000006","1","1","1","","3","65","1","1","0","1","","","0","10000","500","550","1000","","1","0","","0","0"
"4001007","4001007","野猪-7000007","1","1","1","","3","65","1","1","0","1","","","0","10000","500","550","1000","","1","0","","0","0"
"4001008","4001008","虾兵-7000008","1","1","1","","3","65","1","1","0","1","","","0","10000","500","550","1000","","1","0","","0","0"
"4001009","4001009","毒蛇-7000009","1","1","1","","3","65","1","1","0","1","","","0","10000","670","720","1000","","1","0","","0","0"
"4001010","4001010","青蛙-7000010","1","1","1","","3","65","1","1","0","1","","","0","10000","580","630","1000","","1","0","","0","0"
"4001011","4001011","鲤鱼怪-7000011","1","1","1","","3","65","1","1","0","1","","","0","10000","920","970","1000","","1","0","","0","0"
"4001012","4001012","自爆怪-7000012","1","1","1","","3","65","1","1","0","1","","","0","10000","920","970","1000","","1","0","","0","0"
"4001013","4001013","竹子怪-7000013","1","1","1","","3","65","1","1","0","1","","","0","10000","670","720","1000","","1","0","","0","0"
"4001014","4001014","巡山小妖-7000014","1","1","1","","3","65","1","1","0","1","","","0","10000","670","720","1000","","1","0","","0","0"
"4001015","4001015","犀牛精-7000015","1","1","1","","3","65","1","1","0","1","","","0","10000","920","970","1000","","1","0","","0","0"
"4001016","4001016","豺狼弓手-7000016","1","1","7","4001016#1#1#2","3","250","1","1","0","1","","","0","10000","830","880","1000","","2","0","","0","0"
"4001017","4001017","豺狼枪兵-7000017","1","1","1","","3","65","1","1","0","1","","","0","10000","830","880","1000","","1","0","","0","0"
"4001018","4001018","豺狼怪-7000018","1","1","1","","3","65","1","1","0","1","","","0","10000","750","800","1000","","1","0","","0","0"
"4001019","4001019","飞刀狼-7000019","1","1","7","4001019#1#1#1","3","400","1","1","0","1","","","0","10000","1080","1130","1000","","1","0","","0","0"
"4001020","4001020","紫花妖-7000020","1","1","7","4001020#1#1#1","3","400","1","1","0","1","","","0","10000","580","630","1000","","1","0","","0","0"
"4001021","4001021","蓝豺狼弓手-7000021","1","1","7","4001016#1#1#2","3","250","1","1","0","1","","","0","10000","830","880","1000","","2","0","","0","0"
"4001022","4001022","蓝豺狼枪兵-7000022","1","1","1","","3","65","1","1","0","1","","","0","10000","830","880","1000","","1","0","","0","0"
"4001023","4001023","蓝豺狼怪-7000023","1","1","1","","3","65","1","1","0","1","","","0","10000","750","800","1000","","1","0","","0","0"
"4001024","4001024","蓝飞刀狼-7000024","1","1","7","4001019#1#1#1","3","250","1","1","0","1","","","0","10000","1080","1130","1000","","2","0","","0","0"
"4001025","4001025","绿豺狼弓手-7000025","1","1","7","4001016#1#1#2","3","250","1","1","0","1","","","0","10000","830","880","1000","","2","0","","0","0"
"4001026","4001026","绿豺狼枪兵-7000026","1","1","1","","3","65","1","1","0","1","","","0","10000","830","880","1000","","1","0","","0","0"
"4001027","4001027","绿豺狼怪-7000027","1","1","1","","3","65","1","1","0","1","","","0","10000","750","800","1000","","1","0","","0","0"
"4001028","4001028","绿飞刀狼-7000028","1","1","7","4001019#1#1#1","3","250","1","1","0","1","","","0","10000","1080","1130","1000","","2","0","","0","0"
"4001501","4001501","虎王-7000500","1","1","1","","3","65","1","1","0","1","","","0","10000","600","650","1500","","2","0","","0","0"
"4001502","4001502","虎王-7000500","2","1","2","","3","100","2","3","1#150","10","","","0","20000","4500","4550","-1","1#3","2","0","","0","1"
"4001504","4001504","洛水魔姬-7000501","1","1","7","4411301#1#1#1","3","250","1","1","0","1","","","0","10000","600","650","350","","2","0","","0","0"
"4001505","4001505","洛水魔姬-7000501","2","1","2","","3","250","2","3","1#180","15","","","0","10000","2130","2180","-1","1#8","2","1","2020001#10000#-1#0","0","1"
"4001507","4001507","夜叉-7000502","1","1","1","","3","65","1","1","0","1","","","0","10000","760","810","1500","","2","0","","0","0"
"4001508","4001508","夜叉-7000502","2","1","2","","3","100","2","2","1#200","10","","","0","12000","5630","5680","-1","1#3","2","0","","0","1"
"4001510","4001510","巡海蛟-7000503","1","1","1","","3","65","1","1","0","1","","","0","10000","630","680","1500","","2","0","","0","0"
"4001511","4001511","巡海蛟-7000503","2","1","2","","3","100","2","2","1#130","10","","","0","20000","3170","3220","-1","1#3","2","0","","0","1"
"4001513","4001513","树精-7000504","1","1","1","","3","65","1","1","0","1","","","0","10000","920","970","1500","","2","0","","0","0"
"4001514","4001514","树精-7000504","2","1","2","","3","100","2","2","1#350","10","","","0","60000","2500","2550","-1","1#3","2","0","","0","1"
"4001516","4001516","狮王-7000505","1","1","1","","3","65","1","1","0","1","","","0","10000","950","1000","1500","","2","0","","0","0"
"4001517","4001517","狮王-7000505","2","1","2","","3","100","2","3","1#200","10","","","0","60000","3830","3880","-1","1#3","2","0","3030002#10000#-1#0","0","1"
"4001519","4001519","鬼将-7000506","1","1","1","","3","65","1","1","0","1","","","0","10000","750","800","1500","","2","0","","0","0"
"4001520","4001520","鬼将-7000506","2","1","2","","3","100","2","2","1#350","10","","","0","30000","4500","4550","-1","1#3","2","0","","0","1"
"4001522","4001522","银角大王-7000507","1","1","7","4001522#1#1#1","3","400","1","1","0","1","","","0","5000","400","450","50","","2","0","","0","0"
"4001523","4001523","银角大王-7000507","2","1","2","","3","400","2","3","1#350","10","","","0","60000","2500","2550","-1","1#15","2","0","","0","1"
"4001525","4001525","黑熊精-7000508","1","1","1","","3","65","1","1","0","1","","","0","10000","600","650","1500","","2","0","","0","0"
"4001526","4001526","黑熊精-7000508","2","1","2","","3","100","2","1","2#200#500","10","","","0","30000","3500","3550","-1","1#3","2","0","","0","1"
"4001528","4001528","黄金猪-7000509","1","1","1","","3","200","1","2","3#120#100","12","","","0","10000","500","550","1500","","2","1","3070001#10000#-1#0","0","0"
"4001529","4001529","黄金猪-7000509","2","1","2","","3","200","2","3","2#100#300","12","","","0","10000","4920","4970","-1","1#5","2","0","","0","0"
"4001530","4001530","黄金猪-7000509","2","1","2","","3","600","3","2","1#150","12","","","0","10000","4170","4220","12000","","2","1","3040001#10000#-1#0","0","0"
