"#name ItemRandomPack","#unique id","","#collector group",""
"id","group","weight","reward"
"308","601301","1","600#3001031#1|700#3001032#1|800#3001033#1|900#3001034#1|1000#3001035#1|1000#3001036#1|600#3001041#1|700#3001042#1|800#3001043#1|900#3001044#1|1000#3001045#1|1000#3001046#1"
"309","601302","1","5000#2000008#10|4000#2000008#10|1000#2000008#10"
"310","601303","1","10000#1#100"
"311","602201","1","960#3002031#1|1120#3002032#1|1280#3002033#1|1440#3002034#1|1600#3002035#1|1600#3002036#1|240#3002041#1|280#3002042#1|320#3002043#1|360#3002044#1|400#3002045#1|400#3002046#1"
"312","602202","1","5000#2001004#1|3000#2001004#1|2000#2001004#1"
"313","602203","1","10000#1#50"
"314","602204","1","10000#2000008#10"
"315","602301","1","600#3002031#1|700#3002032#1|800#3002033#1|900#3002034#1|1000#3002035#1|1000#3002036#1|600#3002041#1|700#3002042#1|800#3002043#1|900#3002044#1|1000#3002045#1|1000#3002046#1"
"316","602302","1","3500#2000008#10|3500#2000008#15|2000#2000008#50|1000#2000008#30"
"317","602303","1","10000#1#100"
"318","603201","1","960#3003031#1|1120#3003032#1|1280#3003033#1|1440#3003034#1|1600#3003035#1|1600#3003036#1|240#3003041#1|280#3003042#1|320#3003043#1|360#3003044#1|400#3003045#1|400#3003046#1"
"319","603202","1","5000#2001004#1|3000#2001004#1|2000#2001004#1"
"320","603203","1","10000#1#50"
"321","603204","1","10000#2000008#10"
"322","603301","1","600#3003031#1|700#3003032#1|800#3003033#1|900#3003034#1|1000#3003035#1|1000#3003036#1|600#3003041#1|700#3003042#1|800#3003043#1|900#3003044#1|1000#3003045#1|1000#3003046#1"
"323","603302","1","3500#2000008#10|3500#2000008#15|2000#2000008#50|1000#2000008#30"
"324","603303","1","10000#1#100"
"325","603304","1","800#3003037#1|800#3003038#1|800#3003039#1|200#3003037#1|200#3003038#1|200#3003039#1"
"326","604201","1","960#3004031#1|1120#3004032#1|1280#3004033#1|1440#3004034#1|1600#3004035#1|1600#3004036#1|240#3004041#1|280#3004042#1|320#3004043#1|360#3004044#1|400#3004045#1|400#3004046#1"
"327","604202","1","5000#2001004#1|3000#2001004#1|2000#2001004#1"
"328","604203","1","10000#1#50"
"329","604204","1","10000#2000008#10"
"330","604301","1","600#3004031#1|700#3004032#1|800#3004033#1|900#3004034#1|1000#3004035#1|1000#3004036#1|600#3004041#1|700#3004042#1|800#3004043#1|900#3004044#1|1000#3004045#1|1000#3004046#1"
"331","604302","1","3500#2000008#10|3500#2000008#15|2000#2000008#50|1000#2000008#30"
"332","604303","1","10000#1#100"
"333","604304","1","800#3004037#1|800#3004038#1|800#3004039#1|200#3004037#1|200#3004038#1|200#3004039#1"
"334","605201","1","960#3005031#1|1120#3005032#1|1280#3005033#1|1440#3005034#1|1600#3005035#1|1600#3005036#1|240#3005041#1|280#3005042#1|320#3005043#1|360#3005044#1|400#3005045#1|400#3005046#1"
"335","605202","1","5000#2001004#1|3000#2001004#1|2000#2001004#1"
"336","605203","1","10000#1#50"
"337","605204","1","10000#2000008#10"
"338","605301","1","600#3005031#1|700#3005032#1|800#3005033#1|900#3005034#1|1000#3005035#1|1000#3005036#1|600#3005041#1|700#3005042#1|800#3005043#1|900#3005044#1|1000#3005045#1|1000#3005046#1"
"339","605302","1","3500#2000008#10|3500#2000008#15|2000#2000008#50|1000#2000008#30"
"340","605303","1","10000#1#100"
"341","605304","1","800#3005037#1|800#3005038#1|800#3005039#1|200#3005037#1|200#3005038#1|200#3005039#1"
"342","606201","1","960#3006031#1|1120#3006032#1|1280#3006033#1|1440#3006034#1|1600#3006035#1|1600#3006036#1|240#3006041#1|280#3006042#1|320#3006043#1|360#3006044#1|400#3006045#1|400#3006046#1"
"343","606202","1","5000#2001004#1|3000#2001004#1|2000#2001004#1"
"344","606203","1","10000#1#50"
"345","606204","1","10000#2000008#10"
"346","606301","1","600#3006031#1|700#3006032#1|800#3006033#1|900#3006034#1|1000#3006035#1|1000#3006036#1|600#3006041#1|700#3006042#1|800#3006043#1|900#3006044#1|0#3006045#1|1000#3006046#1"
"347","606302","1","3500#2000008#10|3500#2000008#15|2000#2000008#50|1000#2000008#30"
"348","606303","1","10000#1#100"
"349","606304","1","800#3006037#1|800#3006038#1|800#3006039#1|200#3006037#1|200#3006038#1|200#3006039#1"
"350","606305","1","400#3006061#1|450#3006062#1|500#3006063#1|550#3006064#1|600#3006065#1|650#3006066#1"
"351","606305","1","400#3006071#1|450#3006072#1|500#3006073#1|550#3006074#1|600#3006075#1|650#3006076#1"
"352","606305","1","400#3006081#1|450#3006082#1|500#3006083#1|550#3006084#1|600#3006085#1|650#3006086#1"
"353","606305","1","400#3006091#1|450#3006092#1|500#3006093#1|550#3006094#1|600#3006095#1|650#3006096#1"
"354","601401","1","19#3001011#1|22#3001012#1|22#3001013#1|22#3001014#1|32#3001015#1|32#3001016#1|6#3001021#1|6#3001022#1|6#3001023#1|6#3001024#1|6#3001025#1|6#3001026#1"
"355","601402","1","2500#1#2"
"356","601501","1","14#3001011#1|17#3001012#1|17#3001013#1|17#3001014#1|24#3001015#1|24#3001016#1|11#3001021#1|11#3001022#1|11#3001023#1|11#3001024#1|11#3001025#1|11#3001026#1"
"357","601502","1","5000#1#4"
"358","602401","1","19#3002011#1|22#3002012#1|22#3002013#1|22#3002014#1|32#3002015#1|32#3002016#1|6#3002021#1|6#3002022#1|6#3002023#1|6#3002024#1|6#3002025#1|6#3002026#1"
"359","602402","1","2500#1#2"
"360","602501","1","14#3002011#1|17#3002012#1|17#3002013#1|17#3002014#1|24#3002015#1|24#3002016#1|11#3002021#1|11#3002022#1|11#3002023#1|11#3002024#1|11#3002025#1|11#3002026#1"
"361","602502","1","5000#1#4"
"362","603401","1","19#3003011#1|22#3003012#1|22#3003013#1|22#3003014#1|32#3003015#1|32#3003016#1|6#3003021#1|6#3003022#1|6#3003023#1|6#3003024#1|6#3003025#1|6#3003026#1"
"363","603402","1","2500#1#2"
"364","603501","1","14#3003011#1|17#3003012#1|17#3003013#1|17#3003014#1|24#3003015#1|24#3003016#1|11#3003021#1|11#3003022#1|11#3003023#1|11#3003024#1|11#3003025#1|11#3003026#1"
"365","603502","1","5000#1#4"
"366","604401","1","19#3004011#1|22#3004012#1|22#3004013#1|22#3004014#1|32#3004015#1|32#3004016#1|6#3004021#1|6#3004022#1|6#3004023#1|6#3004024#1|6#3004025#1|6#3004026#1"
"367","604402","1","2500#1#2"
"368","604501","1","14#3004011#1|17#3004012#1|17#3004013#1|17#3004014#1|24#3004015#1|24#3004016#1|11#3004021#1|11#3004022#1|11#3004023#1|11#3004024#1|11#3004025#1|11#3004026#1"
"369","604502","1","5000#1#4"
"370","605401","1","19#3005011#1|22#3005012#1|22#3005013#1|22#3005014#1|32#3005015#1|32#3005016#1|6#3005021#1|6#3005022#1|6#3005023#1|6#3005024#1|6#3005025#1|6#3005026#1"
"371","605402","1","2500#1#2"
"372","605501","1","14#3005031#1|17#3005032#1|17#3005033#1|17#3005034#1|24#3005035#1|24#3005036#1|11#3005021#1|11#3005022#1|11#3005023#1|11#3005024#1|11#3005025#1|11#3005026#1"
"373","605502","1","5000#1#4"
"374","606401","1","19#3005011#1|22#3005012#1|22#3005013#1|22#3005014#1|32#3005015#1|32#3005016#1|6#3005021#1|6#3005022#1|6#3005023#1|6#3005024#1|6#3005025#1|6#3005026#1"
"375","606402","1","2500#1#2"
"376","606501","1","14#3005011#1|17#3005012#1|17#3005013#1|17#3005014#1|24#3005015#1|24#3005016#1|11#3005021#1|11#3005022#1|11#3005023#1|11#3005024#1|11#3005025#1|11#3005026#1"
"377","606502","1","5000#1#4"
"378","601601","1","960#3001031#1|1120#3001032#1|1280#3001033#1|1440#3001034#1|1600#3001035#1|1600#3001036#1|240#3001041#1|280#3001042#1|320#3001043#1|360#3001044#1|400#3001045#1|400#3001046#1"
"379","601602","1","5000#2001004#1|3000#2001004#1|2000#2001004#1"
"380","601603","1","10000#1#500"
"381","601604","1","10000#3001042#1"
"382","601605","1","10000#2000008#10"
"383","601701","1","960#3001031#1|1120#3001032#1|1280#3001033#1|1440#3001034#1|1600#3001035#1|1600#3001036#1|240#3001041#1|280#3001042#1|320#3001043#1|360#3001044#1|400#3001045#1|400#3001046#1"
"384","601702","1","5000#2000008#10|4000#2000008#10|1000#2000008#10"
"385","601703","1","10000#1#1000"
"386","601704","1","10000#3001041#1"
"387","601705","1","10000#2000008#10"
"388","602601","1","960#3002031#1|1120#3002032#1|1280#3002033#1|1440#3002034#1|1600#3002035#1|1600#3002036#1|240#3002041#1|280#3002042#1|320#3002043#1|360#3002044#1|400#3002045#1|400#3002046#1"
"389","602602","1","5000#2001004#1|3000#2001004#1|2000#2001004#1"
"390","602603","1","10000#1#500"
"391","602604","1","10000#3002042#1"
"392","602605","1","10000#2000008#10"
"393","602701","1","960#3002031#1|1120#3002032#1|1280#3002033#1|1440#3002034#1|1600#3002035#1|1600#3002036#1|240#3002041#1|280#3002042#1|320#3002043#1|360#3002044#1|400#3002045#1|400#3002046#1"
"394","602702","1","3500#2000008#10|3500#2000008#15|2000#2000008#50|1000#2000008#30"
"395","602703","1","10000#1#1000"
"396","602704","1","10000#3002041#1"
"397","602705","1","10000#2000008#10"
"398","603601","1","960#3003031#1|1120#3003032#1|1280#3003033#1|1440#3003034#1|1600#3003035#1|1600#3003036#1|240#3003041#1|280#3003042#1|320#3003043#1|360#3003044#1|400#3003045#1|400#3003046#1"
"399","603602","1","5000#2001004#1|3000#2001004#1|2000#2001004#1"
"400","603603","1","10000#1#500"
"401","603604","1","10000#3003042#1"
"402","603605","1","10000#2000008#10"
"403","603701","1","960#3003031#1|1120#3003032#1|1280#3003033#1|1440#3003034#1|1600#3003035#1|1600#3003036#1|240#3003041#1|280#3003042#1|320#3003043#1|360#3003044#1|400#3003045#1|400#3003046#1"
"404","603702","1","3500#2000008#10|3500#2000008#15|2000#2000008#50|1000#2000008#30"
"405","603703","1","10000#1#1000"
"406","603704","1","800#3003037#1|800#3003038#1|800#3003039#1|200#3003037#1|200#3003038#1|200#3003039#1"
"407","603705","1","10000#2000008#10"
"408","603706","1","10000#3003037#1"
"409","604601","1","960#3004031#1|1120#3004032#1|1280#3004033#1|1440#3004034#1|1600#3004035#1|1600#3004036#1|240#3004041#1|280#3004042#1|320#3004043#1|360#3004044#1|400#3004045#1|400#3004046#1"
"410","604602","1","5000#2001004#1|3000#2001004#1|2000#2001004#1"
"411","604603","1","10000#1#500"
"412","604604","1","10000#3004042#1"
"413","604605","1","10000#2000008#10"
"414","604701","1","960#3004031#1|1120#3004032#1|1280#3004033#1|1440#3004034#1|1600#3004035#1|1600#3004036#1|240#3004041#1|280#3004042#1|320#3004043#1|360#3004044#1|400#3004045#1|400#3004046#1"
"415","604702","1","3500#2000008#10|3500#2000008#15|2000#2000008#50|1000#2000008#30"
"416","604703","1","10000#1#1000"
"417","604704","1","800#3003037#1|800#3003038#1|800#3003039#1|200#3003037#1|200#3003038#1|200#3003039#1"
"418","604705","1","10000#2000008#10"
"419","604706","1","10000#3004037#1"
"420","605601","1","960#3005031#1|1120#3005032#1|1280#3005033#1|1440#3005034#1|1600#3005035#1|1600#3005036#1|240#3005041#1|280#3005042#1|320#3005043#1|360#3005044#1|400#3005045#1|400#3005046#1"
"421","605602","1","5000#2001004#1|3000#2001004#1|2000#2001004#1"
"422","605603","1","10000#1#500"
"423","605604","1","10000#3005042#1"
"424","605605","1","10000#2000008#10"
"425","605701","1","960#3005031#1|1120#3005032#1|1280#3005033#1|1440#3005034#1|1600#3005035#1|1600#3005036#1|240#3005041#1|280#3005042#1|320#3005043#1|360#3005044#1|400#3005045#1|400#3005046#1"
"426","605702","1","3500#2000008#10|3500#2000008#15|2000#2000008#50|1000#2000008#30"
"427","605703","1","10000#1#1000"
"428","605704","1","800#3003037#1|800#3003038#1|800#3003039#1|200#3003037#1|200#3003038#1|200#3003039#1"
"429","605705","1","10000#2000008#10"
"430","605706","1","10000#3005037#1"
"431","606601","1","960#3006031#1|1120#3006032#1|1280#3006033#1|1440#3006034#1|1600#3006035#1|1600#3006036#1|240#3006041#1|280#3006042#1|320#3006043#1|360#3006044#1|400#3006045#1|400#3006046#1"
"432","606602","1","5000#2001004#1|3000#2001004#1|2000#2001004#1"
"433","606603","1","10000#1#500"
"434","606604","1","10000#3006042#1"
"435","606605","1","10000#2000008#10"
"436","606701","1","960#3006031#1|1120#3006032#1|1280#3006033#1|1440#3006034#1|1600#3006035#1|1600#3006036#1|240#3006041#1|280#3006042#1|320#3006043#1|360#3006044#1|400#3006045#1|400#3006046#1"
"437","606702","1","3500#2000008#10|3500#2000008#15|2000#2000008#50|1000#2000008#30"
"438","606703","1","10000#1#1000"
"439","606704","1","800#3006037#1|800#3006038#1|800#3006039#1|200#3006037#1|200#3006038#1|200#3006039#1"
"440","606705","1","10000#2000008#10"
"441","606706","1","400#3006061#1|450#3006062#1|500#3006063#1|550#3006064#1|600#3006065#1|650#3006066#1"
"442","606706","1","400#3006071#1|450#3006072#1|500#3006073#1|550#3006074#1|600#3006075#1|650#3006076#1"
"443","606706","1","400#3006081#1|450#3006082#1|500#3006083#1|550#3006084#1|600#3006085#1|650#3006086#1"
"444","606706","1","400#3006091#1|450#3006092#1|500#3006093#1|550#3006094#1|600#3006095#1|650#3006096#1"
"445","701101","1","3400#5#5|3300#4#10|3300#6#5"
"446","701102","1","3300#1#1"
"447","701103","1","3300#1#1"
"448","701104","1","1750#2001003#1"
"449","701201","1","3400#5#6|3300#4#12|3300#6#6"
"450","701202","1","3300#1#1"
"451","701203","1","3300#1#1"
"452","701204","1","1750#2001003#1"
"453","702101","1","3400#5#7|3300#4#14|3300#6#7"
"454","702102","1","3300#1#1"
"455","702103","1","1000#110101#1|500#110102#1|100#110103#1"
"456","702104","1","1750#2001003#1"
"457","702201","1","3400#5#8|3300#4#16|3300#6#8"
"458","702202","1","3300#1#1"
"459","702203","1","1000#110101#1|500#110102#1|100#110103#1"
"460","702204","1","1750#2001003#1"
"461","703101","1","3400#5#9|3300#4#18|3300#6#9"
"462","703102","1","3300#1#1"
"463","703103","1","1000#120101#1|500#120102#1|100#120103#1"
"464","703104","1","1750#2001003#1|250#2001003#2"
"465","703201","1","3400#5#10|3300#4#20|3300#6#10"
"466","703202","1","3300#1#1"
"467","703203","1","1000#120101#1|500#120102#1|100#120103#1"
"468","703204","1","1750#2001003#1|250#2001003#2"
"469","704101","1","3400#5#11|3300#4#22|3300#6#11"
"470","704102","1","3300#1#1"
"471","704103","1","1000#130101#1|500#130102#1|100#130103#1"
"472","704104","1","1750#2001003#1|250#2001003#2"
"473","704201","1","3400#5#12|3300#4#24|3300#6#12"
"474","704202","1","3300#1#1"
"475","704203","1","1000#130101#1|500#130102#1|100#130103#1"
"476","704204","1","1750#2001003#1|250#2001003#2"
"477","705101","1","3400#5#13|3300#4#26|3300#6#13"
"478","705102","1","3300#1#1"
"479","705103","1","1000#140101#1|500#140102#1|100#140103#1"
"480","705104","1","1750#2001003#1|250#2001003#2"
"481","705201","1","3400#5#14|3300#4#28|3300#6#14"
"482","705202","1","3300#1#1"
"483","705203","1","1000#140101#1|500#140102#1|100#140103#1"
"484","705204","1","1750#2001003#1|250#2001003#2"
"485","706101","1","3400#5#15|3300#4#30|3300#6#15"
"486","706102","1","3300#1#1"
"487","706103","1","1000#150101#1|500#150102#1|100#150103#1"
"488","706104","1","1750#2001003#1|250#2001003#2"
"489","706201","1","3400#5#16|3300#4#32|3300#6#16"
"490","706202","1","3300#1#1"
"491","706203","1","1000#150101#1|500#150102#1|100#150103#1"
"492","706204","1","1750#2001003#1|250#2001003#2"
"493","707101","1","3400#5#17|3300#4#34|3300#6#17"
"494","707102","1","3300#1#1"
"495","707103","1","1000#160101#1|500#160102#1|100#160103#1"
"496","707104","1","1750#2001003#1|250#2001003#2"
"497","707201","1","3400#5#18|3300#4#36|3300#6#18"
"498","707202","1","3300#1#1"
"499","707203","1","1000#160101#1|500#160102#1|100#160103#1"
"500","707204","1","1750#2001003#1|250#2001003#2"
"501","708101","1","3400#5#19|3300#4#38|3300#6#19"
"502","708102","1","3300#1#1"
"503","708103","1","1000#170101#1|500#170102#1|100#170103#1"
"504","708104","1","1750#2001003#1|250#2001003#2"
"505","708201","1","3400#5#20|3300#4#40|3300#6#20"
"506","708202","1","3300#1#1"
"507","708203","1","1000#170101#1|500#170102#1|100#170103#1"
"508","708204","1","1750#2001003#1|250#2001003#2"
"509","709101","1","3400#5#21|3300#4#42|3300#6#21"
"510","709102","1","3300#1#1"
"511","709103","1","1000#180101#1|500#180102#1|100#180103#1"
"512","709104","1","1750#2001003#1|250#2001003#2"
"513","709201","1","3400#5#22|3300#4#44|3300#6#22"
"514","709202","1","3300#1#1"
"515","709203","1","1000#180101#1|500#180102#1|100#180103#1"
"516","709204","1","1750#2001003#1|250#2001003#2"
"517","710101","1","3400#5#23|3300#4#46|3300#6#23"
"518","710102","1","3300#1#1"
"519","710103","1","1000#190101#1|500#190102#1|100#190103#1"
"520","710104","1","1750#2001003#1|250#2001003#2"
"521","710201","1","3400#5#24|3300#4#48|3300#6#24"
"522","710202","1","3300#1#1"
"523","710203","1","1000#190101#1|500#190102#1|100#190103#1"
"524","710204","1","1750#2001003#1|250#2001003#2"
