"#name Equip","#unique equipId","","","","","","","","","","","",""
"equipId","bigType","type","name","quality","level","attrs","attrRep","appraise","score","smeltReward","suitId"
"3007043","1","3","圣龙链","4","70","202#231|203#75","107001","1","16360","1#1","0"
"3007044","1","4","纹龙头冠","4","70","202#463|203#0","107001","1","7710","1#1","0"
"3007045","1","5","赤龙服","4","70","202#694|203#0","107001","1","11570","1#1","0"
"3007046","1","6","龙吟靴","4","70","202#347|203#56","107001","1","15180","1#1","0"
"3007047","1","7","龙纹披风","4","70","202#116|203#19","107002","1","5030","1#1","0"
"3007048","1","8","玄龙鉴","4","70","202#116|203#19","107002","1","5030","1#1","0"
"3007049","1","9","玄龙章","4","70","202#116|203#19","107002","1","5030","1#1","0"
"3007051","1","1","圣龙大剑","5","70","202#0|203#131","107001","1","23400","1#1","0"
"3007052","1","2","缚龙戒","5","70","202#270|203#88","107001","1","20420","1#1","0"
"3007053","1","3","圣龙链","5","70","202#270|203#88","107001","1","20420","1#1","0"
"3007054","1","4","纹龙头冠","5","70","202#540|203#0","107001","1","9640","1#1","0"
"3007055","1","5","赤龙服","5","70","202#810|203#0","107001","1","14460","1#1","0"
"3007056","1","6","龙吟靴","5","70","202#405|203#66","107001","1","18930","1#1","0"
"3007057","1","7","龙纹披风","5","70","202#135|203#22","107002","1","6310","1#1","0"
"3007058","1","8","玄龙鉴","5","70","202#135|203#22","107002","1","6310","1#1","0"
"3007059","1","9","玄龙章","5","70","202#135|203#22","107002","1","6310","1#1","0"
"3007061","1","1","赤霄-夏禹神剑","5","70","202#0|203#131","107001","1","23400","1#1","1009"
"3007062","1","2","赤霄-创世神戒","5","70","202#270|203#88","107001","1","20420","1#1","1009"
"3007063","1","3","赤霄-天神链","5","70","202#270|203#88","107001","1","20420","1#1","1009"
"3007064","1","4","赤霄-天痕神盔","5","70","202#540|203#0","107001","1","9640","1#1","1009"
"3007065","1","5","赤霄-天神战衣","5","70","202#810|203#0","107001","1","14460","1#1","1009"
"3007066","1","6","赤霄-天神靴","5","70","202#405|203#66","107001","1","18930","1#1","1009"
"3007071","1","1","轩辕-夏禹神剑","5","70","202#0|203#131","107001","1","23400","1#1","1010"
"3007072","1","2","轩辕-创世神戒","5","70","202#270|203#88","107001","1","20420","1#1","1010"
"3007073","1","3","轩辕-天神链","5","70","202#270|203#88","107001","1","20420","1#1","1010"
"3007074","1","4","轩辕-天痕神盔","5","70","202#540|203#0","107001","1","9640","1#1","1010"
"3007075","1","5","轩辕-天神战衣","5","70","202#810|203#0","107001","1","14460","1#1","1010"
"3007076","1","6","轩辕-天神靴","5","70","202#405|203#66","107001","1","18930","1#1","1010"
"3007081","1","1","幻影-夏禹神剑","5","70","202#0|203#131","107001","1","23400","1#1","1011"
"3007082","1","2","幻影-创世神戒","5","70","202#270|203#88","107001","1","20420","1#1","1011"
"3007083","1","3","幻影-天神链","5","70","202#270|203#88","107001","1","20420","1#1","1011"
"3007084","1","4","幻影-天痕神盔","5","70","202#540|203#0","107001","1","9640","1#1","1011"
"3007085","1","5","幻影-天神战衣","5","70","202#810|203#0","107001","1","14460","1#1","1011"
"3007086","1","6","幻影-天神靴","5","70","202#405|203#66","107001","1","18930","1#1","1011"
"3007091","1","1","龙渊-夏禹神剑","5","70","202#0|203#131","107001","1","23400","1#1","1012"
"3007092","1","2","龙渊-创世神戒","5","70","202#270|203#88","107001","1","20420","1#1","1012"
"3007093","1","3","龙渊-天神链","5","70","202#270|203#88","107001","1","20420","1#1","1012"
"3007094","1","4","龙渊-天痕神盔","5","70","202#540|203#0","107001","1","9640","1#1","1012"
"3007095","1","5","龙渊-天神战衣","5","70","202#810|203#0","107001","1","14460","1#1","1012"
"3007096","1","6","龙渊-天神靴","5","70","202#405|203#66","107001","1","18930","1#1","1012"
"3008011","1","1","圣龙大剑","1","80","202#0|203#68","108001","0","9100","1#1","0"
"3008012","1","2","缚龙戒","1","80","202#139|203#45","108001","0","7850","1#1","0"
"3008013","1","3","圣龙链","1","80","202#139|203#45","108001","0","7850","1#1","0"
"3008014","1","4","纹龙头冠","1","80","202#277|203#0","108001","0","3700","1#1","0"
"3008015","1","5","赤龙服","1","80","202#416|203#0","108001","0","5550","1#1","0"
"3008016","1","6","龙吟靴","1","80","202#208|203#34","108001","0","7270","1#1","0"
"3008017","1","7","龙纹披风","1","80","202#69|203#11","108002","0","2420","1#1","0"
"3008018","1","8","玄龙鉴","1","80","202#69|203#11","108002","0","2420","1#1","0"
"3008019","1","9","玄龙章","1","80","202#69|203#11","108002","0","2420","1#1","0"
"3008021","1","1","圣龙大剑","2","80","202#0|203#91","108001","0","13600","1#1","0"
"3008022","1","2","缚龙戒","2","80","202#185|203#60","108001","0","11870","1#1","0"
"3008023","1","3","圣龙链","2","80","202#185|203#60","108001","0","11870","1#1","0"
"3008024","1","4","纹龙头冠","2","80","202#370|203#0","108001","0","5550","1#1","0"
"3008025","1","5","赤龙服","2","80","202#555|203#0","108001","0","8320","1#1","0"
"3008026","1","6","龙吟靴","2","80","202#277|203#45","108001","0","10960","1#1","0"
"3008027","1","7","龙纹披风","2","80","202#92|203#15","108002","0","3690","1#1","0"
"3008028","1","8","玄龙鉴","2","80","202#92|203#15","108002","0","3690","1#1","0"
"3008029","1","9","玄龙章","2","80","202#92|203#15","108002","0","3690","1#1","0"
"3008031","1","1","圣龙大剑","3","80","202#0|203#113","108001","0","18200","1#1","0"
"3008032","1","2","缚龙戒","3","80","202#231|203#76","108001","0","15800","1#1","0"
"3008033","1","3","圣龙链","3","80","202#231|203#76","108001","0","15800","1#1","0"
"3008034","1","4","纹龙头冠","3","80","202#462|203#0","108001","0","7400","1#1","0"
"3008035","1","5","赤龙服","3","80","202#694|203#0","108001","0","11090","1#1","0"
"3008036","1","6","龙吟靴","3","80","202#347|203#57","108001","0","14650","1#1","0"
"3008037","1","7","龙纹披风","3","80","202#116|203#19","108002","0","4850","1#1","0"
"3008038","1","8","玄龙鉴","3","80","202#116|203#19","108002","0","4850","1#1","0"
"3008039","1","9","玄龙章","3","80","202#116|203#19","108002","0","4850","1#1","0"
"3008041","1","1","圣龙大剑","4","80","202#0|203#136","108001","1","22700","1#1","0"
"3008042","1","2","缚龙戒","4","80","202#277|203#91","108001","1","19720","1#1","0"
"3008043","1","3","圣龙链","4","80","202#277|203#91","108001","1","19720","1#1","0"
"3008044","1","4","纹龙头冠","4","80","202#555|203#0","108001","1","9250","1#1","0"
"3008045","1","5","赤龙服","4","80","202#832|203#0","108001","1","13870","1#1","0"
"3008046","1","6","龙吟靴","4","80","202#416|203#68","108001","1","18230","1#1","0"
"3008047","1","7","龙纹披风","4","80","202#139|203#23","108002","1","6110","1#1","0"
"3008048","1","8","玄龙鉴","4","80","202#139|203#23","108002","1","6110","1#1","0"
"3008049","1","9","玄龙章","4","80","202#139|203#23","108002","1","6110","1#1","0"
"3008051","1","1","圣龙大剑","5","80","202#0|203#159","108001","1","28400","1#1","0"
"3008052","1","2","缚龙戒","5","80","202#324|203#106","108001","1","24680","1#1","0"
"3008053","1","3","圣龙链","5","80","202#324|203#106","108001","1","24680","1#1","0"
"3008054","1","4","纹龙头冠","5","80","202#647|203#0","108001","1","11560","1#1","0"
"3008055","1","5","赤龙服","5","80","202#971|203#0","108001","1","17340","1#1","0"
"3008056","1","6","龙吟靴","5","80","202#485|203#79","108001","1","22870","1#1","0"
"3008057","1","7","龙纹披风","5","80","202#162|203#26","108002","1","7590","1#1","0"
"3008058","1","8","玄龙鉴","5","80","202#162|203#26","108002","1","7590","1#1","0"
"3008059","1","9","玄龙章","5","80","202#162|203#26","108002","1","7590","1#1","0"
"3008061","1","1","赤霄-夏禹神剑","5","80","202#0|203#159","108001","1","28400","1#1","1013"
"3008062","1","2","赤霄-创世神戒","5","80","202#324|203#106","108001","1","24680","1#1","1013"
"3008063","1","3","赤霄-天神链","5","80","202#324|203#106","108001","1","24680","1#1","1013"
"3008064","1","4","赤霄-天痕神盔","5","80","202#647|203#0","108001","1","11560","1#1","1013"
"3008065","1","5","赤霄-天神战衣","5","80","202#971|203#0","108001","1","17340","1#1","1013"
"3008066","1","6","赤霄-天神靴","5","80","202#485|203#79","108001","1","22870","1#1","1013"
"3008071","1","1","轩辕-夏禹神剑","5","80","202#0|203#159","108001","1","28400","1#1","1014"
"3008072","1","2","轩辕-创世神戒","5","80","202#324|203#106","108001","1","24680","1#1","1014"
"3008073","1","3","轩辕-天神链","5","80","202#324|203#106","108001","1","24680","1#1","1014"
"3008074","1","4","轩辕-天痕神盔","5","80","202#647|203#0","108001","1","11560","1#1","1014"
"3008075","1","5","轩辕-天神战衣","5","80","202#971|203#0","108001","1","17340","1#1","1014"
"3008076","1","6","轩辕-天神靴","5","80","202#485|203#79","108001","1","22870","1#1","1014"
"3008081","1","1","幻影-夏禹神剑","5","80","202#0|203#159","108001","1","28400","1#1","1015"
"3008082","1","2","幻影-创世神戒","5","80","202#324|203#106","108001","1","24680","1#1","1015"
"3008083","1","3","幻影-天神链","5","80","202#324|203#106","108001","1","24680","1#1","1015"
"3008084","1","4","幻影-天痕神盔","5","80","202#647|203#0","108001","1","11560","1#1","1015"
"3008085","1","5","幻影-天神战衣","5","80","202#971|203#0","108001","1","17340","1#1","1015"
"3008086","1","6","幻影-天神靴","5","80","202#485|203#79","108001","1","22870","1#1","1015"
"3008091","1","1","龙渊-夏禹神剑","5","80","202#0|203#159","108001","1","28400","1#1","1016"
"3008092","1","2","龙渊-创世神戒","5","80","202#324|203#106","108001","1","24680","1#1","1016"
"3008093","1","3","龙渊-天神链","5","80","202#324|203#106","108001","1","24680","1#1","1016"
"3008094","1","4","龙渊-天痕神盔","5","80","202#647|203#0","108001","1","11560","1#1","1016"
"3008095","1","5","龙渊-天神战衣","5","80","202#971|203#0","108001","1","17340","1#1","1016"
"3008096","1","6","龙渊-天神靴","5","80","202#485|203#79","108001","1","22870","1#1","1016"
"3009011","1","1","圣龙大剑","1","90","202#0|203#81","109001","0","10800","1#1","0"
"3009012","1","2","缚龙戒","1","90","202#164|203#54","109001","0","9380","1#1","0"
"3009013","1","3","圣龙链","1","90","202#164|203#54","109001","0","9380","1#1","0"
"3009014","1","4","纹龙头冠","1","90","202#328|203#0","109001","0","4370","1#1","0"
"3009015","1","5","赤龙服","1","90","202#491|203#0","109001","0","6550","1#1","0"
"3009016","1","6","龙吟靴","1","90","202#246|203#41","109001","0","8680","1#1","0"
"3009017","1","7","龙纹披风","1","90","202#82|203#14","109002","0","2890","1#1","0"
"3009018","1","8","玄龙鉴","1","90","202#82|203#14","109002","0","2890","1#1","0"
"3009019","1","9","玄龙章","1","90","202#82|203#14","109002","0","2890","1#1","0"
"3009021","1","1","圣龙大剑","2","90","202#0|203#108","109001","0","16200","1#1","0"
"3009022","1","2","缚龙戒","2","90","202#218|203#72","109001","0","14080","1#1","0"
"3009023","1","3","圣龙链","2","90","202#218|203#72","109001","0","14080","1#1","0"
"3009024","1","4","纹龙头冠","2","90","202#437|203#0","109001","0","6550","1#1","0"
"3009025","1","5","赤龙服","2","90","202#655|203#0","109001","0","9830","1#1","0"
"3009026","1","6","龙吟靴","2","90","202#328|203#54","109001","0","13010","1#1","0"
"3009027","1","7","龙纹披风","2","90","202#109|203#18","109002","0","4340","1#1","0"
"3009028","1","8","玄龙鉴","2","90","202#109|203#18","109002","0","4340","1#1","0"
"3009029","1","9","玄龙章","2","90","202#109|203#18","109002","0","4340","1#1","0"
"3009031","1","1","圣龙大剑","3","90","202#0|203#135","109001","0","21600","1#1","0"
"3009032","1","2","缚龙戒","3","90","202#273|203#90","109001","0","18770","1#1","0"
"3009033","1","3","圣龙链","3","90","202#273|203#90","109001","0","18770","1#1","0"
"3009034","1","4","纹龙头冠","3","90","202#546|203#0","109001","0","8730","1#1","0"
"3009035","1","5","赤龙服","3","90","202#819|203#0","109001","0","13100","1#1","0"
"3009036","1","6","龙吟靴","3","90","202#410|203#68","109001","0","17350","1#1","0"
"3009037","1","7","龙纹披风","3","90","202#137|203#23","109002","0","5780","1#1","0"
"3009038","1","8","玄龙鉴","3","90","202#137|203#23","109002","0","5780","1#1","0"
"3009039","1","9","玄龙章","3","90","202#137|203#23","109002","0","5780","1#1","0"
"3009041","1","1","圣龙大剑","4","90","202#0|203#162","109001","1","27000","1#1","0"
"3009042","1","2","缚龙戒","4","90","202#328|203#108","109001","1","23460","1#1","0"
"3009043","1","3","圣龙链","4","90","202#328|203#108","109001","1","23460","1#1","0"
"3009044","1","4","纹龙头冠","4","90","202#655|203#0","109001","1","10920","1#1","0"
"3009045","1","5","赤龙服","4","90","202#983|203#0","109001","1","16380","1#1","0"
"3009046","1","6","龙吟靴","4","90","202#491|203#81","109001","1","21690","1#1","0"
"3009047","1","7","龙纹披风","4","90","202#164|203#27","109002","1","7230","1#1","0"
"3009048","1","8","玄龙鉴","4","90","202#164|203#27","109002","1","7230","1#1","0"
"3009049","1","9","玄龙章","4","90","202#164|203#27","109002","1","7230","1#1","0"
"3009051","1","1","圣龙大剑","5","90","202#0|203#189","109001","1","33700","1#1","0"
"3009052","1","2","缚龙戒","5","90","202#382|203#126","109001","1","29320","1#1","0"
"3009053","1","3","圣龙链","5","90","202#382|203#126","109001","1","29320","1#1","0"
"3009054","1","4","纹龙头冠","5","90","202#764|203#0","109001","1","13650","1#1","0"
"3009055","1","5","赤龙服","5","90","202#1146|203#0","109001","1","20470","1#1","0"
"3009056","1","6","龙吟靴","5","90","202#573|203#94","109001","1","27140","1#1","0"
"3009057","1","7","龙纹披风","5","90","202#191|203#31","109002","1","9010","1#1","0"
"3009058","1","8","玄龙鉴","5","90","202#191|203#31","109002","1","9010","1#1","0"
"3009059","1","9","玄龙章","5","90","202#191|203#31","109002","1","9010","1#1","0"
"3009061","1","1","赤霄-夏禹神剑","5","90","202#0|203#189","109001","1","33700","1#1","1017"
"3009062","1","2","赤霄-创世神戒","5","90","202#382|203#126","109001","1","29320","1#1","1017"
"3009063","1","3","赤霄-天神链","5","90","202#382|203#126","109001","1","29320","1#1","1017"
"3009064","1","4","赤霄-天痕神盔","5","90","202#764|203#0","109001","1","13650","1#1","1017"
"3009065","1","5","赤霄-天神战衣","5","90","202#1146|203#0","109001","1","20470","1#1","1017"
"3009066","1","6","赤霄-天神靴","5","90","202#573|203#94","109001","1","27140","1#1","1017"
"3009071","1","1","轩辕-夏禹神剑","5","90","202#0|203#189","109001","1","33700","1#1","1018"
"3009072","1","2","轩辕-创世神戒","5","90","202#382|203#126","109001","1","29320","1#1","1018"
"3009073","1","3","轩辕-天神链","5","90","202#382|203#126","109001","1","29320","1#1","1018"
"3009074","1","4","轩辕-天痕神盔","5","90","202#764|203#0","109001","1","13650","1#1","1018"
"3009075","1","5","轩辕-天神战衣","5","90","202#1146|203#0","109001","1","20470","1#1","1018"
"3009076","1","6","轩辕-天神靴","5","90","202#573|203#94","109001","1","27140","1#1","1018"
"3009081","1","1","幻影-夏禹神剑","5","90","202#0|203#189","109001","1","33700","1#1","1019"
"3009082","1","2","幻影-创世神戒","5","90","202#382|203#126","109001","1","29320","1#1","1019"
"3009083","1","3","幻影-天神链","5","90","202#382|203#126","109001","1","29320","1#1","1019"
"3009084","1","4","幻影-天痕神盔","5","90","202#764|203#0","109001","1","13650","1#1","1019"
"3009085","1","5","幻影-天神战衣","5","90","202#1146|203#0","109001","1","20470","1#1","1019"
"3009086","1","6","幻影-天神靴","5","90","202#573|203#94","109001","1","27140","1#1","1019"
"3009091","1","1","龙渊-夏禹神剑","5","90","202#0|203#189","109001","1","33700","1#1","1020"
"3009092","1","2","龙渊-创世神戒","5","90","202#382|203#126","109001","1","29320","1#1","1020"
"3009093","1","3","龙渊-天神链","5","90","202#382|203#126","109001","1","29320","1#1","1020"
"3009094","1","4","龙渊-天痕神盔","5","90","202#764|203#0","109001","1","13650","1#1","1020"
"3009095","1","5","龙渊-天神战衣","5","90","202#1146|203#0","109001","1","20470","1#1","1020"
"3009096","1","6","龙渊-天神靴","5","90","202#573|203#94","109001","1","27140","1#1","1020"
"3010011","1","1","圣龙大剑","1","100","202#0|203#95","110001","0","12700","1#1","0"
"3010012","1","2","缚龙戒","1","100","202#191|203#63","110001","0","10950","1#1","0"
"3010013","1","3","圣龙链","1","100","202#191|203#63","110001","0","10950","1#1","0"
"3010014","1","4","纹龙头冠","1","100","202#382|203#0","110001","0","5090","1#1","0"
"3010015","1","5","赤龙服","1","100","202#573|203#0","110001","0","7640","1#1","0"
"3010016","1","6","龙吟靴","1","100","202#287|203#48","110001","0","10120","1#1","0"
"3010017","1","7","龙纹披风","1","100","202#96|203#16","110002","0","3370","1#1","0"
"3010018","1","8","玄龙鉴","1","100","202#96|203#16","110002","0","3370","1#1","0"
"3010019","1","9","玄龙章","1","100","202#96|203#16","110002","0","3370","1#1","0"
"3010021","1","1","圣龙大剑","2","100","202#0|203#127","110001","0","19000","1#1","0"
"3010022","1","2","缚龙戒","2","100","202#255|203#84","110001","0","16520","1#1","0"
"3010023","1","3","圣龙链","2","100","202#255|203#84","110001","0","16520","1#1","0"
"3010024","1","4","纹龙头冠","2","100","202#509|203#0","110001","0","7640","1#1","0"
"3010025","1","5","赤龙服","2","100","202#764|203#0","110001","0","11460","1#1","0"
"3010026","1","6","龙吟靴","2","100","202#382|203#63","110001","0","15230","1#1","0"
"3010027","1","7","龙纹披风","2","100","202#127|203#21","110002","0","5110","1#1","0"
"3010028","1","8","玄龙鉴","2","100","202#127|203#21","110002","0","5110","1#1","0"
"3010029","1","9","玄龙章","2","100","202#127|203#21","110002","0","5110","1#1","0"
"3010031","1","1","圣龙大剑","3","100","202#0|203#158","110001","0","25300","1#1","0"
"3010032","1","2","缚龙戒","3","100","202#318|203#106","110001","0","21990","1#1","0"
"3010033","1","3","圣龙链","3","100","202#318|203#106","110001","0","21990","1#1","0"
"3010034","1","4","纹龙头冠","3","100","202#637|203#0","110001","0","10190","1#1","0"
"3010035","1","5","赤龙服","3","100","202#955|203#0","110001","0","15280","1#1","0"
"3010036","1","6","龙吟靴","3","100","202#477|203#79","110001","0","20340","1#1","0"
"3010037","1","7","龙纹披风","3","100","202#159|203#26","110002","0","6750","1#1","0"
"3010038","1","8","玄龙鉴","3","100","202#159|203#26","110002","0","6750","1#1","0"
"3010039","1","9","玄龙章","3","100","202#159|203#26","110002","0","6750","1#1","0"
"3010041","1","1","圣龙大剑","4","100","202#0|203#190","110001","1","31700","1#1","0"
"3010042","1","2","缚龙戒","4","100","202#382|203#127","110001","1","27470","1#1","0"
"3010043","1","3","圣龙链","4","100","202#382|203#127","110001","1","27470","1#1","0"
"3010044","1","4","纹龙头冠","4","100","202#764|203#0","110001","1","12730","1#1","0"
"3010045","1","5","赤龙服","4","100","202#1146|203#0","110001","1","19100","1#1","0"
"3010046","1","6","龙吟靴","4","100","202#573|203#95","110001","1","25350","1#1","0"
"3010047","1","7","龙纹披风","4","100","202#191|203#32","110002","1","8480","1#1","0"
"3010048","1","8","玄龙鉴","4","100","202#191|203#32","110002","1","8480","1#1","0"
"3010049","1","9","玄龙章","4","100","202#191|203#32","110002","1","8480","1#1","0"
"3010051","1","1","圣龙大剑","5","100","202#0|203#222","110001","1","39600","1#1","0"
"3010052","1","2","缚龙戒","5","100","202#446|203#148","110001","1","34360","1#1","0"
"3010053","1","3","圣龙链","5","100","202#446|203#148","110001","1","34360","1#1","0"
"3010054","1","4","纹龙头冠","5","100","202#891|203#0","110001","1","15920","1#1","0"
"3010055","1","5","赤龙服","5","100","202#1337|203#0","110001","1","23870","1#1","0"
"3010056","1","6","龙吟靴","5","100","202#668|203#111","110001","1","31740","1#1","0"
"3010057","1","7","龙纹披风","5","100","202#223|203#37","110002","1","10580","1#1","0"
"3010058","1","8","玄龙鉴","5","100","202#223|203#37","110002","1","10580","1#1","0"
"3010059","1","9","玄龙章","5","100","202#223|203#37","110002","1","10580","1#1","0"
"3010061","1","1","赤霄-夏禹神剑","5","100","202#0|203#222","110001","1","39600","1#1","1021"
"3010062","1","2","赤霄-创世神戒","5","100","202#446|203#148","110001","1","34360","1#1","1021"
"3010063","1","3","赤霄-天神链","5","100","202#446|203#148","110001","1","34360","1#1","1021"
"3010064","1","4","赤霄-天痕神盔","5","100","202#891|203#0","110001","1","15920","1#1","1021"
"3010065","1","5","赤霄-天神战衣","5","100","202#1337|203#0","110001","1","23870","1#1","1021"
"3010066","1","6","赤霄-天神靴","5","100","202#668|203#111","110001","1","31740","1#1","1021"
"3010071","1","1","轩辕-夏禹神剑","5","100","202#0|203#222","110001","1","39600","1#1","1022"
"3010072","1","2","轩辕-创世神戒","5","100","202#446|203#148","110001","1","34360","1#1","1022"
"3010073","1","3","轩辕-天神链","5","100","202#446|203#148","110001","1","34360","1#1","1022"
"3010074","1","4","轩辕-天痕神盔","5","100","202#891|203#0","110001","1","15920","1#1","1022"
"3010075","1","5","轩辕-天神战衣","5","100","202#1337|203#0","110001","1","23870","1#1","1022"
"3010076","1","6","轩辕-天神靴","5","100","202#668|203#111","110001","1","31740","1#1","1022"
"3010081","1","1","幻影-夏禹神剑","5","100","202#0|203#222","110001","1","39600","1#1","1023"
"3010082","1","2","幻影-创世神戒","5","100","202#446|203#148","110001","1","34360","1#1","1023"
"3010083","1","3","幻影-天神链","5","100","202#446|203#148","110001","1","34360","1#1","1023"
"3010084","1","4","幻影-天痕神盔","5","100","202#891|203#0","110001","1","15920","1#1","1023"
"3010085","1","5","幻影-天神战衣","5","100","202#1337|203#0","110001","1","23870","1#1","1023"
"3010086","1","6","幻影-天神靴","5","100","202#668|203#111","110001","1","31740","1#1","1023"
"3010091","1","1","龙渊-夏禹神剑","5","100","202#0|203#222","110001","1","39600","1#1","1024"
"3010092","1","2","龙渊-创世神戒","5","100","202#446|203#148","110001","1","34360","1#1","1024"
"3010093","1","3","龙渊-天神链","5","100","202#446|203#148","110001","1","34360","1#1","1024"
"3010094","1","4","龙渊-天痕神盔","5","100","202#891|203#0","110001","1","15920","1#1","1024"
"3010095","1","5","龙渊-天神战衣","5","100","202#1337|203#0","110001","1","23870","1#1","1024"
"3010096","1","6","龙渊-天神靴","5","100","202#668|203#111","110001","1","31740","1#1","1024"
