"#name Item","#unique id","","","","","","","","","","","",""
"id","name","kind","subType","kindParam","quality","useType","useData"
"3008021","圣龙大剑","300","0","0","2","0",""
"3008022","缚龙戒","300","0","0","2","0",""
"3008023","圣龙链","300","0","0","2","0",""
"3008024","纹龙头冠","300","0","0","2","0",""
"3008025","赤龙服","300","0","0","2","0",""
"3008026","龙吟靴","300","0","0","2","0",""
"3008027","龙纹披风","300","0","0","2","0",""
"3008028","玄龙鉴","300","0","0","2","0",""
"3008029","玄龙章","300","0","0","2","0",""
"3008031","圣龙大剑","300","0","0","3","0",""
"3008032","缚龙戒","300","0","0","3","0",""
"3008033","圣龙链","300","0","0","3","0",""
"3008034","纹龙头冠","300","0","0","3","0",""
"3008035","赤龙服","300","0","0","3","0",""
"3008036","龙吟靴","300","0","0","3","0",""
"3008037","龙纹披风","300","0","0","3","0",""
"3008038","玄龙鉴","300","0","0","3","0",""
"3008039","玄龙章","300","0","0","3","0",""
"3008041","圣龙大剑","300","0","0","4","0",""
"3008042","缚龙戒","300","0","0","4","0",""
"3008043","圣龙链","300","0","0","4","0",""
"3008044","纹龙头冠","300","0","0","4","0",""
"3008045","赤龙服","300","0","0","4","0",""
"3008046","龙吟靴","300","0","0","4","0",""
"3008047","龙纹披风","300","0","0","4","0",""
"3008048","玄龙鉴","300","0","0","4","0",""
"3008049","玄龙章","300","0","0","4","0",""
"3008051","圣龙大剑","300","0","0","5","0",""
"3008052","缚龙戒","300","0","0","5","0",""
"3008053","圣龙链","300","0","0","5","0",""
"3008054","纹龙头冠","300","0","0","5","0",""
"3008055","赤龙服","300","0","0","5","0",""
"3008056","龙吟靴","300","0","0","5","0",""
"3008057","龙纹披风","300","0","0","5","0",""
"3008058","玄龙鉴","300","0","0","5","0",""
"3008059","玄龙章","300","0","0","5","0",""
"3008061","赤霄-夏禹神剑","300","0","0","5","0",""
"3008062","赤霄-创世神戒","300","0","0","5","0",""
"3008063","赤霄-天神链","300","0","0","5","0",""
"3008064","赤霄-天痕神盔","300","0","0","5","0",""
"3008065","赤霄-天神战衣","300","0","0","5","0",""
"3008066","赤霄-天神靴","300","0","0","5","0",""
"3008071","轩辕-夏禹神剑","300","0","0","5","0",""
"3008072","轩辕-创世神戒","300","0","0","5","0",""
"3008073","轩辕-天神链","300","0","0","5","0",""
"3008074","轩辕-天痕神盔","300","0","0","5","0",""
"3008075","轩辕-天神战衣","300","0","0","5","0",""
"3008076","轩辕-天神靴","300","0","0","5","0",""
"3008081","幻影-夏禹神剑","300","0","0","5","0",""
"3008082","幻影-创世神戒","300","0","0","5","0",""
"3008083","幻影-天神链","300","0","0","5","0",""
"3008084","幻影-天痕神盔","300","0","0","5","0",""
"3008085","幻影-天神战衣","300","0","0","5","0",""
"3008086","幻影-天神靴","300","0","0","5","0",""
"3008091","龙渊-夏禹神剑","300","0","0","5","0",""
"3008092","龙渊-创世神戒","300","0","0","5","0",""
"3008093","龙渊-天神链","300","0","0","5","0",""
"3008094","龙渊-天痕神盔","300","0","0","5","0",""
"3008095","龙渊-天神战衣","300","0","0","5","0",""
"3008096","龙渊-天神靴","300","0","0","5","0",""
"3009011","圣龙大剑","300","0","0","1","0",""
"3009012","缚龙戒","300","0","0","1","0",""
"3009013","圣龙链","300","0","0","1","0",""
"3009014","纹龙头冠","300","0","0","1","0",""
"3009015","赤龙服","300","0","0","1","0",""
"3009016","龙吟靴","300","0","0","1","0",""
"3009017","龙纹披风","300","0","0","1","0",""
"3009018","玄龙鉴","300","0","0","1","0",""
"3009019","玄龙章","300","0","0","1","0",""
"3009021","圣龙大剑","300","0","0","2","0",""
"3009022","缚龙戒","300","0","0","2","0",""
"3009023","圣龙链","300","0","0","2","0",""
"3009024","纹龙头冠","300","0","0","2","0",""
"3009025","赤龙服","300","0","0","2","0",""
"3009026","龙吟靴","300","0","0","2","0",""
"3009027","龙纹披风","300","0","0","2","0",""
"3009028","玄龙鉴","300","0","0","2","0",""
"3009029","玄龙章","300","0","0","2","0",""
"3009031","圣龙大剑","300","0","0","3","0",""
"3009032","缚龙戒","300","0","0","3","0",""
"3009033","圣龙链","300","0","0","3","0",""
"3009034","纹龙头冠","300","0","0","3","0",""
"3009035","赤龙服","300","0","0","3","0",""
"3009036","龙吟靴","300","0","0","3","0",""
"3009037","龙纹披风","300","0","0","3","0",""
"3009038","玄龙鉴","300","0","0","3","0",""
"3009039","玄龙章","300","0","0","3","0",""
"3009041","圣龙大剑","300","0","0","4","0",""
"3009042","缚龙戒","300","0","0","4","0",""
"3009043","圣龙链","300","0","0","4","0",""
"3009044","纹龙头冠","300","0","0","4","0",""
"3009045","赤龙服","300","0","0","4","0",""
"3009046","龙吟靴","300","0","0","4","0",""
"3009047","龙纹披风","300","0","0","4","0",""
"3009048","玄龙鉴","300","0","0","4","0",""
"3009049","玄龙章","300","0","0","4","0",""
"3009051","圣龙大剑","300","0","0","5","0",""
"3009052","缚龙戒","300","0","0","5","0",""
"3009053","圣龙链","300","0","0","5","0",""
"3009054","纹龙头冠","300","0","0","5","0",""
"3009055","赤龙服","300","0","0","5","0",""
"3009056","龙吟靴","300","0","0","5","0",""
"3009057","龙纹披风","300","0","0","5","0",""
"3009058","玄龙鉴","300","0","0","5","0",""
"3009059","玄龙章","300","0","0","5","0",""
"3009061","赤霄-夏禹神剑","300","0","0","5","0",""
"3009062","赤霄-创世神戒","300","0","0","5","0",""
"3009063","赤霄-天神链","300","0","0","5","0",""
"3009064","赤霄-天痕神盔","300","0","0","5","0",""
"3009065","赤霄-天神战衣","300","0","0","5","0",""
"3009066","赤霄-天神靴","300","0","0","5","0",""
"3009071","轩辕-夏禹神剑","300","0","0","5","0",""
"3009072","轩辕-创世神戒","300","0","0","5","0",""
"3009073","轩辕-天神链","300","0","0","5","0",""
"3009074","轩辕-天痕神盔","300","0","0","5","0",""
"3009075","轩辕-天神战衣","300","0","0","5","0",""
"3009076","轩辕-天神靴","300","0","0","5","0",""
"3009081","幻影-夏禹神剑","300","0","0","5","0",""
"3009082","幻影-创世神戒","300","0","0","5","0",""
"3009083","幻影-天神链","300","0","0","5","0",""
"3009084","幻影-天痕神盔","300","0","0","5","0",""
"3009085","幻影-天神战衣","300","0","0","5","0",""
"3009086","幻影-天神靴","300","0","0","5","0",""
"3009091","龙渊-夏禹神剑","300","0","0","5","0",""
"3009092","龙渊-创世神戒","300","0","0","5","0",""
"3009093","龙渊-天神链","300","0","0","5","0",""
"3009094","龙渊-天痕神盔","300","0","0","5","0",""
"3009095","龙渊-天神战衣","300","0","0","5","0",""
"3009096","龙渊-天神靴","300","0","0","5","0",""
"3010011","圣龙大剑","300","0","0","1","0",""
"3010012","缚龙戒","300","0","0","1","0",""
"3010013","圣龙链","300","0","0","1","0",""
"3010014","纹龙头冠","300","0","0","1","0",""
"3010015","赤龙服","300","0","0","1","0",""
"3010016","龙吟靴","300","0","0","1","0",""
"3010017","龙纹披风","300","0","0","1","0",""
"3010018","玄龙鉴","300","0","0","1","0",""
"3010019","玄龙章","300","0","0","1","0",""
"3010021","圣龙大剑","300","0","0","2","0",""
"3010022","缚龙戒","300","0","0","2","0",""
"3010023","圣龙链","300","0","0","2","0",""
"3010024","纹龙头冠","300","0","0","2","0",""
"3010025","赤龙服","300","0","0","2","0",""
"3010026","龙吟靴","300","0","0","2","0",""
"3010027","龙纹披风","300","0","0","2","0",""
"3010028","玄龙鉴","300","0","0","2","0",""
"3010029","玄龙章","300","0","0","2","0",""
"3010031","圣龙大剑","300","0","0","3","0",""
"3010032","缚龙戒","300","0","0","3","0",""
"3010033","圣龙链","300","0","0","3","0",""
"3010034","纹龙头冠","300","0","0","3","0",""
"3010035","赤龙服","300","0","0","3","0",""
"3010036","龙吟靴","300","0","0","3","0",""
"3010037","龙纹披风","300","0","0","3","0",""
"3010038","玄龙鉴","300","0","0","3","0",""
"3010039","玄龙章","300","0","0","3","0",""
"3010041","圣龙大剑","300","0","0","4","0",""
"3010042","缚龙戒","300","0","0","4","0",""
"3010043","圣龙链","300","0","0","4","0",""
"3010044","纹龙头冠","300","0","0","4","0",""
"3010045","赤龙服","300","0","0","4","0",""
"3010046","龙吟靴","300","0","0","4","0",""
"3010047","龙纹披风","300","0","0","4","0",""
"3010048","玄龙鉴","300","0","0","4","0",""
"3010049","玄龙章","300","0","0","4","0",""
"3010051","圣龙大剑","300","0","0","5","0",""
"3010052","缚龙戒","300","0","0","5","0",""
"3010053","圣龙链","300","0","0","5","0",""
"3010054","纹龙头冠","300","0","0","5","0",""
"3010055","赤龙服","300","0","0","5","0",""
"3010056","龙吟靴","300","0","0","5","0",""
"3010057","龙纹披风","300","0","0","5","0",""
"3010058","玄龙鉴","300","0","0","5","0",""
"3010059","玄龙章","300","0","0","5","0",""
"3010061","赤霄-夏禹神剑","300","0","0","5","0",""
"3010062","赤霄-创世神戒","300","0","0","5","0",""
"3010063","赤霄-天神链","300","0","0","5","0",""
"3010064","赤霄-天痕神盔","300","0","0","5","0",""
"3010065","赤霄-天神战衣","300","0","0","5","0",""
"3010066","赤霄-天神靴","300","0","0","5","0",""
"3010071","轩辕-夏禹神剑","300","0","0","5","0",""
"3010072","轩辕-创世神戒","300","0","0","5","0",""
"3010073","轩辕-天神链","300","0","0","5","0",""
"3010074","轩辕-天痕神盔","300","0","0","5","0",""
"3010075","轩辕-天神战衣","300","0","0","5","0",""
"3010076","轩辕-天神靴","300","0","0","5","0",""
"3010081","幻影-夏禹神剑","300","0","0","5","0",""
"3010082","幻影-创世神戒","300","0","0","5","0",""
"3010083","幻影-天神链","300","0","0","5","0",""
"3010084","幻影-天痕神盔","300","0","0","5","0",""
"3010085","幻影-天神战衣","300","0","0","5","0",""
"3010086","幻影-天神靴","300","0","0","5","0",""
"3010091","龙渊-夏禹神剑","300","0","0","5","0",""
"3010092","龙渊-创世神戒","300","0","0","5","0",""
"3010093","龙渊-天神链","300","0","0","5","0",""
"3010094","龙渊-天痕神盔","300","0","0","5","0",""
"3010095","龙渊-天神战衣","300","0","0","5","0",""
"3010096","龙渊-天神靴","300","0","0","5","0",""
"2041101","四时好","400","0","0","1","0",""
"2041102","吠云","400","0","0","1","0",""
"2041103","独鸣","400","0","0","1","0",""
"2041104","八百里","400","0","0","1","0",""
"2041105","卷娄","400","0","0","1","0",""
"2041106","当康","400","0","0","1","0",""
"2041107","苍鹭","400","0","0","1","0",""
"2041108","元吉","400","0","0","1","0",""
"2041109","竹灵","400","0","0","1","0",""
"2041201","河狸","400","0","0","2","0",""
"2041202","雪狐","400","0","0","2","0",""
"2041203","飞鼠","400","0","0","2","0",""
"2041204","花笠","400","0","0","2","0",""
"2041205","昆仑","400","0","0","2","0",""
"2041206","金宫","400","0","0","2","0",""
"2041301","绝尘灵驹","400","0","0","3","0",""
"2041302","行游小犬","400","0","0","3","0",""
"2041303","安士","400","0","0","3","0",""
"2042101","红月","400","0","0","1","0",""
"2042102","纸伞灵","400","0","0","1","0",""
"2042103","守护灵","400","0","0","1","0",""
"2042104","九霜","400","0","0","1","0",""
"2042105","於菟","400","0","0","1","0",""
"2042106","胖郎神","400","0","0","1","0",""
"2042107","酒二两","400","0","0","1","0",""
"2042108","不翁君","400","0","0","1","0",""
"2042109","灯笼灵","400","0","0","1","0",""
"2042201","蒸笼灵","400","0","0","2","0",""
"2042202","绛树蛇","400","0","0","2","0",""
"2042203","赤沙蝾螈","400","0","0","2","0",""
"2042204","鳄龟","400","0","0","2","0",""
"2042205","凶","400","0","0","2","0",""
"2042206","红绸带","400","0","0","2","0",""
"2042301","紫霞","400","0","0","3","0",""
"2042302","照夜清","400","0","0","3","0",""
"2042303","逢春","400","0","0","3","0",""
"2043101","三足鸟","400","0","0","1","0",""
"2043102","大风","400","0","0","1","0",""
"2043103","忘忧","400","0","0","1","0",""
"2043104","水瑞兽","400","0","0","1","0",""
"2043105","混沌","400","0","0","1","0",""
"2043106","文文","400","0","0","1","0",""
"2043107","沐沐兔","400","0","0","1","0",""
"2043108","含利","400","0","0","1","0",""
"2043109","山神","400","0","0","1","0",""
"2043201","毕方","400","0","0","2","0",""
"2043202","相柳","400","0","0","2","0",""
"2043203","乘黄","400","0","0","2","0",""
"2043204","狰","400","0","0","2","0",""
"2043205","天狗","400","0","0","2","0",""
"2043206","帝江","400","0","0","2","0",""
"2043301","穷奇","400","0","0","3","0",""
"2043302","烛阴","400","0","0","3","0",""
"2043303","夫诸","400","0","0","3","0",""
"110101","10级绿装","200","0","0","1","1","110101"
"110102","10级蓝装","200","0","0","2","1","110102"
"110103","10级紫装","200","0","0","3","1","110103"
"110104","10级橙装","200","0","0","4","1","110104"
"110105","10级红装","200","0","0","5","1","110105"
"120101","20级绿装","200","0","0","1","1","120101"
"120102","20级蓝装","200","0","0","2","1","120102"
"120103","20级紫装","200","0","0","3","1","120103"
"120104","20级橙装","200","0","0","4","1","120104"
"120105","20级红装","200","0","0","5","1","120105"
"130101","30级绿装","200","0","0","1","1","130101"
"130102","30级蓝装","200","0","0","2","1","130102"
"130103","30级紫装","200","0","0","3","1","130103"
"130104","30级橙装","200","0","0","4","1","130104"
"130105","30级红装","200","0","0","5","1","130105"
"130206","30级绿装特殊","200","0","0","1","1","130206"
"130207","30级蓝装特殊","200","0","0","2","1","130207"
"130208","30级紫装特殊","200","0","0","3","1","130208"
"130209","30级橙装特殊","200","0","0","4","1","130209"
"130210","30级红装特殊","200","0","0","5","1","130210"
"140101","40级绿装","200","0","0","1","1","140101"
"140102","40级蓝装","200","0","0","2","1","140102"
"140103","40级紫装","200","0","0","3","1","140103"
"140104","40级橙装","200","0","0","4","1","140104"
"140105","40级红装","200","0","0","5","1","140105"
"140206","40级绿装特殊","200","0","0","1","1","140206"
"140207","40级蓝装特殊","200","0","0","2","1","140207"
"140208","40级紫装特殊","200","0","0","3","1","140208"
"140209","40级橙装特殊","200","0","0","4","1","140209"
"140210","40级红装特殊","200","0","0","5","1","140210"
"150101","50级绿装","200","0","0","1","1","150101"
"150102","50级蓝装","200","0","0","2","1","150102"
"150103","50级紫装","200","0","0","3","1","150103"
"150104","50级橙装","200","0","0","4","1","150104"
"150105","50级红装","200","0","0","5","1","150105"
"150206","50级绿装特殊","200","0","0","1","1","150206"
"150207","50级蓝装特殊","200","0","0","2","1","150207"
"150208","50级紫装特殊","200","0","0","3","1","150208"
"150209","50级橙装特殊","200","0","0","4","1","150209"
"150210","50级红装特殊","200","0","0","5","1","150210"
"150311","50级赤霄套","200","0","0","5","1","150311"
"150312","50级轩辕套","200","0","0","5","1","150312"
"150313","50级幻影套","200","0","0","5","1","150313"
"150314","50级龙渊套","200","0","0","5","1","150314"
"160101","60级绿装","200","0","0","1","1","160101"
"160102","60级蓝装","200","0","0","2","1","160102"
"160103","60级紫装","200","0","0","3","1","160103"
"160104","60级橙装","200","0","0","4","1","160104"
"160105","60级红装","200","0","0","5","1","160105"
"160206","60级绿装特殊","200","0","0","1","1","160206"
"160207","60级蓝装特殊","200","0","0","2","1","160207"
"160208","60级紫装特殊","200","0","0","3","1","160208"
"160209","60级橙装特殊","200","0","0","4","1","160209"
"160210","60级红装特殊","200","0","0","5","1","160210"
"160311","60级赤霄套","200","0","0","5","1","160311"
"160312","60级轩辕套","200","0","0","5","1","160312"
"160313","60级幻影套","200","0","0","5","1","160313"
"160314","60级龙渊套","200","0","0","5","1","160314"
"170101","70级绿装","200","0","0","1","1","170101"
"170102","70级蓝装","200","0","0","2","1","170102"
"170103","70级紫装","200","0","0","3","1","170103"
"170104","70级橙装","200","0","0","4","1","170104"
"170105","70级红装","200","0","0","5","1","170105"
"170206","70级绿装特殊","200","0","0","1","1","170206"
"170207","70级蓝装特殊","200","0","0","2","1","170207"
"170208","70级紫装特殊","200","0","0","3","1","170208"
"170209","70级橙装特殊","200","0","0","4","1","170209"
"170210","70级红装特殊","200","0","0","5","1","170210"
"170311","70级赤霄套","200","0","0","5","1","170311"
"170312","70级轩辕套","200","0","0","5","1","170312"
"170313","70级幻影套","200","0","0","5","1","170313"
"170314","70级龙渊套","200","0","0","5","1","170314"
"180101","80级绿装","200","0","0","1","1","180101"
"180102","80级蓝装","200","0","0","2","1","180102"
"180103","80级紫装","200","0","0","3","1","180103"
"180104","80级橙装","200","0","0","4","1","180104"
"180105","80级红装","200","0","0","5","1","180105"
"180206","80级绿装特殊","200","0","0","1","1","180206"
"180207","80级蓝装特殊","200","0","0","2","1","180207"
"180208","80级紫装特殊","200","0","0","3","1","180208"
"180209","80级橙装特殊","200","0","0","4","1","180209"
"180210","80级红装特殊","200","0","0","5","1","180210"
"180311","80级赤霄套","200","0","0","5","1","180311"
"180312","80级轩辕套","200","0","0","5","1","180312"
"180313","80级幻影套","200","0","0","5","1","180313"
"180314","80级龙渊套","200","0","0","5","1","180314"
"190101","90级绿装","200","0","0","1","1","190101"
"190102","90级蓝装","200","0","0","2","1","190102"
"190103","90级紫装","200","0","0","3","1","190103"
"190104","90级橙装","200","0","0","4","1","190104"
"190105","90级红装","200","0","0","5","1","190105"
"190206","90级绿装特殊","200","0","0","1","1","190206"
"190207","90级蓝装特殊","200","0","0","2","1","190207"
"190208","90级紫装特殊","200","0","0","3","1","190208"
"190209","90级橙装特殊","200","0","0","4","1","190209"
"190210","90级红装特殊","200","0","0","5","1","190210"
"190311","90级赤霄套","200","0","0","5","1","190311"
"190312","90级轩辕套","200","0","0","5","1","190312"
"190313","90级幻影套","200","0","0","5","1","190313"
"190314","90级龙渊套","200","0","0","5","1","190314"
"200101","100级绿装","200","0","0","1","1","200101"
"200102","100级蓝装","200","0","0","2","1","200102"
"200103","100级紫装","200","0","0","3","1","200103"
"200104","100级橙装","200","0","0","4","1","200104"
"200105","100级红装","200","0","0","5","1","200105"
"200206","100级绿装特殊","200","0","0","1","1","200206"
"200207","100级蓝装特殊","200","0","0","2","1","200207"
"200208","100级紫装特殊","200","0","0","3","1","200208"
"200209","100级橙装特殊","200","0","0","4","1","200209"
"200210","100级红装特殊","200","0","0","5","1","200210"
"200311","100级赤霄套","200","0","0","5","1","200311"
"200312","100级轩辕套","200","0","0","5","1","200312"
"200313","100级幻影套","200","0","0","5","1","200313"
"200314","100级龙渊套","200","0","0","5","1","200314"
