"#name LanguageAuto","#unique id","#index langId"
"id","langId","cn","en"
"2130","SkillLevel_Name_4202303","身轻如燕",""
"2131","SkillLevel_Name_4203101","普攻",""
"2132","SkillLevel_Name_4203201","勾魂",""
"2133","SkillLevel_Name_4203202","勾魂",""
"2134","SkillLevel_Name_4203203","勾魂",""
"2135","SkillLevel_Name_4203301","厉鬼索命",""
"2136","SkillLevel_Name_4203302","厉鬼索命",""
"2137","SkillLevel_Name_4203303","厉鬼索命",""
"2138","SkillLevel_Name_4204101","普攻",""
"2139","SkillLevel_Name_4204201","箭雨",""
"2140","SkillLevel_Name_4204202","箭雨",""
"2141","SkillLevel_Name_4204203","箭雨",""
"2142","SkillLevel_Name_4204301","冰冻箭",""
"2143","SkillLevel_Name_4204302","冰冻箭",""
"2144","SkillLevel_Name_4204303","冰冻箭",""
"2145","SkillLevel_Name_4205101","普攻",""
"2146","SkillLevel_Name_4205201","夺魄",""
"2147","SkillLevel_Name_4205202","夺魄",""
"2148","SkillLevel_Name_4205203","夺魄",""
"2149","SkillLevel_Name_4205301","地狱判决",""
"2150","SkillLevel_Name_4205302","地狱判决",""
"2151","SkillLevel_Name_4205303","地狱判决",""
"2152","SkillLevel_Name_4206101","普攻",""
"2153","SkillLevel_Name_4206201","雷击",""
"2154","SkillLevel_Name_4206202","雷击",""
"2155","SkillLevel_Name_4206203","雷击",""
"2156","SkillLevel_Name_4206301","雷云压境",""
"2157","SkillLevel_Name_4206302","雷云压境",""
"2158","SkillLevel_Name_4206303","雷云压境",""
"2159","SkillLevel_Name_4207101","普攻",""
"2160","SkillLevel_Name_4207201","寒气强击",""
"2161","SkillLevel_Name_4207202","寒气强击",""
"2162","SkillLevel_Name_4207203","寒气强击",""
"2163","SkillLevel_Name_4207301","高级攻击",""
"2164","SkillLevel_Name_4207302","高级攻击",""
"2165","SkillLevel_Name_4207303","高级攻击",""
"2166","SkillLevel_Name_4101101","普攻",""
"2167","SkillLevel_Name_4101201","高级采矿",""
"2168","SkillLevel_Name_4101202","高级采矿",""
"2169","SkillLevel_Name_4101203","高级采矿",""
"2170","SkillLevel_Name_4101301","中级攻击",""
"2171","SkillLevel_Name_4101302","中级攻击",""
"2172","SkillLevel_Name_4101303","中级攻击",""
"2173","SkillLevel_Name_4102101","普攻",""
"2174","SkillLevel_Name_4102201","分裂箭",""
"2175","SkillLevel_Name_4102202","分裂箭",""
"2176","SkillLevel_Name_4102203","分裂箭",""
"2177","SkillLevel_Name_4102301","中级攻击",""
"2178","SkillLevel_Name_4102302","中级攻击",""
"2179","SkillLevel_Name_4102303","中级攻击",""
"2180","SkillLevel_Name_4103101","普攻",""
"2181","SkillLevel_Name_4103201","治愈",""
"2182","SkillLevel_Name_4103202","治愈",""
"2183","SkillLevel_Name_4103203","治愈",""
"2184","SkillLevel_Name_4103301","仙族攻击",""
"2185","SkillLevel_Name_4103302","仙族攻击",""
"2186","SkillLevel_Name_4103303","仙族攻击",""
"2187","SkillLevel_Name_4104101","普攻",""
"2188","SkillLevel_Name_4104201","挥砍",""
"2189","SkillLevel_Name_4104202","挥砍",""
"2190","SkillLevel_Name_4104203","挥砍",""
"2191","SkillLevel_Name_4104301","人族攻击",""
"2192","SkillLevel_Name_4104302","人族攻击",""
"2193","SkillLevel_Name_4104303","人族攻击",""
"2194","SkillLevel_Name_4105101","普攻",""
"2195","SkillLevel_Name_4105201","守护",""
"2196","SkillLevel_Name_4105202","守护",""
"2197","SkillLevel_Name_4105203","守护",""
"2198","SkillLevel_Name_4105301","灵族攻击",""
"2199","SkillLevel_Name_4105302","灵族攻击",""
"2200","SkillLevel_Name_4105303","灵族攻击",""
"2201","SkillLevel_Name_4001001","花妖-7000001",""
"2202","SkillLevel_Name_4001002","狐狸-7000002",""
"2203","SkillLevel_Name_4001003","幻魔守卫-7000003",""
"2204","SkillLevel_Name_4001004","幻魔精英守卫-7000004",""
"2205","SkillLevel_Name_4001006","野猪-7000006",""
"2206","SkillLevel_Name_4001007","野猪-7000007",""
"2207","SkillLevel_Name_4001008","虾兵-7000008",""
"2208","SkillLevel_Name_4001009","毒蛇-7000009",""
"2209","SkillLevel_Name_4001010","青蛙-7000010",""
"2210","SkillLevel_Name_4001011","鲤鱼怪-7000011",""
"2211","SkillLevel_Name_4001012","自爆怪-7000012",""
"2212","SkillLevel_Name_4001013","竹子怪-7000013",""
"2213","SkillLevel_Name_4001014","巡山小妖-7000014",""
"2214","SkillLevel_Name_4001015","犀牛精-7000015",""
"2215","SkillLevel_Name_4001016","豺狼弓手-7000016",""
"2216","SkillLevel_Name_4001017","豺狼枪兵-7000017",""
"2217","SkillLevel_Name_4001018","豺狼怪-7000018",""
"2218","SkillLevel_Name_4001019","飞刀狼-7000019",""
"2219","SkillLevel_Name_4001020","紫花妖-7000020",""
"2220","SkillLevel_Name_4001021","蓝豺狼弓手-7000021",""
"2221","SkillLevel_Name_4001022","蓝豺狼枪兵-7000022",""
"2222","SkillLevel_Name_4001023","蓝豺狼怪-7000023",""
"2223","SkillLevel_Name_4001024","蓝飞刀狼-7000024",""
"2224","SkillLevel_Name_4001025","绿豺狼弓手-7000025",""
"2225","SkillLevel_Name_4001026","绿豺狼枪兵-7000026",""
"2226","SkillLevel_Name_4001027","绿豺狼怪-7000027",""
"2227","SkillLevel_Name_4001028","绿飞刀狼-7000028",""
"2228","SkillLevel_Name_4001501","虎王-7000500",""
"2229","SkillLevel_Name_4001502","虎王-7000500",""
"2230","SkillLevel_Name_4001504","洛水魔姬-7000501",""
"2231","SkillLevel_Name_4001505","洛水魔姬-7000501",""
"2232","SkillLevel_Name_4001507","夜叉-7000502",""
"2233","SkillLevel_Name_4001508","夜叉-7000502",""
"2234","SkillLevel_Name_4001510","巡海蛟-7000503",""
"2235","SkillLevel_Name_4001511","巡海蛟-7000503",""
"2236","SkillLevel_Name_4001513","树精-7000504",""
"2237","SkillLevel_Name_4001514","树精-7000504",""
"2238","SkillLevel_Name_4001516","狮王-7000505",""
"2239","SkillLevel_Name_4001517","狮王-7000505",""
"2240","SkillLevel_Name_4001519","鬼将-7000506",""
"2241","SkillLevel_Name_4001520","鬼将-7000506",""
"2242","SkillLevel_Name_4001522","银角大王-7000507",""
"2243","SkillLevel_Name_4001523","银角大王-7000507",""
"2244","SkillLevel_Name_4001525","黑熊精-7000508",""
"2245","SkillLevel_Name_4001526","黑熊精-7000508",""
"2246","SkillLevel_Name_4001528","黄金猪-7000509",""
"2247","SkillLevel_Name_4001529","黄金猪-7000509",""
"2248","SkillLevel_Name_4001530","黄金猪-7000509",""
"2249","SkillLevel_Name_4001531","犀牛精-7000510",""
"2250","SkillLevel_Name_4001532","犀牛精-7000510",""
"2251","SkillLevel_Name_4001534","普攻",""
"2252","SkillLevel_Name_4001535","乱击",""
"2253","SkillLevel_Name_4001536","巨灵之力",""
"2254","SkillLevel_Name_4001537","普攻",""
"2255","SkillLevel_Name_4001538","轩辕刃",""
"2256","SkillLevel_Name_4001539","浮空血斩",""
"2257","SkillLevel_Name_4001540","普攻",""
"2258","SkillLevel_Name_4001541","雷击",""
"2259","SkillLevel_Name_4001542","雷云压境",""
"2260","SkillLevel_Name_4001543","普攻",""
"2261","SkillLevel_Name_4001544","天诛",""
"2262","SkillLevel_Name_4001545","无垢华莲",""
"2263","SkillLevel_Name_4001546","普攻",""
"2264","SkillLevel_Name_4001547","灵石冲击",""
"2265","SkillLevel_Name_4001548","补天囚笼",""
"2266","SkillLevel_Name_4001549","普攻",""
"2267","SkillLevel_Name_4001550","日冕",""
"2268","SkillLevel_Name_4001551","赤阳之琐",""
"2269","SkillLevel_Name_4001990","天诛",""
"2270","SkillLevel_Name_4001991","无垢华莲",""
"2271","SkillLevel_Name_4001992","普攻",""
"2272","SkillLevel_Name_4001993","狮王-7000505",""
"2273","SkillLevel_Name_4001994","狮王-7000505",""
"2274","SkillLevel_Describe_4401101","",""
"2275","SkillLevel_Describe_4401201","召唤昊天之力，对单体敌方造成伤害雷电伤害，有概率晕眩并将伤害转换为自身生命",""
"2276","SkillLevel_Describe_4401202","增加伤害量，晕眩概率",""
"2277","SkillLevel_Describe_4401203","增加伤害量，晕眩概率",""
"2278","SkillLevel_Describe_4401301","昊天神塔辐射战场，对敌方每秒造成伤害，同时恢复己方生命",""
"2279","SkillLevel_Describe_4401302","给己方添加减伤效果",""
"2280","SkillLevel_Describe_4401303","增加持续时间",""
"2281","SkillLevel_Describe_4402101","",""
"2282","SkillLevel_Describe_4402201","持血刃对前方挥砍造成范围伤害，并将伤害转换为自身生命",""
"2283","SkillLevel_Describe_4402202","目标处于流血状态时立即施展",""
"2284","SkillLevel_Describe_4402203","增加吸血量",""
"2285","SkillLevel_Describe_4402301","施展血阵，拉近自身范围内敌方后造成伤害，并施加流血状态",""
"2286","SkillLevel_Describe_4402302","减少冷却时间",""
"2287","SkillLevel_Describe_4402303","给目标施加浮空效果",""
"2288","SkillLevel_Describe_4403101","",""
"2289","SkillLevel_Describe_4403201","对直线范围内敌方造成伤害并突进",""
"2290","SkillLevel_Describe_4403202","目标处于灼烧状态时立即施展",""
"2291","SkillLevel_Describe_4403203","增加伤害量",""
"2292","SkillLevel_Describe_4403301","对前方扇形范围造成伤害，并施加灼烧状态",""
"2293","SkillLevel_Describe_4403302","增加伤害量",""
"2294","SkillLevel_Describe_4403303","增加伤害量",""
"2295","SkillLevel_Describe_4404101","",""
"2296","SkillLevel_Describe_4404102","",""
"2297","SkillLevel_Describe_4404103","",""
"2298","SkillLevel_Describe_4404201","释放残影对范围内敌方造成伤，并施加灼烧状态",""
"2299","SkillLevel_Describe_4404202","普攻时使处于灼烧状态的3个敌方受到残影伤害",""
"2300","SkillLevel_Describe_4404203","普攻时使处于灼烧状态的6个敌方受到残影伤害",""
"2301","SkillLevel_Describe_4404301","撕裂阴阳虚空，对范围内目标造成大量伤害",""
"2302","SkillLevel_Describe_4404302","给目标施加灼烧状态",""
"2303","SkillLevel_Describe_4404303","减少冷却时间",""
"2304","SkillLevel_Describe_4405101","",""
"2305","SkillLevel_Describe_4405201","释放法莲，对敌方单体造成大量伤害",""
"2306","SkillLevel_Describe_4405202","目标处于冰冻状态时立即施展",""
"2307","SkillLevel_Describe_4405203","给目标施加冻伤状态",""
"2308","SkillLevel_Describe_4405301","释放无垢华莲，对范围内敌方造成大量伤害",""
"2309","SkillLevel_Describe_4405302","给目标施加冻伤状态",""
"2310","SkillLevel_Describe_4405303","减少冷却时间",""
"2311","SkillLevel_Describe_4406101","",""
"2312","SkillLevel_Describe_4406201","挥出血斩，对前方范围内敌方造成伤害，并施加流血状态",""
"2313","SkillLevel_Describe_4406202","增加血斩数量",""
"2314","SkillLevel_Describe_4406203","普攻暴击后命中后立即施展",""
"2315","SkillLevel_Describe_4406301","召唤诛魔法身，对范围内敌方造成大量伤害",""
"2316","SkillLevel_Describe_4406302","对流血状态敌方额外造成伤害",""
"2317","SkillLevel_Describe_4406303","将伤害转化为生命",""
"2318","SkillLevel_Describe_4407101","",""
"2319","SkillLevel_Describe_4407201","为自身释放冰霜护盾减少大量伤害，并对周围目标造成冻伤效果",""
"2320","SkillLevel_Describe_4407202","额外给友军释放冰霜护盾",""
"2321","SkillLevel_Describe_4407203","目标数量+1",""
"2322","SkillLevel_Describe_4407301","唤醒杀阵，对范围内目标造成伤害，并附带冻伤效果",""
"2323","SkillLevel_Describe_4407302","减少冷却时间",""
"2324","SkillLevel_Describe_4407303","增加伤害范围",""
"2325","SkillLevel_Describe_4408101","",""
"2326","SkillLevel_Describe_4408201","释放耀龙撕咬敌方造成伤，目标处于中毒状态时额外造成伤害",""
"2327","SkillLevel_Describe_4408202","对目标及周围处于中毒状态的敌方造成额外伤害",""
"2328","SkillLevel_Describe_4408203","增加伤害量",""
"2329","SkillLevel_Describe_4408301","召唤耀龙真身对身前范围内敌方造成伤害，并施加中毒状态",""
"2330","SkillLevel_Describe_4408302","增加伤害量",""
"2331","SkillLevel_Describe_4408303","减少冷却时间",""
"2332","SkillLevel_Describe_4409101","",""
"2333","SkillLevel_Describe_4409201","瞬移至单体敌方身前造成伤害，并施加流血状态",""
"2334","SkillLevel_Describe_4409202","自身闪避时立即施展",""
"2335","SkillLevel_Describe_4409203","攻击范围变为群体",""
"2336","SkillLevel_Describe_4409301","召唤幻灵真身，瞬移至单体目标身前造成伤害，并提升自身闪避",""
"2337","SkillLevel_Describe_4409302","提升附近2位己方闪避",""
"2338","SkillLevel_Describe_4409303","增加持续时间",""
"2339","SkillLevel_Describe_4410101","",""
"2340","SkillLevel_Describe_4410201","在敌方单体附近唤醒日冕，己方攻速提升",""
"2341","SkillLevel_Describe_4410202","减少5秒冷却时间",""
"2342","SkillLevel_Describe_4410203","减少10秒冷却时间",""
"2343","SkillLevel_Describe_4410301","通过控制时间攻击大范围内的敌人，并赋予眩晕状态。",""
"2344","SkillLevel_Describe_4410302","减少冷却时间",""
"2345","SkillLevel_Describe_4410303","减少冷却时间",""
"2346","SkillLevel_Describe_4411101","",""
"2347","SkillLevel_Describe_4411201","对前方矩形范围内的目标造成3段伤害。",""
"2348","SkillLevel_Describe_4411202","赋予冻伤状态",""
"2349","SkillLevel_Describe_4411203","推开附近的敌人",""
"2350","SkillLevel_Describe_4411301","以敌人目标为中心引起漩涡，拉近敌人并造成伤害。",""
"2351","SkillLevel_Describe_4411302","赋予冻伤状态",""
"2352","SkillLevel_Describe_4411303","减少冷却时间",""
"2353","SkillLevel_Describe_4412101","",""
"2354","SkillLevel_Describe_4412201","以治疗单一友军来代替普攻，并定期救援2名友军，以大幅恢复其生命",""
"2355","SkillLevel_Describe_4412202","救援时解除所有异常状态",""
"2356","SkillLevel_Describe_4412203","救援目标增加1个",""
"2357","SkillLevel_Describe_4412301","以复苏之光来立即复活1名最后战死的友军",""
"2358","SkillLevel_Describe_4412302","复活的友军数增加1个",""
"2359","SkillLevel_Describe_4412303","复活时增加友军的生命",""
"2360","SkillLevel_Describe_4413101","",""
"2361","SkillLevel_Describe_4413201","通过自然的再生力，以我军目标为中心持续进行区域恢复。",""
"2362","SkillLevel_Describe_4413202","增加持续时间",""
"2363","SkillLevel_Describe_4413203","增加持续时间",""
"2364","SkillLevel_Describe_4413301","以自身为中心下起净化之雨恢复范围友军并解除异常状态",""
"2365","SkillLevel_Describe_4413302","增加恢复效果",""
"2366","SkillLevel_Describe_4413303","减少冷却时间",""
"2367","SkillLevel_Describe_4414101","",""
"2368","SkillLevel_Describe_4414102","",""
"2369","SkillLevel_Describe_4414201","对近距离目标进行单体攻击，如目标接近，在前方60度范围内造成区域伤害并推开敌人。",""
"2370","SkillLevel_Describe_4414202","普攻增加冻伤状态",""
"2371","SkillLevel_Describe_4414203","推掌增加烧伤状态",""
"2372","SkillLevel_Describe_4414301","聚集冰与火之力的力量投掷于前方，在冲击的位置造成强力的范围伤害。",""
"2373","SkillLevel_Describe_4414302","增加伤害量",""
"2374","SkillLevel_Describe_4414303","增加伤害量",""
"2375","SkillLevel_Describe_4301101","",""
"2376","SkillLevel_Describe_4301201","对扇形范围内的敌方发射铁锥，将其拉近。",""
"2377","SkillLevel_Describe_4301202","减少敌人的攻击力",""
"2378","SkillLevel_Describe_4301203","减少冷却时间",""
"2379","SkillLevel_Describe_4301301","以自身为中心旋转铁锥。",""
"2380","SkillLevel_Describe_4301302","施展期间减少伤害量",""
"2381","SkillLevel_Describe_4301303","减少冷却时间",""
"2382","SkillLevel_Describe_4302101","",""
"2383","SkillLevel_Describe_4302201","从位置上跳跃，以自身为中心造成范围伤害，并浮空敌人。",""
"2384","SkillLevel_Describe_4302202","被攻击次数减少",""
"2385","SkillLevel_Describe_4302203","增加浮空时间",""
"2386","SkillLevel_Describe_4302301","快速旋转，以自身为中心造成范围伤害并拉近敌人。",""
"2387","SkillLevel_Describe_4302302","减少旋转时的伤害量",""
"2388","SkillLevel_Describe_4302303","减少冷却时间",""
"2389","SkillLevel_Describe_4303101","",""
"2390","SkillLevel_Describe_4303201","用普攻发射向前方溅射的散弹。",""
"2391","SkillLevel_Describe_4303202","增加发射量",""
"2392","SkillLevel_Describe_4303203","增加贯穿力",""
"2393","SkillLevel_Describe_4303301","使用应急储备粮，一定时间内恢复自身生命。",""
"2394","SkillLevel_Describe_4303302","增加恢复效果",""
"2395","SkillLevel_Describe_4303303","增加恢复效果",""
"2396","SkillLevel_Describe_4304101","",""
"2397","SkillLevel_Describe_4304201","向单一敌人快速突进造成伤害。",""
"2398","SkillLevel_Describe_4304202","减少5秒冷却时间",""
"2399","SkillLevel_Describe_4304203","添加眩晕效果",""
"2400","SkillLevel_Describe_4304301","区域挑衅周围的敌人，被挑衅的敌人强制攻击施法者。",""
"2401","SkillLevel_Describe_4304302","减少所受伤害",""
"2402","SkillLevel_Describe_4304303","增加挑衅范围",""
"2403","SkillLevel_Describe_4305101","",""
"2404","SkillLevel_Describe_4305201","向前方发射剑气，对击中的目标造成伤害。",""
"2405","SkillLevel_Describe_4305202","增加剑气发射距离",""
"2406","SkillLevel_Describe_4305203","增加剑气伤害量",""
"2407","SkillLevel_Describe_4305301","向地面劈砍大剑，以自己为中心对周围造成范围伤害。",""
"2408","SkillLevel_Describe_4305302","添加浮空敌人效果",""
"2409","SkillLevel_Describe_4305303","增加攻击范围",""
"2410","SkillLevel_Describe_4306101","",""
"2411","SkillLevel_Describe_4306201","向单一目标进行4次攻击造成伤害并赋予流血状态。",""
"2412","SkillLevel_Describe_4306202","增加伤害量",""
"2413","SkillLevel_Describe_4306203","增加伤害量",""
"2414","SkillLevel_Describe_4306301","自身处于疯狂状态在n秒内增加攻击速度。",""
"2415","SkillLevel_Describe_4306302","疯狂状态下增加吸血概率",""
"2416","SkillLevel_Describe_4306303","增加持续时间",""
"2417","SkillLevel_Describe_4307101","",""
"2418","SkillLevel_Describe_4307201","召唤飞扇对范围内的敌人造成持续伤害，并附带中毒效果",""
"2419","SkillLevel_Describe_4307202","提升伤害范围",""
"2420","SkillLevel_Describe_4307203","大幅提升持续时间",""
"2421","SkillLevel_Describe_4307301","扔出飞扇对范围内的敌人造成伤害",""
"2422","SkillLevel_Describe_4307302","目标数量+1",""
"2423","SkillLevel_Describe_4307303","目标数量+1",""
"2424","SkillLevel_Describe_4308101","",""
"2425","SkillLevel_Describe_4308201","对多个敌方施加灼烧效果",""
"2426","SkillLevel_Describe_4308202","减少其50%攻击力",""
"2427","SkillLevel_Describe_4308203","减少冷却时间",""
"2428","SkillLevel_Describe_4308301","在前方升起直线荆棘，造成范围伤害，同时浮空敌人。",""
"2429","SkillLevel_Describe_4308302","增加伤害量",""
"2430","SkillLevel_Describe_4308303","增加伤害量",""
"2431","SkillLevel_Describe_4309101","",""
"2432","SkillLevel_Describe_4309201","普攻发射大炮造成范围伤害。",""
"2433","SkillLevel_Describe_4309202","炮击后减少持续时间",""
"2434","SkillLevel_Describe_4309203","对烧伤状态的目标造成额外伤害",""
"2435","SkillLevel_Describe_4309301","发射火焰炮弹造成范围伤害并赋予烧伤状态。",""
"2436","SkillLevel_Describe_4309302","增加伤害量",""
"2437","SkillLevel_Describe_4309303","对烧伤状态的目标赋予眩晕状态",""
"2438","SkillLevel_Describe_4310101","",""
"2439","SkillLevel_Describe_4310201","割裂地面，对前方30度区域造成范围性伤害。",""
"2440","SkillLevel_Describe_4310202","增加伤害量",""
"2441","SkillLevel_Describe_4310203","暴击命中时立即施展",""
"2442","SkillLevel_Describe_4310301","围绕周围，向前方180度区域造成范围性伤害，并浮空敌人。",""
"2443","SkillLevel_Describe_4310302","增加伤害量",""
"2444","SkillLevel_Describe_4310303","减少冷却时间",""
"2445","SkillLevel_Describe_4311101","",""
"2446","SkillLevel_Describe_4311201","向目标方向进行闪光攻击造成直线范围伤害。",""
"2447","SkillLevel_Describe_4311202","条件减少为普攻3次",""
"2448","SkillLevel_Describe_4311203","躲避时立即施展",""
"2449","SkillLevel_Describe_4311301","跳着剑舞快速攻击目标5次造成伤害。",""
"2450","SkillLevel_Describe_4311302","添加眩晕效果",""
"2451","SkillLevel_Describe_4311303","暴击时立即施展",""
"2452","SkillLevel_Describe_4312101","",""
"2453","SkillLevel_Describe_4312201","射出可穿透敌方的箭矢，造成大量伤害",""
"2454","SkillLevel_Describe_4312202","标枪以60%概率贯穿目标",""
"2455","SkillLevel_Describe_4312203","标枪以100%概率贯穿目标",""
"2456","SkillLevel_Describe_4312301","蓄力射出旋风箭矢，对沿途目标造成伤害并聚拢敌方",""
"2457","SkillLevel_Describe_4312302","减少冷却时间",""
"2458","SkillLevel_Describe_4312303","减少冷却时间",""
"2459","SkillLevel_Describe_4313101","",""
"2460","SkillLevel_Describe_4313201","向前方连续发射2根可以穿透敌人的羽毛，使其受伤。",""
"2461","SkillLevel_Describe_4313202","目标处于中毒状态时立即施展",""
"2462","SkillLevel_Describe_4313203","增加伤害量",""
"2463","SkillLevel_Describe_4313301","以自身为中心的5名敌人发射羽毛刀刃并回收，对击中目标造成伤害并赋予中毒状态。施展中在空中移动至近距离友军",""
"2464","SkillLevel_Describe_4313302","增加敌军目标",""
"2465","SkillLevel_Describe_4313303","增加伤害量",""
"2466","SkillLevel_Describe_4314101","",""
"2467","SkillLevel_Describe_4314201","普攻变为连续射击。",""
"2468","SkillLevel_Describe_4314202","增加连射次数",""
"2469","SkillLevel_Describe_4314203","增加连射次数",""
"2470","SkillLevel_Describe_4314301","向单一敌人发射狙击枪造成强力伤害。",""
"2471","SkillLevel_Describe_4314302","增加伤害量",""
"2472","SkillLevel_Describe_4314303","添加眩晕效果",""
"2473","SkillLevel_Describe_4315101","",""
"2474","SkillLevel_Describe_4315201","随机抛出赋予烧伤，冻伤，中毒状态的多种药水代替普攻。",""
"2475","SkillLevel_Describe_4315202","使用能定期恢复附近队友的药水",""
"2476","SkillLevel_Describe_4315203","添加眩晕药水",""
"2477","SkillLevel_Describe_4315301","翻开包裹迅速抛出拥有中的药水。",""
"2478","SkillLevel_Describe_4315302","增加可同时使用的药水数量",""
"2479","SkillLevel_Describe_4315303","减少冷却时间",""
"2480","SkillLevel_Describe_4316101","",""
"2481","SkillLevel_Describe_4316201","连续攻击敌人，伤害敌人的同时恢复近距离友军的生命值。",""
"2482","SkillLevel_Describe_4316202","条件减少为普攻7次",""
"2483","SkillLevel_Describe_4316203","条件减少为普攻5次",""
"2484","SkillLevel_Describe_4316301","以自身为中心的友军在4秒内处于无敌状态。",""
"2485","SkillLevel_Describe_4316302","增加无敌时间",""
"2486","SkillLevel_Describe_4316303","减少冷却时间",""
"2487","SkillLevel_Describe_4317101","",""
"2488","SkillLevel_Describe_4317201","发射冰霜球体，在撞击的位置造成范围伤害。",""
"2489","SkillLevel_Describe_4317202","添加冻伤状态",""
"2490","SkillLevel_Describe_4317203","减少技能施法条件",""
"2491","SkillLevel_Describe_4317301","以目标为中心引发暴风雪，在N秒内造成范围伤害并赋予冻伤状态。",""
"2492","SkillLevel_Describe_4317302","减少冷却时间",""
"2493","SkillLevel_Describe_4317303","减少冷却时间",""
"2494","SkillLevel_Describe_4318101","",""
"2495","SkillLevel_Describe_4318201","应援单一友军持续恢复生命。",""
"2496","SkillLevel_Describe_4318202","添加增加伤害量效果",""
"2497","SkillLevel_Describe_4318203","条件减少为普攻6次",""
"2498","SkillLevel_Describe_4318301","以自身为中心10秒内增加友军的攻击速度和移动速度。",""
"2499","SkillLevel_Describe_4318302","减少冷却时间",""
"2500","SkillLevel_Describe_4318303","减少冷却时间",""
"2501","SkillLevel_Describe_4319101","",""
"2502","SkillLevel_Describe_4319201","向敌人发射乌鸦造成伤害，并赋予诅咒状态增加目标在一定时间内所受的伤害。",""
"2503","SkillLevel_Describe_4319202","增加同时攻击的目标人数",""
"2504","SkillLevel_Describe_4319203","增加同时攻击的目标人数",""
"2505","SkillLevel_Describe_4319301","向前方180度区域内发射乌鸦，对被击中的敌人造成伤害并赋予诅咒状态，增加一定时间内所受到的伤害。",""
"2506","SkillLevel_Describe_4319302","乌鸦的发射范围增加至360度",""
"2507","SkillLevel_Describe_4319303","减少冷却时间",""
"2508","SkillLevel_Describe_4320101","",""
"2509","SkillLevel_Describe_4320201","治疗单一友军代替普攻。",""
"2510","SkillLevel_Describe_4320202","有几率同时恢复2人",""
"2511","SkillLevel_Describe_4320203","增加恢复效果",""
"2512","SkillLevel_Describe_4320301","以自身为中心，通过发射生命之光治疗周围队友。",""
"2513","SkillLevel_Describe_4320302","减少冷却时间",""
"2514","SkillLevel_Describe_4320303","增加恢复效果",""
"2515","SkillLevel_Describe_4321101","",""
"2516","SkillLevel_Describe_4321201","向敌人投掷触碰后可反弹的剧毒药瓶，被击中的目标陷入中毒状态。",""
"2517","SkillLevel_Describe_4321202","增加剧毒药瓶反弹次数",""
"2518","SkillLevel_Describe_4321203","增加剧毒药瓶反弹次数",""
"2519","SkillLevel_Describe_4321301","以目标为中心制造疫情区，持续造成范围性伤害。",""
"2520","SkillLevel_Describe_4321302","减少冷却时间",""
"2521","SkillLevel_Describe_4321303","添加减速效果",""
"2522","SkillLevel_Describe_4201101","",""
"2523","SkillLevel_Describe_4201201","聚集力量，对一个敌人进行强力攻击。",""
"2524","SkillLevel_Describe_4201202","增加伤害量",""
"2525","SkillLevel_Describe_4201203","增加伤害量",""
"2526","SkillLevel_Describe_4201301","5秒内鼓励附近3名友军，增加攻击速度和移动速度。",""
"2527","SkillLevel_Describe_4201302","增加加速效果",""
"2528","SkillLevel_Describe_4201303","增加2个增益目标",""
"2529","SkillLevel_Describe_4202101","",""
"2530","SkillLevel_Describe_4202201","击中单一敌人的要害造成伤害并赋予流血状态。",""
"2531","SkillLevel_Describe_4202202","流血时增加伤害",""
"2532","SkillLevel_Describe_4202203","流血时眩晕效果",""
"2533","SkillLevel_Describe_4202301","向自身投掷烟幕在n秒内增加躲避率。",""
"2534","SkillLevel_Describe_4202302","增加暴击率",""
"2535","SkillLevel_Describe_4202303","周围友军也享受烟雾效果",""
"2536","SkillLevel_Describe_4203101","",""
"2537","SkillLevel_Describe_4203201","普攻向前方劈砍锤子造成范围伤害。",""
"2538","SkillLevel_Describe_4203202","增加伤害量",""
"2539","SkillLevel_Describe_4203203","增加伤害量",""
"2540","SkillLevel_Describe_4203301","给前方敌人造成范围性伤害。",""
"2541","SkillLevel_Describe_4203302","添加浮空效果",""
"2542","SkillLevel_Describe_4203303","增加伤害量",""
"2543","SkillLevel_Describe_4204101","",""
"2544","SkillLevel_Describe_4204201","以目标为中心下起箭雨造成范围伤害。",""
"2545","SkillLevel_Describe_4204202","添加冻伤效果",""
"2546","SkillLevel_Describe_4204203","条件减少为普攻3次",""
"2547","SkillLevel_Describe_4204301","向前方发射冰冻箭对贯通的目标造成伤害并冰冻。",""
"2548","SkillLevel_Describe_4204302","减少冷却时间",""
"2549","SkillLevel_Describe_4204303","减少冷却时间",""
"2550","SkillLevel_Describe_4205101","",""
"2551","SkillLevel_Describe_4205201","向前方敌人连续发射4次锤击，造成范围性伤害。",""
"2552","SkillLevel_Describe_4205202","条件减少为普攻4次",""
"2553","SkillLevel_Describe_4205203","添加眩晕效果",""
"2554","SkillLevel_Describe_4205301","向前方敌人炫耀力量造成伤害，并减少伤害量。",""
"2555","SkillLevel_Describe_4205302","恢复自身生命",""
"2556","SkillLevel_Describe_4205303","减少冷却时间",""
"2557","SkillLevel_Describe_4206101","",""
"2558","SkillLevel_Describe_4206201","同时向2名敌人发射闪电攻击。",""
"2559","SkillLevel_Describe_4206202","增加敌军目标",""
"2560","SkillLevel_Describe_4206203","增加敌军目标",""
"2561","SkillLevel_Describe_4206301","以目标为中心发落造成范围伤害的闪电。",""
"2562","SkillLevel_Describe_4206302","添加眩晕效果",""
"2563","SkillLevel_Describe_4206303","减少冷却时间",""
"2564","SkillLevel_Describe_4207101","",""
