"#name Tower","#unique id","#index type layer","","","","",""
"id","type","layer","rewards","monster","refreshType","dailyRewards"
"158","1","158","1#85|6#1322|2003017#10","1#7002585|2#7002586|3#7002587|4#7002588|5#7002589|6#7010158|7#7010158|8#7010158|9#7010158|10#7010158","0","1#61|5#122|4#110|6#73"
"159","1","159","1#85|6#1338|2003017#10","1#7002590|2#7002591|3#7002592|4#7002593|5#7002594|6#7010159|7#7010159|8#7010159|9#7010159|10#7010159","0","1#61|5#122|4#110|6#73"
"160","1","160","2000001#8|6#1354|2003016#30","1#7002595|2#7002596|3#7002597|4#7002598|5#7002599|6#7010160|7#7010160|8#7010160|9#7010160|10#7010160","0","1#61|5#122|4#110|6#73"
"161","1","161","1#90|6#1370|2003017#10","1#7002600|2#7002601|3#7002602|4#7002603|5#7002604|6#7010161|7#7010161|8#7010161|9#7010161|10#7010161","0","1#62|5#124|4#112|6#74"
"162","1","162","1#90|6#1387|2003017#10","1#7002605|2#7002606|3#7002607|4#7002608|5#7002609|6#7010162|7#7010162|8#7010162|9#7010162|10#7010162","0","1#62|5#124|4#112|6#74"
"163","1","163","1#90|6#1404|2003017#10","1#7002610|2#7002611|3#7002612|4#7002613|5#7002614|6#7010163|7#7010163|8#7010163|9#7010163|10#7010163","0","1#62|5#124|4#112|6#74"
"164","1","164","1#90|6#1421|2003017#10","1#7002615|2#7002616|3#7002617|4#7002618|5#7002619|6#7010164|7#7010164|8#7010164|9#7010164|10#7010164","0","1#62|5#124|4#112|6#74"
"165","1","165","2000001#9|6#1438|2003016#30","1#7002620|2#7002621|3#7002622|4#7002623|5#7002624|6#7010165|7#7010165|8#7010165|9#7010165|10#7010165","0","1#62|5#124|4#112|6#74"
"166","1","166","1#90|6#1455|2003017#10","1#7002625|2#7002626|3#7002627|4#7002628|5#7002629|6#7010166|7#7010166|8#7010166|9#7010166|10#7010166","0","1#63|5#126|4#113|6#76"
"167","1","167","1#90|6#1472|2003017#10","1#7002630|2#7002631|3#7002632|4#7002633|5#7002634|6#7010167|7#7010167|8#7010167|9#7010167|10#7010167","0","1#63|5#126|4#113|6#76"
"168","1","168","1#90|6#1489|2003017#10","1#7002635|2#7002636|3#7002637|4#7002638|5#7002639|6#7010168|7#7010168|8#7010168|9#7010168|10#7010168","0","1#63|5#126|4#113|6#76"
"169","1","169","1#90|6#1506|2003017#10","1#7002640|2#7002641|3#7002642|4#7002643|5#7002644|6#7010169|7#7010169|8#7010169|9#7010169|10#7010169","0","1#63|5#126|4#113|6#76"
"170","1","170","2000001#9|6#1523|2003016#30","1#7002645|2#7002646|3#7002647|4#7002648|5#7002649|6#7010170|7#7010170|8#7010170|9#7010170|10#7010170","0","1#63|5#126|4#113|6#76"
"171","1","171","1#95|6#1540|2003017#10","1#7002650|2#7002651|3#7002652|4#7002653|5#7002654|6#7010171|7#7010171|8#7010171|9#7010171|10#7010171","0","1#64|5#128|4#115|6#77"
"172","1","172","1#95|6#1558|2003017#10","1#7002655|2#7002656|3#7002657|4#7002658|5#7002659|6#7010172|7#7010172|8#7010172|9#7010172|10#7010172","0","1#64|5#128|4#115|6#77"
"173","1","173","1#95|6#1576|2003017#10","1#7002660|2#7002661|3#7002662|4#7002663|5#7002664|6#7010173|7#7010173|8#7010173|9#7010173|10#7010173","0","1#64|5#128|4#115|6#77"
"174","1","174","1#95|6#1594|2003017#10","1#7002665|2#7002666|3#7002667|4#7002668|5#7002669|6#7010174|7#7010174|8#7010174|9#7010174|10#7010174","0","1#64|5#128|4#115|6#77"
"175","1","175","2000001#9|6#1612|2003016#30","1#7002670|2#7002671|3#7002672|4#7002673|5#7002674|6#7010175|7#7010175|8#7010175|9#7010175|10#7010175","0","1#64|5#128|4#115|6#77"
"176","1","176","1#95|6#1630|2003017#10","1#7002675|2#7002676|3#7002677|4#7002678|5#7002679|6#7010176|7#7010176|8#7010176|9#7010176|10#7010176","0","1#65|5#130|4#117|6#78"
"177","1","177","1#95|6#1648|2003017#10","1#7002680|2#7002681|3#7002682|4#7002683|5#7002684|6#7010177|7#7010177|8#7010177|9#7010177|10#7010177","0","1#65|5#130|4#117|6#78"
"178","1","178","1#95|6#1666|2003017#10","1#7002685|2#7002686|3#7002687|4#7002688|5#7002689|6#7010178|7#7010178|8#7010178|9#7010178|10#7010178","0","1#65|5#130|4#117|6#78"
"179","1","179","1#95|6#1684|2003017#10","1#7002690|2#7002691|3#7002692|4#7002693|5#7002694|6#7010179|7#7010179|8#7010179|9#7010179|10#7010179","0","1#65|5#130|4#117|6#78"
"180","1","180","2000001#9|6#1702|2003016#30","1#7002695|2#7002696|3#7002697|4#7002698|5#7002699|6#7010180|7#7010180|8#7010180|9#7010180|10#7010180","0","1#65|5#130|4#117|6#78"
"181","1","181","1#100|6#1720|2003017#10","1#7002700|2#7002701|3#7002702|4#7002703|5#7002704|6#7010181|7#7010181|8#7010181|9#7010181|10#7010181","0","1#66|5#132|4#119|6#79"
"182","1","182","1#100|6#1739|2003017#10","1#7002705|2#7002706|3#7002707|4#7002708|5#7002709|6#7010182|7#7010182|8#7010182|9#7010182|10#7010182","0","1#66|5#132|4#119|6#79"
"183","1","183","1#100|6#1758|2003017#10","1#7002710|2#7002711|3#7002712|4#7002713|5#7002714|6#7010183|7#7010183|8#7010183|9#7010183|10#7010183","0","1#66|5#132|4#119|6#79"
"184","1","184","1#100|6#1777|2003017#10","1#7002715|2#7002716|3#7002717|4#7002718|5#7002719|6#7010184|7#7010184|8#7010184|9#7010184|10#7010184","0","1#66|5#132|4#119|6#79"
"185","1","185","2000001#10|6#1796|2003016#30","1#7002720|2#7002721|3#7002722|4#7002723|5#7002724|6#7010185|7#7010185|8#7010185|9#7010185|10#7010185","0","1#66|5#132|4#119|6#79"
"186","1","186","1#100|6#1815|2003017#10","1#7002725|2#7002726|3#7002727|4#7002728|5#7002729|6#7010186|7#7010186|8#7010186|9#7010186|10#7010186","0","1#67|5#134|4#121|6#80"
"187","1","187","1#100|6#1834|2003017#10","1#7002730|2#7002731|3#7002732|4#7002733|5#7002734|6#7010187|7#7010187|8#7010187|9#7010187|10#7010187","0","1#67|5#134|4#121|6#80"
"188","1","188","1#100|6#1853|2003017#10","1#7002735|2#7002736|3#7002737|4#7002738|5#7002739|6#7010188|7#7010188|8#7010188|9#7010188|10#7010188","0","1#67|5#134|4#121|6#80"
"189","1","189","1#100|6#1872|2003017#10","1#7002740|2#7002741|3#7002742|4#7002743|5#7002744|6#7010189|7#7010189|8#7010189|9#7010189|10#7010189","0","1#67|5#134|4#121|6#80"
"190","1","190","2000001#10|6#1891|2003016#30","1#7002745|2#7002746|3#7002747|4#7002748|5#7002749|6#7010190|7#7010190|8#7010190|9#7010190|10#7010190","0","1#67|5#134|4#121|6#80"
"191","1","191","1#105|6#1910|2003017#10","1#7002750|2#7002751|3#7002752|4#7002753|5#7002754|6#7010191|7#7010191|8#7010191|9#7010191|10#7010191","0","1#68|5#136|4#122|6#82"
"192","1","192","1#105|6#1930|2003017#10","1#7002755|2#7002756|3#7002757|4#7002758|5#7002759|6#7010192|7#7010192|8#7010192|9#7010192|10#7010192","0","1#68|5#136|4#122|6#82"
"193","1","193","1#105|6#1950|2003017#10","1#7002760|2#7002761|3#7002762|4#7002763|5#7002764|6#7010193|7#7010193|8#7010193|9#7010193|10#7010193","0","1#68|5#136|4#122|6#82"
"194","1","194","1#105|6#1970|2003017#10","1#7002765|2#7002766|3#7002767|4#7002768|5#7002769|6#7010194|7#7010194|8#7010194|9#7010194|10#7010194","0","1#68|5#136|4#122|6#82"
"195","1","195","2000001#10|6#1990|2003016#30","1#7002770|2#7002771|3#7002772|4#7002773|5#7002774|6#7010195|7#7010195|8#7010195|9#7010195|10#7010195","0","1#68|5#136|4#122|6#82"
"196","1","196","1#105|6#2010|2003017#10","1#7002775|2#7002776|3#7002777|4#7002778|5#7002779|6#7010196|7#7010196|8#7010196|9#7010196|10#7010196","0","1#69|5#138|4#124|6#83"
"197","1","197","1#105|6#2030|2003017#10","1#7002780|2#7002781|3#7002782|4#7002783|5#7002784|6#7010197|7#7010197|8#7010197|9#7010197|10#7010197","0","1#69|5#138|4#124|6#83"
"198","1","198","1#105|6#2050|2003017#10","1#7002785|2#7002786|3#7002787|4#7002788|5#7002789|6#7010198|7#7010198|8#7010198|9#7010198|10#7010198","0","1#69|5#138|4#124|6#83"
"199","1","199","1#105|6#2070|2003017#10","1#7002790|2#7002791|3#7002792|4#7002793|5#7002794|6#7010199|7#7010199|8#7010199|9#7010199|10#7010199","0","1#69|5#138|4#124|6#83"
"200","1","200","2000001#10|6#2090|2003016#30","1#7002795|2#7002796|3#7002797|4#7002798|5#7002799|6#7010200|7#7010200|8#7010200|9#7010200|10#7010200","0","1#69|5#138|4#124|6#83"
"1001","2","1","1#25|1010004#10","1#7004001|2#7004002|6#7010001|7#7010001","0","1#70|5#140|4#126|6#84"
"1002","2","2","1#25|1020001#10","1#7004003|2#7004004|6#7010002|7#7010002","0","1#70|5#140|4#126|6#84"
"1003","2","3","1#25|1010004#10","1#7004005|2#7004006|6#7010003|7#7010003","0","1#70|5#140|4#126|6#84"
"1004","2","4","1#25|1020001#10","1#7004007|2#7004008|6#7010004|7#7010004","0","1#70|5#140|4#126|6#84"
"1005","2","5","1#50|2#50|1030002#30","1#7004009|2#7004010|6#7010005|7#7010005","0","1#70|5#140|4#126|6#84"
"1006","2","6","1#25|1010004#10","1#7004011|2#7004012|6#7010006|7#7010006","0","1#71|5#142|4#128|6#85"
"1007","2","7","1#25|1020001#10","1#7004013|2#7004014|6#7010007|7#7010007","0","1#71|5#142|4#128|6#85"
"1008","2","8","1#25|1010004#10","1#7004015|2#7004016|6#7010008|7#7010008","0","1#71|5#142|4#128|6#85"
"1009","2","9","1#25|1020001#10","1#7004017|2#7004018|6#7010009|7#7010009","0","1#71|5#142|4#128|6#85"
"1010","2","10","1#50|2#50|1030002#30","1#7004019|2#7004020|6#7010010|7#7010010","0","1#71|5#142|4#128|6#85"
"1011","2","11","1#25|1010004#10","1#7004021|2#7004022|6#7010011|7#7010011","0","1#72|5#144|4#130|6#86"
"1012","2","12","1#25|1020001#10","1#7004023|2#7004024|6#7010012|7#7010012","0","1#72|5#144|4#130|6#86"
"1013","2","13","1#25|1010004#10","1#7004025|2#7004026|6#7010013|7#7010013","0","1#72|5#144|4#130|6#86"
"1014","2","14","1#25|1020001#10","1#7004027|2#7004028|6#7010014|7#7010014","0","1#72|5#144|4#130|6#86"
"1015","2","15","1#50|2#50|1030002#30","1#7004029|2#7004030|6#7010015|7#7010015","0","1#72|5#144|4#130|6#86"
"1016","2","16","1#25|1010004#10","1#7004031|2#7004032|6#7010016|7#7010016","0","1#73|5#146|4#131|6#88"
"1017","2","17","1#25|1020001#10","1#7004033|2#7004034|6#7010017|7#7010017","0","1#73|5#146|4#131|6#88"
"1018","2","18","1#25|1010004#10","1#7004035|2#7004036|6#7010018|7#7010018","0","1#73|5#146|4#131|6#88"
"1019","2","19","1#25|1020001#10","1#7004037|2#7004038|6#7010019|7#7010019","0","1#73|5#146|4#131|6#88"
"1020","2","20","1#50|2#50|1030002#30","1#7004039|2#7004040|6#7010020|7#7010020","0","1#73|5#146|4#131|6#88"
"1021","2","21","1#25|1010004#10","1#7004041|2#7004042|6#7010021|7#7010021","0","1#74|5#148|4#133|6#89"
"1022","2","22","1#25|1020001#10","1#7004043|2#7004044|6#7010022|7#7010022|8#7010022","0","1#74|5#148|4#133|6#89"
"1023","2","23","1#25|1010004#10","1#7004045|2#7004046|6#7010023|7#7010023|8#7010023","0","1#74|5#148|4#133|6#89"
"1024","2","24","1#25|1020001#10","1#7004047|2#7004048|6#7010024|7#7010024|8#7010024","0","1#74|5#148|4#133|6#89"
"1025","2","25","1#50|2#50|1030002#30","1#7004049|2#7004050|6#7010025|7#7010025|8#7010025","0","1#74|5#148|4#133|6#89"
"1026","2","26","1#25|1010004#10","1#7004051|2#7004052|6#7010026|7#7010026|8#7010026","0","1#75|5#150|4#135|6#90"
"1027","2","27","1#25|1020001#10","1#7004053|2#7004054|3#7004055|6#7010027|7#7010027|8#7010027","0","1#75|5#150|4#135|6#90"
"1028","2","28","1#25|1010004#10","1#7004056|2#7004057|3#7004058|6#7010028|7#7010028|8#7010028","0","1#75|5#150|4#135|6#90"
"1029","2","29","1#25|1020001#10","1#7004059|2#7004060|3#7004061|6#7010029|7#7010029|8#7010029","0","1#75|5#150|4#135|6#90"
"1030","2","30","1#50|2#50|1030002#30","1#7004062|2#7004063|3#7004064|6#7010030|7#7010030|8#7010030","0","1#75|5#150|4#135|6#90"
"1031","2","31","1#25|1010004#10","1#7004065|2#7004066|3#7004067|6#7010031|7#7010031|8#7010031","0","1#76|5#152|4#137|6#91"
"1032","2","32","1#25|1020001#10","1#7004068|2#7004069|3#7004070|6#7010032|7#7010032|8#7010032","0","1#76|5#152|4#137|6#91"
"1033","2","33","1#25|1010004#10","1#7004071|2#7004072|3#7004073|6#7010033|7#7010033|8#7010033","0","1#76|5#152|4#137|6#91"
"1034","2","34","1#25|1020001#10","1#7004074|2#7004075|3#7004076|6#7010034|7#7010034|8#7010034","0","1#76|5#152|4#137|6#91"
"1035","2","35","1#50|2#50|1030002#30","1#7004077|2#7004078|3#7004079|6#7010035|7#7010035|8#7010035","0","1#76|5#152|4#137|6#91"
"1036","2","36","1#25|1010004#10","1#7004080|2#7004081|3#7004082|6#7010036|7#7010036|8#7010036","0","1#77|5#154|4#139|6#92"
"1037","2","37","1#25|1020001#10","1#7004083|2#7004084|3#7004085|6#7010037|7#7010037|8#7010037","0","1#77|5#154|4#139|6#92"
"1038","2","38","1#25|1010004#10","1#7004086|2#7004087|3#7004088|6#7010038|7#7010038|8#7010038","0","1#77|5#154|4#139|6#92"
"1039","2","39","1#25|1020001#10","1#7004089|2#7004090|3#7004091|6#7010039|7#7010039|8#7010039","0","1#77|5#154|4#139|6#92"
"1040","2","40","1#50|2#50|1030002#30","1#7004092|2#7004093|3#7004094|6#7010040|7#7010040|8#7010040","0","1#77|5#154|4#139|6#92"
"1041","2","41","1#25|1010004#10","1#7004095|2#7004096|3#7004097|6#7010041|7#7010041|8#7010041|9#7010041","0","1#78|5#156|4#140|6#94"
"1042","2","42","1#25|1020001#10","1#7004098|2#7004099|3#7004100|6#7010042|7#7010042|8#7010042|9#7010042","0","1#78|5#156|4#140|6#94"
"1043","2","43","1#25|1010004#10","1#7004101|2#7004102|3#7004103|6#7010043|7#7010043|8#7010043|9#7010043","0","1#78|5#156|4#140|6#94"
"1044","2","44","1#25|1020001#10","1#7004104|2#7004105|3#7004106|6#7010044|7#7010044|8#7010044|9#7010044","0","1#78|5#156|4#140|6#94"
"1045","2","45","1#50|2#50|1030002#30","1#7004107|2#7004108|3#7004109|6#7010045|7#7010045|8#7010045|9#7010045","0","1#78|5#156|4#140|6#94"
"1046","2","46","1#25|1010004#10","1#7004110|2#7004111|3#7004112|6#7010046|7#7010046|8#7010046|9#7010046","0","1#79|5#158|4#142|6#95"
"1047","2","47","1#25|1020001#10","1#7004113|2#7004114|3#7004115|6#7010047|7#7010047|8#7010047|9#7010047","0","1#79|5#158|4#142|6#95"
"1048","2","48","1#25|1010004#10","1#7004116|2#7004117|3#7004118|6#7010048|7#7010048|8#7010048|9#7010048","0","1#79|5#158|4#142|6#95"
"1049","2","49","1#25|1020001#10","1#7004119|2#7004120|3#7004121|6#7010049|7#7010049|8#7010049|9#7010049","0","1#79|5#158|4#142|6#95"
"1050","2","50","1#50|2#50|1030002#30","1#7004122|2#7004123|3#7004124|6#7010050|7#7010050|8#7010050|9#7010050","0","1#79|5#158|4#142|6#95"
"1051","2","51","1#25|1010004#10","1#7004125|2#7004126|3#7004127|6#7010051|7#7010051|8#7010051|9#7010051","0","1#80|5#160|4#144|6#96"
"1052","2","52","1#25|1020001#10","1#7004128|2#7004129|3#7004130|6#7010052|7#7010052|8#7010052|9#7010052","0","1#80|5#160|4#144|6#96"
"1053","2","53","1#25|1010004#10","1#7004131|2#7004132|3#7004133|6#7010053|7#7010053|8#7010053|9#7010053","0","1#80|5#160|4#144|6#96"
"1054","2","54","1#25|1020001#10","1#7004134|2#7004135|3#7004136|6#7010054|7#7010054|8#7010054|9#7010054","0","1#80|5#160|4#144|6#96"
"1055","2","55","1#50|2#50|1030002#30","1#7004137|2#7004138|3#7004139|6#7010055|7#7010055|8#7010055|9#7010055","0","1#80|5#160|4#144|6#96"
"1056","2","56","1#25|1010004#10","1#7004140|2#7004141|3#7004142|6#7010056|7#7010056|8#7010056|9#7010056","0","1#81|5#162|4#146|6#97"
"1057","2","57","1#25|1020001#10","1#7004143|2#7004144|3#7004145|4#7004146|6#7010057|7#7010057|8#7010057|9#7010057","0","1#81|5#162|4#146|6#97"
"1058","2","58","1#25|1010004#10","1#7004147|2#7004148|3#7004149|4#7004150|6#7010058|7#7010058|8#7010058|9#7010058","0","1#81|5#162|4#146|6#97"
"1059","2","59","1#25|1020001#10","1#7004151|2#7004152|3#7004153|4#7004154|6#7010059|7#7010059|8#7010059|9#7010059","0","1#81|5#162|4#146|6#97"
"1060","2","60","1#50|2#50|1030002#30","1#7004155|2#7004156|3#7004157|4#7004158|6#7010060|7#7010060|8#7010060|9#7010060","0","1#81|5#162|4#146|6#97"
"1061","2","61","1#25|1010004#10","1#7004159|2#7004160|3#7004161|4#7004162|6#7010061|7#7010061|8#7010061|9#7010061","0","1#82|5#164|4#148|6#98"
"1062","2","62","1#25|1020001#10","1#7004163|2#7004164|3#7004165|4#7004166|6#7010062|7#7010062|8#7010062|9#7010062","0","1#82|5#164|4#148|6#98"
"1063","2","63","1#25|1010004#10","1#7004167|2#7004168|3#7004169|4#7004170|6#7010063|7#7010063|8#7010063|9#7010063","0","1#82|5#164|4#148|6#98"
"1064","2","64","1#25|1020001#10","1#7004171|2#7004172|3#7004173|4#7004174|6#7010064|7#7010064|8#7010064|9#7010064","0","1#82|5#164|4#148|6#98"
"1065","2","65","1#50|2#50|1030002#30","1#7004175|2#7004176|3#7004177|4#7004178|6#7010065|7#7010065|8#7010065|9#7010065","0","1#82|5#164|4#148|6#98"
"1066","2","66","1#25|1010004#10","1#7004179|2#7004180|3#7004181|4#7004182|6#7010066|7#7010066|8#7010066|9#7010066","0","1#83|5#166|4#149|6#100"
"1067","2","67","1#25|1020001#10","1#7004183|2#7004184|3#7004185|4#7004186|6#7010067|7#7010067|8#7010067|9#7010067","0","1#83|5#166|4#149|6#100"
"1068","2","68","1#25|1010004#10","1#7004187|2#7004188|3#7004189|4#7004190|6#7010068|7#7010068|8#7010068|9#7010068","0","1#83|5#166|4#149|6#100"
"1069","2","69","1#25|1020001#10","1#7004191|2#7004192|3#7004193|4#7004194|6#7010069|7#7010069|8#7010069|9#7010069","0","1#83|5#166|4#149|6#100"
"1070","2","70","1#50|2#50|1030002#30","1#7004195|2#7004196|3#7004197|4#7004198|6#7010070|7#7010070|8#7010070|9#7010070","0","1#83|5#166|4#149|6#100"
"1071","2","71","1#25|1010004#10","1#7004199|2#7004200|3#7004201|4#7004202|6#7010071|7#7010071|8#7010071|9#7010071","0","1#84|5#168|4#151|6#101"
"1072","2","72","1#25|1020001#10","1#7004203|2#7004204|3#7004205|4#7004206|6#7010072|7#7010072|8#7010072|9#7010072","0","1#84|5#168|4#151|6#101"
"1073","2","73","1#25|1010004#10","1#7004207|2#7004208|3#7004209|4#7004210|6#7010073|7#7010073|8#7010073|9#7010073","0","1#84|5#168|4#151|6#101"
"1074","2","74","1#25|1020001#10","1#7004211|2#7004212|3#7004213|4#7004214|6#7010074|7#7010074|8#7010074|9#7010074","0","1#84|5#168|4#151|6#101"
"1075","2","75","1#50|2#50|1030002#30","1#7004215|2#7004216|3#7004217|4#7004218|6#7010075|7#7010075|8#7010075|9#7010075","0","1#84|5#168|4#151|6#101"
"1076","2","76","1#25|1010004#10","1#7004219|2#7004220|3#7004221|4#7004222|6#7010076|7#7010076|8#7010076|9#7010076","0","1#85|5#170|4#153|6#102"
"1077","2","77","1#25|1020001#10","1#7004223|2#7004224|3#7004225|4#7004226|6#7010077|7#7010077|8#7010077|9#7010077|10#7010077","0","1#85|5#170|4#153|6#102"
"1078","2","78","1#25|1010004#10","1#7004227|2#7004228|3#7004229|4#7004230|6#7010078|7#7010078|8#7010078|9#7010078|10#7010078","0","1#85|5#170|4#153|6#102"
"1079","2","79","1#25|1020001#10","1#7004231|2#7004232|3#7004233|4#7004234|6#7010079|7#7010079|8#7010079|9#7010079|10#7010079","0","1#85|5#170|4#153|6#102"
"1080","2","80","1#50|2#50|1030002#30","1#7004235|2#7004236|3#7004237|4#7004238|6#7010080|7#7010080|8#7010080|9#7010080|10#7010080","0","1#85|5#170|4#153|6#102"
"1081","2","81","1#25|1010004#10","1#7004239|2#7004240|3#7004241|4#7004242|6#7010081|7#7010081|8#7010081|9#7010081|10#7010081","0","1#86|5#172|4#155|6#103"
"1082","2","82","1#25|1020001#10","1#7004243|2#7004244|3#7004245|4#7004246|6#7010082|7#7010082|8#7010082|9#7010082|10#7010082","0","1#86|5#172|4#155|6#103"
"1083","2","83","1#25|1010004#10","1#7004247|2#7004248|3#7004249|4#7004250|6#7010083|7#7010083|8#7010083|9#7010083|10#7010083","0","1#86|5#172|4#155|6#103"
"1084","2","84","1#25|1020001#10","1#7004251|2#7004252|3#7004253|4#7004254|6#7010084|7#7010084|8#7010084|9#7010084|10#7010084","0","1#86|5#172|4#155|6#103"
"1085","2","85","1#50|2#50|1030002#30","1#7004255|2#7004256|3#7004257|4#7004258|6#7010085|7#7010085|8#7010085|9#7010085|10#7010085","0","1#86|5#172|4#155|6#103"
"1086","2","86","1#25|1010004#10","1#7004259|2#7004260|3#7004261|4#7004262|6#7010086|7#7010086|8#7010086|9#7010086|10#7010086","0","1#87|5#174|4#157|6#104"
"1087","2","87","1#25|1020001#10","1#7004263|2#7004264|3#7004265|4#7004266|6#7010087|7#7010087|8#7010087|9#7010087|10#7010087","0","1#87|5#174|4#157|6#104"
"1088","2","88","1#25|1010004#10","1#7004267|2#7004268|3#7004269|4#7004270|6#7010088|7#7010088|8#7010088|9#7010088|10#7010088","0","1#87|5#174|4#157|6#104"
"1089","2","89","1#25|1020001#10","1#7004271|2#7004272|3#7004273|4#7004274|6#7010089|7#7010089|8#7010089|9#7010089|10#7010089","0","1#87|5#174|4#157|6#104"
"1090","2","90","1#50|2#50|1030002#30","1#7004275|2#7004276|3#7004277|4#7004278|6#7010090|7#7010090|8#7010090|9#7010090|10#7010090","0","1#87|5#174|4#157|6#104"
"1091","2","91","1#25|1010004#10","1#7004279|2#7004280|3#7004281|4#7004282|6#7010091|7#7010091|8#7010091|9#7010091|10#7010091","0","1#88|5#176|4#158|6#106"
"1092","2","92","1#25|1020001#10","1#7004283|2#7004284|3#7004285|4#7004286|6#7010092|7#7010092|8#7010092|9#7010092|10#7010092","0","1#88|5#176|4#158|6#106"
"1093","2","93","1#25|1010004#10","1#7004287|2#7004288|3#7004289|4#7004290|6#7010093|7#7010093|8#7010093|9#7010093|10#7010093","0","1#88|5#176|4#158|6#106"
"1094","2","94","1#25|1020001#10","1#7004291|2#7004292|3#7004293|4#7004294|6#7010094|7#7010094|8#7010094|9#7010094|10#7010094","0","1#88|5#176|4#158|6#106"
"1095","2","95","1#50|2#50|1030002#30","1#7004295|2#7004296|3#7004297|4#7004298|6#7010095|7#7010095|8#7010095|9#7010095|10#7010095","0","1#88|5#176|4#158|6#106"
"1096","2","96","1#25|1010004#10","1#7004299|2#7004300|3#7004301|4#7004302|6#7010096|7#7010096|8#7010096|9#7010096|10#7010096","0","1#89|5#178|4#160|6#107"
"1097","2","97","1#25|1020001#10","1#7004303|2#7004304|3#7004305|4#7004306|6#7010097|7#7010097|8#7010097|9#7010097|10#7010097","0","1#89|5#178|4#160|6#107"
"1098","2","98","1#25|1010004#10","1#7004307|2#7004308|3#7004309|4#7004310|6#7010098|7#7010098|8#7010098|9#7010098|10#7010098","0","1#89|5#178|4#160|6#107"
"1099","2","99","1#25|1020001#10","1#7004311|2#7004312|3#7004313|4#7004314|6#7010099|7#7010099|8#7010099|9#7010099|10#7010099","0","1#89|5#178|4#160|6#107"
"1100","2","100","1#50|2#50|1030002#30","1#7004315|2#7004316|3#7004317|4#7004318|6#7010100|7#7010100|8#7010100|9#7010100|10#7010100","0","1#89|5#178|4#160|6#107"
"1101","2","101","1#25|1010004#10","1#7004319|2#7004320|3#7004321|4#7004322|6#7010101|7#7010101|8#7010101|9#7010101|10#7010101","0",""
"1102","2","102","1#25|1020001#10","1#7004323|2#7004324|3#7004325|4#7004326|6#7010102|7#7010102|8#7010102|9#7010102|10#7010102","0",""
"1103","2","103","1#25|1010004#10","1#7004327|2#7004328|3#7004329|4#7004330|6#7010103|7#7010103|8#7010103|9#7010103|10#7010103","0",""
"1104","2","104","1#25|1020001#10","1#7004331|2#7004332|3#7004333|4#7004334|6#7010104|7#7010104|8#7010104|9#7010104|10#7010104","0",""
"1105","2","105","1#50|2#50|1030002#30","1#7004335|2#7004336|3#7004337|4#7004338|6#7010105|7#7010105|8#7010105|9#7010105|10#7010105","0",""
"1106","2","106","1#25|1010004#10","1#7004339|2#7004340|3#7004341|4#7004342|6#7010106|7#7010106|8#7010106|9#7010106|10#7010106","0",""
"1107","2","107","1#25|1020001#10","1#7004343|2#7004344|3#7004345|4#7004346|6#7010107|7#7010107|8#7010107|9#7010107|10#7010107","0",""
"1108","2","108","1#25|1010004#10","1#7004347|2#7004348|3#7004349|4#7004350|6#7010108|7#7010108|8#7010108|9#7010108|10#7010108","0",""
"1109","2","109","1#25|1020001#10","1#7004351|2#7004352|3#7004353|4#7004354|6#7010109|7#7010109|8#7010109|9#7010109|10#7010109","0",""
"1110","2","110","1#50|2#50|1030002#30","1#7004355|2#7004356|3#7004357|4#7004358|6#7010110|7#7010110|8#7010110|9#7010110|10#7010110","0",""
"1111","2","111","1#25|1010004#10","1#7004359|2#7004360|3#7004361|4#7004362|6#7010111|7#7010111|8#7010111|9#7010111|10#7010111","0",""
"1112","2","112","1#25|1020001#10","1#7004363|2#7004364|3#7004365|4#7004366|6#7010112|7#7010112|8#7010112|9#7010112|10#7010112","0",""
"1113","2","113","1#25|1010004#10","1#7004367|2#7004368|3#7004369|4#7004370|6#7010113|7#7010113|8#7010113|9#7010113|10#7010113","0",""
"1114","2","114","1#25|1020001#10","1#7004371|2#7004372|3#7004373|4#7004374|6#7010114|7#7010114|8#7010114|9#7010114|10#7010114","0",""
"1115","2","115","1#50|2#50|1030002#30","1#7004375|2#7004376|3#7004377|4#7004378|6#7010115|7#7010115|8#7010115|9#7010115|10#7010115","0",""
"1116","2","116","1#25|1010004#10","1#7004379|2#7004380|3#7004381|4#7004382|6#7010116|7#7010116|8#7010116|9#7010116|10#7010116","0",""
"1117","2","117","1#25|1020001#10","1#7004383|2#7004384|3#7004385|4#7004386|6#7010117|7#7010117|8#7010117|9#7010117|10#7010117","0",""
"1118","2","118","1#25|1010004#10","1#7004387|2#7004388|3#7004389|4#7004390|6#7010118|7#7010118|8#7010118|9#7010118|10#7010118","0",""
"1119","2","119","1#25|1020001#10","1#7004391|2#7004392|3#7004393|4#7004394|6#7010119|7#7010119|8#7010119|9#7010119|10#7010119","0",""
"1120","2","120","1#50|2#50|1030002#30","1#7004395|2#7004396|3#7004397|4#7004398|5#7004399|6#7010120|7#7010120|8#7010120|9#7010120|10#7010120","0",""
"1121","2","121","1#25|1010004#10","1#7004400|2#7004401|3#7004402|4#7004403|5#7004404|6#7010121|7#7010121|8#7010121|9#7010121|10#7010121","0",""
"1122","2","122","1#25|1020001#10","1#7004405|2#7004406|3#7004407|4#7004408|5#7004409|6#7010122|7#7010122|8#7010122|9#7010122|10#7010122","0",""
