"#name HeroLevel","#unique id","#index heroIdentity level","#collector heroIdentity","","","","","","","","",""
"id","heroIdentity","level","nextId","costBody","costMaterial","breakLevel","skills","globalAttribute","levelAttribute"
"412018","1040012","18","412019","10","5#85","0","4412101#1|4412201#1|4412301#1","","203#181|202#1330"
"412019","1040012","19","412020","10","5#90","0","4412101#1|4412201#1|4412301#1","","203#189|202#1375"
"412020","1040012","20","412021","15","5#100","0","4412101#1|4412201#2|4412301#1","","203#212|202#1506"
"412021","1040012","21","412022","15","5#110","0","4412101#1|4412201#2|4412301#1","","203#221|202#1555"
"412022","1040012","22","412023","15","5#120","0","4412101#1|4412201#2|4412301#1","","203#230|202#1605"
"412023","1040012","23","412024","15","5#130","0","4412101#1|4412201#2|4412301#1","","203#239|202#1654"
"412024","1040012","24","412025","15","5#140","0","4412101#1|4412201#2|4412301#1","","203#247|202#1704"
"412025","1040012","25","412026","15","5#150","0","4412101#1|4412201#2|4412301#1","203#4","203#256|202#1753"
"412026","1040012","26","412027","15","5#160","0","4412101#1|4412201#2|4412301#1","","203#265|202#1803"
"412027","1040012","27","412028","15","5#170","0","4412101#1|4412201#2|4412301#1","","203#274|202#1852"
"412028","1040012","28","412029","15","5#180","0","4412101#1|4412201#2|4412301#1","","203#283|202#1902"
"412029","1040012","29","412030","15","5#190","0","4412101#1|4412201#2|4412301#1","","203#291|202#1951"
"412030","1040012","30","412031","80","2000008#250","1","4412101#1|4412201#2|4412301#2","","203#300|202#2001"
"412031","1040012","31","412032","25","5#220","0","4412101#1|4412201#2|4412301#2","","203#309|202#2050"
"412032","1040012","32","412033","25","5#235","0","4412101#1|4412201#2|4412301#2","","203#318|202#2100"
"412033","1040012","33","412034","25","5#250","0","4412101#1|4412201#2|4412301#2","","203#327|202#2149"
"412034","1040012","34","412035","25","5#265","0","4412101#1|4412201#2|4412301#2","","203#335|202#2199"
"412035","1040012","35","412036","25","5#280","0","4412101#1|4412201#2|4412301#2","202#20","203#344|202#2248"
"412036","1040012","36","412037","30","5#295","0","4412101#1|4412201#2|4412301#2","","203#353|202#2298"
"412037","1040012","37","412038","30","5#310","0","4412101#1|4412201#2|4412301#2","","203#362|202#2347"
"412038","1040012","38","412039","30","5#325","0","4412101#1|4412201#2|4412301#2","","203#371|202#2397"
"412039","1040012","39","412040","30","5#340","0","4412101#1|4412201#2|4412301#2","","203#379|202#2446"
"412040","1040012","40","412041","150","2000008#500","1","4412101#1|4412201#3|4412301#2","","203#419|202#2671"
"412041","1040012","41","412042","35","5#380","0","4412101#1|4412201#3|4412301#2","","203#429|202#2725"
"412042","1040012","42","412043","35","5#400","0","4412101#1|4412201#3|4412301#2","","203#439|202#2779"
"412043","1040012","43","412044","35","5#420","0","4412101#1|4412201#3|4412301#2","","203#448|202#2833"
"412044","1040012","44","412045","35","5#440","0","4412101#1|4412201#3|4412301#2","203#5","203#458|202#2887"
"412045","1040012","45","412046","40","5#460","0","4412101#1|4412201#3|4412301#2","","203#467|202#2941"
"412046","1040012","46","412047","40","5#480","0","4412101#1|4412201#3|4412301#2","","203#477|202#2995"
"412047","1040012","47","412048","40","5#500","0","4412101#1|4412201#3|4412301#2","202#25","203#487|202#3049"
"412048","1040012","48","412049","40","5#520","0","4412101#1|4412201#3|4412301#2","","203#496|202#3103"
"412049","1040012","49","412050","40","5#540","0","4412101#1|4412201#3|4412301#2","","203#506|202#3157"
"412050","1040012","50","412051","260","2000008#750","1","4412101#1|4412201#3|4412301#3","","203#515|202#3211"
"412051","1040012","51","412052","45","5#590","0","4412101#1|4412201#3|4412301#3","","203#525|202#3265"
"412052","1040012","52","412053","45","5#615","0","4412101#1|4412201#3|4412301#3","","203#535|202#3319"
"412053","1040012","53","412054","45","5#640","0","4412101#1|4412201#3|4412301#3","","203#544|202#3373"
"412054","1040012","54","412055","45","5#665","0","4412101#1|4412201#3|4412301#3","","203#554|202#3427"
"412055","1040012","55","412056","50","5#690","0","4412101#1|4412201#3|4412301#3","206#100","203#563|202#3481"
"412056","1040012","56","412057","50","5#715","0","4412101#1|4412201#3|4412301#3","","203#573|202#3535"
"412057","1040012","57","412058","50","5#740","0","4412101#1|4412201#3|4412301#3","","203#583|202#3589"
"412058","1040012","58","412059","50","5#765","0","4412101#1|4412201#3|4412301#3","","203#592|202#3643"
"412059","1040012","59","412060","50","5#790","0","4412101#1|4412201#3|4412301#3","","203#602|202#3697"
"412060","1040012","60","412061","400","2000008#1000","1","4412101#1|4412201#3|4412301#3","205#100","203#659|202#4017"
"412061","1040012","61","412062","100","5#850","0","4412101#1|4412201#3|4412301#3","","203#669|202#4075"
"412062","1040012","62","412063","100","5#880","0","4412101#1|4412201#3|4412301#3","","203#679|202#4134"
"412063","1040012","63","412064","100","5#910","0","4412101#1|4412201#3|4412301#3","","203#690|202#4192"
"412064","1040012","64","412065","100","5#940","0","4412101#1|4412201#3|4412301#3","","203#700|202#4251"
"412065","1040012","65","412066","100","5#970","0","4412101#1|4412201#3|4412301#3","206#200","203#711|202#4309"
"412066","1040012","66","412067","100","5#1000","0","4412101#1|4412201#3|4412301#3","","203#721|202#4368"
"412067","1040012","67","412068","100","5#1030","0","4412101#1|4412201#3|4412301#3","","203#731|202#4426"
"412068","1040012","68","412069","100","5#1060","0","4412101#1|4412201#3|4412301#3","","203#742|202#4485"
"412069","1040012","69","412070","100","5#1090","0","4412101#1|4412201#3|4412301#3","","203#752|202#4543"
"412070","1040012","70","412071","800","2000008#1500","1","4412101#1|4412201#3|4412301#3","205#200","203#818|202#4912"
"412071","1040012","71","412072","100","5#1160","0","4412101#1|4412201#3|4412301#3","","203#829|202#4975"
"412072","1040012","72","412073","100","5#1195","0","4412101#1|4412201#3|4412301#3","","203#840|202#5038"
"412073","1040012","73","412074","100","5#1230","0","4412101#1|4412201#3|4412301#3","","203#851|202#5101"
"412074","1040012","74","412075","100","5#1265","0","4412101#1|4412201#3|4412301#3","","203#863|202#5164"
"412075","1040012","75","412076","100","5#1300","0","4412101#1|4412201#3|4412301#3","206#300","203#874|202#5227"
"412076","1040012","76","412077","100","5#1335","0","4412101#1|4412201#3|4412301#3","","203#885|202#5290"
"412077","1040012","77","412078","100","5#1370","0","4412101#1|4412201#3|4412301#3","","203#896|202#5353"
"412078","1040012","78","412079","100","5#1405","0","4412101#1|4412201#3|4412301#3","","203#907|202#5416"
"412079","1040012","79","412080","100","5#1440","0","4412101#1|4412201#3|4412301#3","","203#919|202#5479"
"412080","1040012","80","412081","1200","2000008#2000","1","4412101#1|4412201#3|4412301#3","205#300","203#993|202#5898"
"412081","1040012","81","412082","100","5#1520","0","4412101#1|4412201#3|4412301#3","","203#1005|202#5965"
"412082","1040012","82","412083","100","5#1560","0","4412101#1|4412201#3|4412301#3","","203#1017|202#6033"
"412083","1040012","83","412084","100","5#1600","0","4412101#1|4412201#3|4412301#3","","203#1029|202#6100"
"412084","1040012","84","412085","100","5#1640","0","4412101#1|4412201#3|4412301#3","","203#1041|202#6168"
"412085","1040012","85","412086","100","5#1680","0","4412101#1|4412201#3|4412301#3","206#400","203#1053|202#6235"
"412086","1040012","86","412087","100","5#1720","0","4412101#1|4412201#3|4412301#3","","203#1065|202#6303"
"412087","1040012","87","412088","100","5#1760","0","4412101#1|4412201#3|4412301#3","","203#1077|202#6370"
"412088","1040012","88","412089","100","5#1800","0","4412101#1|4412201#3|4412301#3","","203#1089|202#6438"
"412089","1040012","89","412090","100","5#1840","0","4412101#1|4412201#3|4412301#3","","203#1101|202#6505"
"412090","1040012","90","412091","1600","2000008#3000","1","4412101#1|4412201#3|4412301#3","205#400","203#1184|202#6973"
"412091","1040012","91","412092","100","5#1930","0","4412101#1|4412201#3|4412301#3","","203#1197|202#7045"
"412092","1040012","92","412093","100","5#1975","0","4412101#1|4412201#3|4412301#3","","203#1210|202#7117"
"412093","1040012","93","412094","100","5#2020","0","4412101#1|4412201#3|4412301#3","","203#1223|202#7189"
"412094","1040012","94","412095","100","5#2065","0","4412101#1|4412201#3|4412301#3","","203#1235|202#7261"
"412095","1040012","95","412096","100","5#2110","0","4412101#1|4412201#3|4412301#3","206#500","203#1248|202#7333"
"412096","1040012","96","412097","100","5#2155","0","4412101#1|4412201#3|4412301#3","","203#1261|202#7405"
"412097","1040012","97","412098","100","5#2200","0","4412101#1|4412201#3|4412301#3","","203#1274|202#7477"
"412098","1040012","98","412099","100","5#2245","0","4412101#1|4412201#3|4412301#3","","203#1287|202#7549"
"412099","1040012","99","412100","100","5#2290","0","4412101#1|4412201#3|4412301#3","","203#1299|202#7621"
"412100","1040012","100","0","2000","2000008#5000","1","4412101#1|4412201#3|4412301#3","205#500","203#1391|202#8139"
"402001","1040002","1","402002","1","","0","4402101#1|4402201#1|4402301#0","","203#50|202#450"
"402002","1040002","2","402003","5","5#5","0","4402101#1|4402201#1|4402301#0","","203#56|202#485"
"402003","1040002","3","402004","5","5#10","0","4402101#1|4402201#1|4402301#0","","203#62|202#520"
"402004","1040002","4","402005","5","5#15","0","4402101#1|4402201#1|4402301#0","","203#68|202#555"
"402005","1040002","5","402006","5","5#20","0","4402101#1|4402201#1|4402301#0","203#2","203#74|202#590"
"402006","1040002","6","402007","5","5#25","0","4402101#1|4402201#1|4402301#0","","203#80|202#625"
"402007","1040002","7","402008","5","5#30","0","4402101#1|4402201#1|4402301#0","","203#86|202#660"
"402008","1040002","8","402009","5","5#35","0","4402101#1|4402201#1|4402301#0","","203#92|202#695"
"402009","1040002","9","402010","5","5#40","0","4402101#1|4402201#1|4402301#0","","203#98|202#730"
"402010","1040002","10","402011","10","5#45","0","4402101#1|4402201#1|4402301#1","","203#104|202#765"
"402011","1040002","11","402012","10","5#50","0","4402101#1|4402201#1|4402301#1","","203#110|202#800"
"402012","1040002","12","402013","10","5#55","0","4402101#1|4402201#1|4402301#1","","203#116|202#835"
"402013","1040002","13","402014","10","5#60","0","4402101#1|4402201#1|4402301#1","","203#122|202#870"
"402014","1040002","14","402015","10","5#65","0","4402101#1|4402201#1|4402301#1","","203#128|202#905"
"402015","1040002","15","402016","10","5#70","0","4402101#1|4402201#1|4402301#1","202#10","203#134|202#940"
"402016","1040002","16","402017","10","5#75","0","4402101#1|4402201#1|4402301#1","","203#140|202#975"
"402017","1040002","17","402018","10","5#80","0","4402101#1|4402201#1|4402301#1","","203#146|202#1010"
"402018","1040002","18","402019","10","5#85","0","4402101#1|4402201#1|4402301#1","","203#152|202#1045"
"402019","1040002","19","402020","10","5#90","0","4402101#1|4402201#1|4402301#1","","203#158|202#1080"
"402020","1040002","20","402021","15","5#100","0","4402101#1|4402201#2|4402301#1","","203#175|202#1182"
"402021","1040002","21","402022","15","5#110","0","4402101#1|4402201#2|4402301#1","","203#182|202#1220"
"402022","1040002","22","402023","15","5#120","0","4402101#1|4402201#2|4402301#1","","203#189|202#1259"
"402023","1040002","23","402024","15","5#130","0","4402101#1|4402201#2|4402301#1","","203#195|202#1297"
"402024","1040002","24","402025","15","5#140","0","4402101#1|4402201#2|4402301#1","","203#202|202#1336"
"402025","1040002","25","402026","15","5#150","0","4402101#1|4402201#2|4402301#1","203#3","203#208|202#1374"
"402026","1040002","26","402027","15","5#160","0","4402101#1|4402201#2|4402301#1","","203#215|202#1413"
"402027","1040002","27","402028","15","5#170","0","4402101#1|4402201#2|4402301#1","","203#222|202#1451"
"402028","1040002","28","402029","15","5#180","0","4402101#1|4402201#2|4402301#1","","203#228|202#1490"
"402029","1040002","29","402030","15","5#190","0","4402101#1|4402201#2|4402301#1","","203#235|202#1528"
"402030","1040002","30","402031","80","2000008#250","1","4402101#1|4402201#2|4402301#2","","203#241|202#1567"
"402031","1040002","31","402032","25","5#220","0","4402101#1|4402201#2|4402301#2","","203#248|202#1605"
"402032","1040002","32","402033","25","5#235","0","4402101#1|4402201#2|4402301#2","","203#255|202#1644"
"402033","1040002","33","402034","25","5#250","0","4402101#1|4402201#2|4402301#2","","203#261|202#1682"
"402034","1040002","34","402035","25","5#265","0","4402101#1|4402201#2|4402301#2","","203#268|202#1721"
"402035","1040002","35","402036","25","5#280","0","4402101#1|4402201#2|4402301#2","202#15","203#274|202#1759"
"402036","1040002","36","402037","30","5#295","0","4402101#1|4402201#2|4402301#2","","203#281|202#1798"
"402037","1040002","37","402038","30","5#310","0","4402101#1|4402201#2|4402301#2","","203#288|202#1836"
"402038","1040002","38","402039","30","5#325","0","4402101#1|4402201#2|4402301#2","","203#294|202#1875"
"402039","1040002","39","402040","30","5#340","0","4402101#1|4402201#2|4402301#2","","203#301|202#1913"
"402040","1040002","40","402041","150","2000008#500","1","4402101#1|4402201#3|4402301#2","","203#331|202#2088"
"402041","1040002","41","402042","35","5#380","0","4402101#1|4402201#3|4402301#2","","203#338|202#2130"
"402042","1040002","42","402043","35","5#400","0","4402101#1|4402201#3|4402301#2","","203#345|202#2172"
"402043","1040002","43","402044","35","5#420","0","4402101#1|4402201#3|4402301#2","","203#352|202#2214"
"402044","1040002","44","402045","35","5#440","0","4402101#1|4402201#3|4402301#2","203#4","203#360|202#2256"
"402045","1040002","45","402046","40","5#460","0","4402101#1|4402201#3|4402301#2","","203#367|202#2298"
"402046","1040002","46","402047","40","5#480","0","4402101#1|4402201#3|4402301#2","","203#374|202#2340"
"402047","1040002","47","402048","40","5#500","0","4402101#1|4402201#3|4402301#2","202#20","203#381|202#2382"
"402048","1040002","48","402049","40","5#520","0","4402101#1|4402201#3|4402301#2","","203#388|202#2424"
"402049","1040002","49","402050","40","5#540","0","4402101#1|4402201#3|4402301#2","","203#396|202#2466"
"402050","1040002","50","402051","260","2000008#750","1","4402101#1|4402201#3|4402301#3","","203#403|202#2508"
"402051","1040002","51","402052","45","5#590","0","4402101#1|4402201#3|4402301#3","","203#410|202#2550"
"402052","1040002","52","402053","45","5#615","0","4402101#1|4402201#3|4402301#3","","203#417|202#2592"
"402053","1040002","53","402054","45","5#640","0","4402101#1|4402201#3|4402301#3","","203#424|202#2634"
"402054","1040002","54","402055","45","5#665","0","4402101#1|4402201#3|4402301#3","","203#432|202#2676"
"402055","1040002","55","402056","50","5#690","0","4402101#1|4402201#3|4402301#3","206#100","203#439|202#2718"
"402056","1040002","56","402057","50","5#715","0","4402101#1|4402201#3|4402301#3","","203#446|202#2760"
"402057","1040002","57","402058","50","5#740","0","4402101#1|4402201#3|4402301#3","","203#453|202#2802"
"402058","1040002","58","402059","50","5#765","0","4402101#1|4402201#3|4402301#3","","203#460|202#2844"
"402059","1040002","59","402060","50","5#790","0","4402101#1|4402201#3|4402301#3","","203#468|202#2886"
"402060","1040002","60","402061","400","2000008#1000","1","4402101#1|4402201#3|4402301#3","205#100","203#510|202#3135"
"402061","1040002","61","402062","100","5#850","0","4402101#1|4402201#3|4402301#3","","203#518|202#3180"
"402062","1040002","62","402063","100","5#880","0","4402101#1|4402201#3|4402301#3","","203#526|202#3226"
"402063","1040002","63","402064","100","5#910","0","4402101#1|4402201#3|4402301#3","","203#534|202#3271"
"402064","1040002","64","402065","100","5#940","0","4402101#1|4402201#3|4402301#3","","203#541|202#3317"
"402065","1040002","65","402066","100","5#970","0","4402101#1|4402201#3|4402301#3","206#200","203#549|202#3362"
"402066","1040002","66","402067","100","5#1000","0","4402101#1|4402201#3|4402301#3","","203#557|202#3408"
"402067","1040002","67","402068","100","5#1030","0","4402101#1|4402201#3|4402301#3","","203#565|202#3453"
"402068","1040002","68","402069","100","5#1060","0","4402101#1|4402201#3|4402301#3","","203#573|202#3499"
"402069","1040002","69","402070","100","5#1090","0","4402101#1|4402201#3|4402301#3","","203#580|202#3544"
"402070","1040002","70","402071","800","2000008#1500","1","4402101#1|4402201#3|4402301#3","205#200","203#630|202#3831"
"402071","1040002","71","402072","100","5#1160","0","4402101#1|4402201#3|4402301#3","","203#638|202#3880"
"402072","1040002","72","402073","100","5#1195","0","4402101#1|4402201#3|4402301#3","","203#646|202#3929"
"402073","1040002","73","402074","100","5#1230","0","4402101#1|4402201#3|4402301#3","","203#655|202#3978"
"402074","1040002","74","402075","100","5#1265","0","4402101#1|4402201#3|4402301#3","","203#663|202#4027"
"402075","1040002","75","402076","100","5#1300","0","4402101#1|4402201#3|4402301#3","206#300","203#672|202#4076"
"402076","1040002","76","402077","100","5#1335","0","4402101#1|4402201#3|4402301#3","","203#680|202#4125"
"402077","1040002","77","402078","100","5#1370","0","4402101#1|4402201#3|4402301#3","","203#688|202#4174"
"402078","1040002","78","402079","100","5#1405","0","4402101#1|4402201#3|4402301#3","","203#697|202#4223"
"402079","1040002","79","402080","100","5#1440","0","4402101#1|4402201#3|4402301#3","","203#705|202#4272"
"402080","1040002","80","402081","1200","2000008#2000","1","4402101#1|4402201#3|4402301#3","205#300","203#761|202#4598"
"402081","1040002","81","402082","100","5#1520","0","4402101#1|4402201#3|4402301#3","","203#770|202#4650"
"402082","1040002","82","402083","100","5#1560","0","4402101#1|4402201#3|4402301#3","","203#779|202#4703"
"402083","1040002","83","402084","100","5#1600","0","4402101#1|4402201#3|4402301#3","","203#788|202#4755"
"402084","1040002","84","402085","100","5#1640","0","4402101#1|4402201#3|4402301#3","","203#797|202#4808"
"402085","1040002","85","402086","100","5#1680","0","4402101#1|4402201#3|4402301#3","206#400","203#806|202#4860"
"402086","1040002","86","402087","100","5#1720","0","4402101#1|4402201#3|4402301#3","","203#815|202#4913"
"402087","1040002","87","402088","100","5#1760","0","4402101#1|4402201#3|4402301#3","","203#824|202#4965"
"402088","1040002","88","402089","100","5#1800","0","4402101#1|4402201#3|4402301#3","","203#833|202#5018"
"402089","1040002","89","402090","100","5#1840","0","4402101#1|4402201#3|4402301#3","","203#842|202#5070"
"402090","1040002","90","402091","1600","2000008#3000","1","4402101#1|4402201#3|4402301#3","205#400","203#904|202#5434"
"402091","1040002","91","402092","100","5#1930","0","4402101#1|4402201#3|4402301#3","","203#914|202#5490"
"402092","1040002","92","402093","100","5#1975","0","4402101#1|4402201#3|4402301#3","","203#924|202#5546"
"402093","1040002","93","402094","100","5#2020","0","4402101#1|4402201#3|4402301#3","","203#933|202#5602"
"402094","1040002","94","402095","100","5#2065","0","4402101#1|4402201#3|4402301#3","","203#943|202#5658"
"402095","1040002","95","402096","100","5#2110","0","4402101#1|4402201#3|4402301#3","206#500","203#952|202#5714"
"402096","1040002","96","402097","100","5#2155","0","4402101#1|4402201#3|4402301#3","","203#962|202#5770"
"402097","1040002","97","402098","100","5#2200","0","4402101#1|4402201#3|4402301#3","","203#972|202#5826"
"402098","1040002","98","402099","100","5#2245","0","4402101#1|4402201#3|4402301#3","","203#981|202#5882"
"402099","1040002","99","402100","100","5#2290","0","4402101#1|4402201#3|4402301#3","","203#991|202#5938"
"402100","1040002","100","0","2000","2000008#5000","1","4402101#1|4402201#3|4402301#3","205#500","203#1060|202#6341"
"403001","1040003","1","403002","1","","0","4403101#1|4403201#1|4403301#0","","203#45|202#475"
"403002","1040003","2","403003","5","5#5","0","4403101#1|4403201#1|4403301#0","","203#51|202#510"
"403003","1040003","3","403004","5","5#10","0","4403101#1|4403201#1|4403301#0","","203#57|202#545"
"403004","1040003","4","403005","5","5#15","0","4403101#1|4403201#1|4403301#0","","203#63|202#580"
"403005","1040003","5","403006","5","5#20","0","4403101#1|4403201#1|4403301#0","203#2","203#69|202#615"
"403006","1040003","6","403007","5","5#25","0","4403101#1|4403201#1|4403301#0","","203#75|202#650"
"403007","1040003","7","403008","5","5#30","0","4403101#1|4403201#1|4403301#0","","203#81|202#685"
"403008","1040003","8","403009","5","5#35","0","4403101#1|4403201#1|4403301#0","","203#87|202#720"
"403009","1040003","9","403010","5","5#40","0","4403101#1|4403201#1|4403301#0","","203#93|202#755"
"403010","1040003","10","403011","10","5#45","0","4403101#1|4403201#1|4403301#1","","203#99|202#790"
"403011","1040003","11","403012","10","5#50","0","4403101#1|4403201#1|4403301#1","","203#105|202#825"
"403012","1040003","12","403013","10","5#55","0","4403101#1|4403201#1|4403301#1","","203#111|202#860"
"403013","1040003","13","403014","10","5#60","0","4403101#1|4403201#1|4403301#1","","203#117|202#895"
"403014","1040003","14","403015","10","5#65","0","4403101#1|4403201#1|4403301#1","","203#123|202#930"
"403015","1040003","15","403016","10","5#70","0","4403101#1|4403201#1|4403301#1","202#10","203#129|202#965"
"403016","1040003","16","403017","10","5#75","0","4403101#1|4403201#1|4403301#1","","203#135|202#1000"
"403017","1040003","17","403018","10","5#80","0","4403101#1|4403201#1|4403301#1","","203#141|202#1035"
"403018","1040003","18","403019","10","5#85","0","4403101#1|4403201#1|4403301#1","","203#147|202#1070"
"403019","1040003","19","403020","10","5#90","0","4403101#1|4403201#1|4403301#1","","203#153|202#1105"
"403020","1040003","20","403021","15","5#100","0","4403101#1|4403201#2|4403301#1","","203#170|202#1207"
"403021","1040003","21","403022","15","5#110","0","4403101#1|4403201#2|4403301#1","","203#177|202#1245"
"403022","1040003","22","403023","15","5#120","0","4403101#1|4403201#2|4403301#1","","203#184|202#1284"
"403023","1040003","23","403024","15","5#130","0","4403101#1|4403201#2|4403301#1","","203#190|202#1322"
"403024","1040003","24","403025","15","5#140","0","4403101#1|4403201#2|4403301#1","","203#197|202#1361"
"403025","1040003","25","403026","15","5#150","0","4403101#1|4403201#2|4403301#1","203#3","203#203|202#1399"
"403026","1040003","26","403027","15","5#160","0","4403101#1|4403201#2|4403301#1","","203#210|202#1438"
"403027","1040003","27","403028","15","5#170","0","4403101#1|4403201#2|4403301#1","","203#217|202#1476"
"403028","1040003","28","403029","15","5#180","0","4403101#1|4403201#2|4403301#1","","203#223|202#1515"
"403029","1040003","29","403030","15","5#190","0","4403101#1|4403201#2|4403301#1","","203#230|202#1553"
"403030","1040003","30","403031","80","2000008#250","1","4403101#1|4403201#2|4403301#2","","203#236|202#1592"
"403031","1040003","31","403032","25","5#220","0","4403101#1|4403201#2|4403301#2","","203#243|202#1630"
"403032","1040003","32","403033","25","5#235","0","4403101#1|4403201#2|4403301#2","","203#250|202#1669"
"403033","1040003","33","403034","25","5#250","0","4403101#1|4403201#2|4403301#2","","203#256|202#1707"
"403034","1040003","34","403035","25","5#265","0","4403101#1|4403201#2|4403301#2","","203#263|202#1746"
"403035","1040003","35","403036","25","5#280","0","4403101#1|4403201#2|4403301#2","202#15","203#269|202#1784"
"403036","1040003","36","403037","30","5#295","0","4403101#1|4403201#2|4403301#2","","203#276|202#1823"
"403037","1040003","37","403038","30","5#310","0","4403101#1|4403201#2|4403301#2","","203#283|202#1861"
"403038","1040003","38","403039","30","5#325","0","4403101#1|4403201#2|4403301#2","","203#289|202#1900"
"403039","1040003","39","403040","30","5#340","0","4403101#1|4403201#2|4403301#2","","203#296|202#1938"
"403040","1040003","40","403041","150","2000008#500","1","4403101#1|4403201#3|4403301#2","","203#326|202#2113"
"403041","1040003","41","403042","35","5#380","0","4403101#1|4403201#3|4403301#2","","203#333|202#2155"
"403042","1040003","42","403043","35","5#400","0","4403101#1|4403201#3|4403301#2","","203#340|202#2197"
"403043","1040003","43","403044","35","5#420","0","4403101#1|4403201#3|4403301#2","","203#347|202#2239"
"403044","1040003","44","403045","35","5#440","0","4403101#1|4403201#3|4403301#2","203#4","203#355|202#2281"
"403045","1040003","45","403046","40","5#460","0","4403101#1|4403201#3|4403301#2","","203#362|202#2323"
"403046","1040003","46","403047","40","5#480","0","4403101#1|4403201#3|4403301#2","","203#369|202#2365"
"403047","1040003","47","403048","40","5#500","0","4403101#1|4403201#3|4403301#2","202#20","203#376|202#2407"
"403048","1040003","48","403049","40","5#520","0","4403101#1|4403201#3|4403301#2","","203#383|202#2449"
"403049","1040003","49","403050","40","5#540","0","4403101#1|4403201#3|4403301#2","","203#391|202#2491"
"403050","1040003","50","403051","260","2000008#750","1","4403101#1|4403201#3|4403301#3","","203#398|202#2533"
"403051","1040003","51","403052","45","5#590","0","4403101#1|4403201#3|4403301#3","","203#405|202#2575"
"403052","1040003","52","403053","45","5#615","0","4403101#1|4403201#3|4403301#3","","203#412|202#2617"
"403053","1040003","53","403054","45","5#640","0","4403101#1|4403201#3|4403301#3","","203#419|202#2659"
"403054","1040003","54","403055","45","5#665","0","4403101#1|4403201#3|4403301#3","","203#427|202#2701"
"403055","1040003","55","403056","50","5#690","0","4403101#1|4403201#3|4403301#3","206#100","203#434|202#2743"
"403056","1040003","56","403057","50","5#715","0","4403101#1|4403201#3|4403301#3","","203#441|202#2785"
"403057","1040003","57","403058","50","5#740","0","4403101#1|4403201#3|4403301#3","","203#448|202#2827"
"403058","1040003","58","403059","50","5#765","0","4403101#1|4403201#3|4403301#3","","203#455|202#2869"
"403059","1040003","59","403060","50","5#790","0","4403101#1|4403201#3|4403301#3","","203#463|202#2911"
"403060","1040003","60","403061","400","2000008#1000","1","4403101#1|4403201#3|4403301#3","205#100","203#505|202#3160"
"403061","1040003","61","403062","100","5#850","0","4403101#1|4403201#3|4403301#3","","203#513|202#3205"
"403062","1040003","62","403063","100","5#880","0","4403101#1|4403201#3|4403301#3","","203#521|202#3251"
"403063","1040003","63","403064","100","5#910","0","4403101#1|4403201#3|4403301#3","","203#529|202#3296"
"403064","1040003","64","403065","100","5#940","0","4403101#1|4403201#3|4403301#3","","203#536|202#3342"
"403065","1040003","65","403066","100","5#970","0","4403101#1|4403201#3|4403301#3","206#200","203#544|202#3387"
"403066","1040003","66","403067","100","5#1000","0","4403101#1|4403201#3|4403301#3","","203#552|202#3433"
"403067","1040003","67","403068","100","5#1030","0","4403101#1|4403201#3|4403301#3","","203#560|202#3478"
"403068","1040003","68","403069","100","5#1060","0","4403101#1|4403201#3|4403301#3","","203#568|202#3524"
"403069","1040003","69","403070","100","5#1090","0","4403101#1|4403201#3|4403301#3","","203#575|202#3569"
"403070","1040003","70","403071","800","2000008#1500","1","4403101#1|4403201#3|4403301#3","205#200","203#625|202#3856"
"403071","1040003","71","403072","100","5#1160","0","4403101#1|4403201#3|4403301#3","","203#633|202#3905"
"403072","1040003","72","403073","100","5#1195","0","4403101#1|4403201#3|4403301#3","","203#641|202#3954"
"403073","1040003","73","403074","100","5#1230","0","4403101#1|4403201#3|4403301#3","","203#650|202#4003"
"403074","1040003","74","403075","100","5#1265","0","4403101#1|4403201#3|4403301#3","","203#658|202#4052"
"403075","1040003","75","403076","100","5#1300","0","4403101#1|4403201#3|4403301#3","206#300","203#667|202#4101"
"403076","1040003","76","403077","100","5#1335","0","4403101#1|4403201#3|4403301#3","","203#675|202#4150"
"403077","1040003","77","403078","100","5#1370","0","4403101#1|4403201#3|4403301#3","","203#683|202#4199"
"403078","1040003","78","403079","100","5#1405","0","4403101#1|4403201#3|4403301#3","","203#692|202#4248"
"403079","1040003","79","403080","100","5#1440","0","4403101#1|4403201#3|4403301#3","","203#700|202#4297"
"403080","1040003","80","403081","1200","2000008#2000","1","4403101#1|4403201#3|4403301#3","205#300","203#756|202#4623"
"403081","1040003","81","403082","100","5#1520","0","4403101#1|4403201#3|4403301#3","","203#765|202#4675"
"403082","1040003","82","403083","100","5#1560","0","4403101#1|4403201#3|4403301#3","","203#774|202#4728"
"403083","1040003","83","403084","100","5#1600","0","4403101#1|4403201#3|4403301#3","","203#783|202#4780"
"403084","1040003","84","403085","100","5#1640","0","4403101#1|4403201#3|4403301#3","","203#792|202#4833"
"403085","1040003","85","403086","100","5#1680","0","4403101#1|4403201#3|4403301#3","206#400","203#801|202#4885"
"403086","1040003","86","403087","100","5#1720","0","4403101#1|4403201#3|4403301#3","","203#810|202#4938"
"403087","1040003","87","403088","100","5#1760","0","4403101#1|4403201#3|4403301#3","","203#819|202#4990"
"403088","1040003","88","403089","100","5#1800","0","4403101#1|4403201#3|4403301#3","","203#828|202#5043"
"403089","1040003","89","403090","100","5#1840","0","4403101#1|4403201#3|4403301#3","","203#837|202#5095"
